Date,Volatility
2001-01,
2001-02,177.4071856483339
2001-03,289.5214514498279
2001-04,181.07677363495156
2001-05,257.59292586250905
2001-06,253.72959727603717
2001-07,318.97535464661814
2001-08,170.55079219354758
2001-09,97.52610472133334
2001-10,305.12569909185663
2001-11,254.8803168753341
2001-12,127.05665977804162
2002-01,114.37948046890591
2002-02,243.59131810293738
2002-03,494.7731070792189
2002-04,312.1046296484571
2002-05,175.41020108916683
2002-06,283.88470683528266
2002-07,300.6525101576555
2002-08,202.86198519855478
2002-09,243.71100907630293
2002-10,232.220436624853
2002-11,251.95155749921202
2002-12,124.76169225949215
2003-01,530.6061533702427
2003-02,740.9294522075808
2003-03,372.65796301959085
2003-04,135.40458576794788
2003-05,148.1717956363767
2003-06,362.43186118287224
2003-07,268.12900780246616
2003-08,370.22970350209624
2003-09,855.9869679902055
2003-10,1135.2372134330017
2003-11,1218.3880298699605
2003-12,979.3436385046311
2004-01,977.4509734427488
2004-02,1621.4505065920669
2004-03,1185.2180857108847
2004-04,1188.7378031630185
2004-05,1203.759533012057
2004-06,1034.0958928145312
2004-07,1243.127679820605
2004-08,1063.288639095603
2004-09,1490.9126609495138
2004-10,758.5469371114617
2004-11,539.4504657393844
2004-12,605.0046064439866
2005-01,519.3774247860974
2005-02,541.8949534631478
2005-03,756.7333727320517
2005-04,876.1293994937905
2005-05,684.4713682381011
2005-06,306.79791857273733
2005-07,170.5115699195924
2005-08,267.6308322521056
2005-09,1028.2684615587182
2005-10,735.6806941720696
2005-11,644.8615249093804
2005-12,712.934142576467
2006-01,531.4643248535755
2006-02,160.1302636107621
2006-03,203.53424275216108
2006-04,230.88913413102085
2006-05,437.7629291323686
2006-06,459.79879070140936
2006-07,832.0315786525796
2006-08,1978.1177499234277
2006-09,1542.2055442548121
2006-10,421.4678245432442
2006-11,412.96092016101966
2006-12,771.2418276051774
2007-01,1015.6711868418455
2007-02,2362.655692496176
2007-03,1315.5574596077959
2007-04,1886.8102256933748
2007-05,2117.5600054852976
2007-06,1857.5261282670238
2007-07,897.5047032717418
2007-08,1266.0512924143454
2007-09,1504.0941683635438
2007-10,724.3141465461853
2007-11,986.8822916796418
2007-12,1638.465005210731
2008-01,1865.8020576196257
2008-02,2040.0599509965734
2008-03,2340.1304408552355
2008-04,1458.0337115280618
2008-05,1570.4215710909716
2008-06,2232.3341415189734
2008-07,2147.1749519376917
2008-08,2562.4439037019574
2008-09,2907.748091824748
2008-10,2135.484017086701
2008-11,4255.269884620377
2008-12,3037.920077003272
2009-01,2450.9768898746897
2009-02,3197.836633951982
2009-03,1323.4278490487948
2009-04,992.7745544350795
2009-05,1865.5645961907167
2009-06,2987.149833939432
2009-07,1806.8588622070263
2009-08,1420.0214071361402
2009-09,1230.1024868812283
2009-10,787.757674638949
2009-11,705.5506866433342
2009-12,415.76074938545815
2010-01,677.9615444745202
2010-02,747.5479989529907
2010-03,589.4724366345399
2010-04,1742.8367860640906
2010-05,968.4045912341846
2010-06,771.4666411218896
2010-07,462.5598981478574
2010-08,522.8846676271488
2010-09,770.0190260943112
2010-10,961.975284070849
2010-11,679.0090319363647
2010-12,307.77500323862756
2011-01,974.8618882825506
2011-02,915.8358529570405
2011-03,693.9916857453143
2011-04,462.17440872356775
2011-05,331.07925071468003
2011-06,317.0773410896869
2011-07,606.00886036276
2011-08,640.8102045267628
2011-09,848.9129061234943
2011-10,581.2967562377971
2011-11,322.4100304575478
2011-12,296.5011473121587
2012-01,424.56529014558447
2012-02,205.41839995109905
2012-03,351.1735258262052
2012-04,324.6566656010348
2012-05,752.6745032518039
2012-06,564.3117440206636
2012-07,625.6514287058421
2012-08,549.4109509955222
2012-09,723.3192706561521
2012-10,981.2717168636891
2012-11,487.8450204472035
2012-12,440.0198646022368
2013-01,1122.1657611173846
2013-02,1744.4118690676205
2013-03,677.4841571437203
2013-04,594.251598232737
2013-05,1242.071212106392
2013-06,1711.815881128353
2013-07,1220.5677568420515
2013-08,739.1954586970137
2013-09,646.1459816985282
2013-10,486.9942992801683
2013-11,557.6474957448328
2013-12,600.1296580949166
2014-01,1144.5433175500625
2014-02,944.4082972497135
2014-03,977.1999571064089
2014-04,716.5694847278003
2014-05,493.9684602823847
2014-06,1220.8568728245202
2014-07,778.8492764644134
2014-08,545.0441785167952
2014-09,476.66367281568824
2014-10,768.9402015130337
2014-11,2226.806942809376
2014-12,1868.0449791667834
2015-01,2028.1860879463343
2015-02,1164.769609454118
2015-03,1007.7839442420311
2015-04,2326.030204499487
2015-05,983.5032247510431
2015-06,398.7965759400822
2015-07,795.3936569966738
2015-08,961.6016303848106
2015-09,911.980576586822
2015-10,530.0131544550802
2015-11,618.91620311256
2015-12,769.908941298998
2016-01,1325.820701277061
2016-02,1438.4032814397265
2016-03,777.4842864742311
2016-04,550.6595583637927
2016-05,764.0630055500053
2016-06,1221.2020819569705
2016-07,1193.7503644695282
2016-08,669.9719742123481
2016-09,317.18304793018507
2016-10,334.01459081956693
2016-11,678.1905495645578
2016-12,728.8037865452917
2017-01,443.48260895700133
2017-02,405.97805626224726
2017-03,355.071955806675
2017-04,211.644745594167
2017-05,856.910226131029
2017-06,2403.495813668186
2017-07,1494.0637237454725
2017-08,1973.6879285708255
2017-09,955.2200118402949
2017-10,749.7130600701859
2017-11,428.46706907942286
2017-12,895.136016418832
2018-01,2027.9999038817625
2018-02,2110.515129239291
2018-03,855.1300449588032
2018-04,908.2254813128596
2018-05,420.6139115325282
2018-06,1398.4439656599188
2018-07,651.0709350383688
2018-08,715.6324268554157
