Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
GFDD.SM.01.HUN,Hungary Stock price volatility,Stocks - Technical Indicators,Non Currency Series,Hungary,,,,,,,Units,Units,Stock,Current Not Seasonally Adjusted,Annual From Dec 1992 To Dec 2011<BR>,Stock price volatility is the average of the 360-day volatility of the national stock market index. Bloomberg,
Date,Ticker,Close,Annual_Percent_Change
12/31/1992,GFDD.SM.01.HUN,16.09813,
12/31/1993,GFDD.SM.01.HUN,16.87404,4.8198765943622
12/31/1994,GFDD.SM.01.HUN,24.55692,45.530767972578
12/31/1995,GFDD.SM.01.HUN,19.18414,-21.8788838339662
12/31/1996,GFDD.SM.01.HUN,20.05797,4.55496050383286
12/31/1997,GFDD.SM.01.HUN,24.82871,23.7847598735066
12/31/1998,GFDD.SM.01.HUN,41.51553,67.2077606931653
12/31/1999,GFDD.SM.01.HUN,48.00779,15.6381479412644
12/31/2000,GFDD.SM.01.HUN,30.49493,-36.4792047290658
12/31/2001,GFDD.SM.01.HUN,25.92885,-14.9732430931961
12/31/2002,GFDD.SM.01.HUN,23.00047,-11.2939062087212
12/31/2003,GFDD.SM.01.HUN,21.82862,-5.09489588691013
12/31/2004,GFDD.SM.01.HUN,18.5716,-14.9208699404726
12/31/2005,GFDD.SM.01.HUN,19.49529,4.97366947382024
12/31/2006,GFDD.SM.01.HUN,24.09828,23.6107798345139
12/31/2007,GFDD.SM.01.HUN,22.63395,-6.07649176621734
12/31/2008,GFDD.SM.01.HUN,24.24593,7.12195617645176
12/31/2009,GFDD.SM.01.HUN,43.27195,78.4709846147374
12/31/2010,GFDD.SM.01.HUN,36.20835,-16.3237385881616
12/31/2011,GFDD.SM.01.HUN,26.07773,-27.9786844747137
