Date,Volatility
2000-12,
2001-01,
2001-02,460.118264060491
2001-03,896.5583529783802
2001-04,481.09663020129915
2001-05,409.00620256981597
2001-06,503.60227602229924
2001-07,649.5534197436732
2001-08,412.4676195122915
2001-09,416.1425370787235
2001-10,645.962836505671
2001-11,751.3362742433113
2001-12,378.94944386663815
2002-01,779.4431366674727
2002-02,612.4718578218087
2002-03,257.48885206992725
2002-04,201.97160056960846
2002-05,210.17814279718837
2002-06,387.3657406467674
2002-07,713.0514369431592
2002-08,539.3749324582263
2002-09,291.0343836205714
2002-10,285.26486786573025
2002-11,491.76836544519165
2002-12,471.28880945002237
2003-01,337.7522552273749
2003-02,443.3907712647218
2003-03,192.29086364796262
2003-04,240.13413036789825
2003-05,270.47702041503544
2003-06,377.4877948638697
2003-07,652.2816592209612
2003-08,918.0474494079268
2003-09,1330.9439060333357
2003-10,744.5620679513122
2003-11,565.893525653627
2003-12,712.4329059438709
2004-01,851.0970232377632
2004-02,625.0724521611763
2004-03,520.0538938559041
2004-04,605.7882137668507
2004-05,888.7671944339232
2004-06,520.7338472340866
2004-07,270.2344426746516
2004-08,211.72665938032085
2004-09,530.5146052826163
2004-10,425.41831230102883
2004-11,329.3712761192671
2004-12,392.0689995273682
2005-01,444.4511231317588
2005-02,722.7365757384923
2005-03,856.6309067349109
2005-04,544.4460635280831
2005-05,598.6219114909478
2005-06,708.1820448068999
2005-07,731.460552155463
2005-08,882.0492127376657
2005-09,825.9102050729136
2005-10,1066.1759757819011
2005-11,883.6979668088483
2005-12,767.2069496401839
2006-01,1386.8868905684458
2006-02,961.3148515875146
2006-03,780.3365476864428
2006-04,1404.7635711349512
2006-05,2111.102105554546
2006-06,2489.670196403404
2006-07,2465.441506624605
2006-08,1643.060569465944
2006-09,830.9149103277539
2006-10,1106.3694702548335
2006-11,1380.484403634372
2006-12,1475.6821098673324
2007-01,1428.5625344557982
2007-02,1809.9914946253607
2007-03,1641.9600922289735
2007-04,2426.147339619532
2007-05,1421.857647359333
2007-06,1896.6341945904878
2007-07,1433.137717830802
2007-08,2745.7556140548068
2007-09,1980.1892907968254
2007-10,1270.6639869730463
2007-11,2706.790835820241
2007-12,2764.9754343484487
2008-01,3240.1490425436273
2008-02,2914.3978390255606
2008-03,1635.6583544117095
2008-04,1284.1748132469597
2008-05,942.6564861670973
2008-06,1475.6403284204896
2008-07,2260.60217492664
2008-08,1492.0878241635323
2008-09,1182.2760757845863
2008-10,3152.2043095992963
2008-11,3325.4624343894147
2008-12,897.9338584176246
2009-01,956.8573902737144
2009-02,1665.9754938309209
2009-03,1243.0732951946127
2009-04,1745.8627199329846
2009-05,1587.6604409039303
2009-06,1054.7552644248533
2009-07,1152.519033987644
2009-08,2158.614151400109
2009-09,1371.7298193500042
2009-10,846.4528901504863
2009-11,907.746531062415
2009-12,597.2336437482289
2010-01,681.4455281072097
2010-02,1322.557036782025
2010-03,1396.7932258846279
2010-04,1285.5713013791128
2010-05,1243.5025533533758
2010-06,919.7248263631309
2010-07,710.6386850831558
2010-08,1151.2175255566283
2010-09,863.1912871257601
2010-10,973.5162028019482
2010-11,749.1765824634583
2010-12,847.7100646965933
2011-01,591.5498863363166
2011-02,367.7755053575844
2011-03,596.9262303965507
2011-04,940.7146889484048
2011-05,706.4088818743123
2011-06,590.0456182721457
2011-07,702.9751331499803
2011-08,3086.079050483041
2011-09,2173.5139857844474
2011-10,1360.689025595158
2011-11,1424.1179494419955
2011-12,1197.1995580163568
2012-01,741.4016285880264
2012-02,1540.200055212217
2012-03,573.2781846077755
2012-04,578.1577432702519
2012-05,1040.9314757555107
2012-06,1391.724257129553
2012-07,1125.5905453303612
2012-08,913.1584395587903
2012-09,953.0031735341587
2012-10,805.2943347228472
2012-11,516.7792508490968
2012-12,1087.981866360156
2013-01,1093.2305407967112
2013-02,566.2809687009064
2013-03,570.4198652991942
2013-04,1048.7568026299818
2013-05,1048.1444966543315
2013-06,1503.0134232657167
2013-07,1573.9866011816753
2013-08,1424.8431150812237
2013-09,1332.7818366179395
2013-10,1364.2194508576997
2013-11,1345.5542640846913
2013-12,1102.8703384704888
2014-01,1294.7903744955424
2014-02,999.614447457672
2014-03,1441.0821886541075
2014-04,1133.7604100730966
2014-05,659.850871944131
2014-06,818.9477037243715
2014-07,890.4161102695948
2014-08,746.8735613235656
2014-09,1405.2864870566295
2014-10,1036.2213899893393
2014-11,587.3605433643719
2014-12,583.6578118085249
2015-01,1012.4271017719506
2015-02,615.4673891354762
2015-03,613.9277330761289
2015-04,897.0833957105567
2015-05,1034.2822838112281
2015-06,1252.4252231911855
2015-07,1037.4293443548327
2015-08,745.1982993622323
2015-09,1199.7749245494163
2015-10,871.9387758425681
2015-11,937.7677072761599
2015-12,1750.8444512350059
2016-01,1563.1087629696522
2016-02,1197.0957454533263
2016-03,1148.3106639788746
2016-04,979.4422568656281
2016-05,799.2978741589969
2016-06,880.2764486534568
2016-07,914.2020014455103
2016-08,1180.6759128873402
2016-09,551.555825993927
2016-10,407.46998076747263
2016-11,575.5226320555989
2016-12,1247.2889981900798
2017-01,1399.1956974221014
2017-02,1700.5793481120313
2017-03,1448.2895530157223
2017-04,660.9387658657229
2017-05,1431.891981610061
2017-06,626.4614818051496
2017-07,562.9627796878036
2017-08,687.1159218809657
2017-09,1173.7068873540466
2017-10,660.6352661748854
2017-11,738.7297049668271
2017-12,804.3281702845816
2018-01,1383.3913399701617
2018-02,1924.9031572840388
2018-03,1501.6263756850542
2018-04,1256.299406146951
2018-05,680.7347660801094
