Date,Term_Premium,Risk_Premium,Stock_mom%,Stock_mom24mma%,Stock_Market_Volatility,REER,Cur_Acc_Bal_yryr%,Cur_Acc_Bal_over_GDP,OneDay_Repo_Rate_AVG,OneDay_Repo_Rate_EOP,Policy&Fed_Rate_Dif_AVG,Policy&Fed_Rate_Dif_EOP,Broad_Money_mo12m%,Velo_of_Money_mo12m%,Portfolio_Flows,For_Ex_Res_yryr%,For_Ex_Res_over_GDP,CPI yryrl,Bank Lending yryr%,Bank_Lending_mo12m%
2000-08,,-6.92,,,,93.75102502,,,17.568181818181800,19.0,10.918181818181800,12.35,,,82.0,-11.92028330864020,,10.127417794063200,15.40183436,-5.274416565936760
2000-09,,-6.56,,,,94.02641546,,,19.0,19.0,12.4,12.4,,,172.0,-8.935003151544250,,9.777078639105390,18.11655537,-8.339476730894610
2000-10,,-7.540000000000000,,,,92.76010579,,,19.0,19.0,12.41,12.41,,,-613.0,-4.980764181421730,,9.404574437903900,19.92326295,-10.518688512096100
2000-11,,-7.33,,,,94.45776067,,,19.0,19.0,12.38,12.38,,,367.0,-1.749319601657700,,8.887131290263230,16.5992381,-7.712106809736780
2000-12,,-6.39,,,,96.41483813,,,19.0,19.0,13.59,13.59,,,226.0,0.8174021626300880,,8.150625155513840,18.49356908,-10.34294392448620
2001-01,,-5.2,-1.3707203509725400,,,97.93568145,,,19.0,19.0,13.26,13.26,,,533.0,4.716161271299550,,7.1389996086673,16.0323399,-8.8933402913327
2001-02,,-5.35,-12.10828209653970,,-460.118264060491,99.768276,,,19.0,19.0,13.41,13.41,,,700.0,10.155145843480800,,6.391332574365290,12.96038002,-6.569047445634720
2001-03,,-5.700000000000000,-4.993633455062540,,-896.5583529783800,101.86243648,-47.8920741989882,,17.90909090909090,17.0,12.619090909090900,11.71,,,889.0,7.036003349148760,,6.015392281974710,10.87395999,-4.858567708025290
2001-04,,-5.59,3.878110689840270,,-481.0966302012990,104.93413149,-42.2475773163561,,17.0,17.0,12.33,12.33,,,-145.0,9.109126373062320,,6.391332574365290,9.6165404,-3.2252078256347100
2001-05,,-6.050000000000000,2.366567445698610,,-409.006202569816,108.34397423,-29.148236700538,,17.0,17.0,12.76,12.76,,,-449.0,4.879346118083670,,6.6723632042908100,8.12279432,-1.450431115709190
2001-06,,-6.15,-10.77957556796730,,-503.6022760222990,110.66508446,-20.0,,16.85,15.5,12.900000000000000,11.55,,,-275.0,4.440230766127410,,6.015392281974710,2.98674205,3.028650231974710
2001-07,,-6.49,-5.8706729521233500,,-649.5534197436730,104.57686935,-25.7246970864554,,15.5,15.5,11.68,11.68,,,101.0,8.656341839258050,,5.069311431551820,6.48242812,-1.4131166884481800
2001-08,,-6.84,-2.473121638062180,,-412.4676195122920,99.43519963,-46.434975161913,,15.181818181818200,14.5,11.521818181818200,10.84,,,197.0,9.682739606881020,,4.974209189481400,9.28763064,-4.313421450518600
2001-09,,-6.5600000000000000,-7.119696861996750,,-416.1425370787240,99.02007043,-68.2489451476793,,14.5,14.5,11.75,11.75,,,-234.0,10.986276424372000,,4.210117601863530,6.59542632,-2.385308718136470
2001-10,,-6.000000000000000,15.521562374375800,,-645.962836505671,101.55889082,-68.2889865047611,,14.23913043478260,13.0,11.57913043478260,10.34,,,-440.0,10.483696566307000,,3.922071315328130,3.71354202,0.2085292953281330
2001-11,,-4.14,2.182913361235220,,-751.3362742433110,104.16065727,-55.8592855281137,,12.857142857142900,11.5,10.797142857142900,9.44,,,304.0,-2.3116542788228800,,3.5367143837291300,6.71189681,-3.175182426270870
2001-12,,-3.75,-0.811622618280888,,-378.94944386663800,105.90099643,-42.231374017222,,11.5,11.5,9.98,9.98,,,-108.0,-4.437225736593150,,3.5367143837291300,7.1862053,-3.6494909162708700
2002-01,,-3.220000000000000,15.375703195481200,,-779.4431366674730,105.55380935,-26.3638821767177,,11.431818181818200,10.0,9.581818181818180,8.15,,,410.0,-7.674837351986610,,3.343477608623740,2.79445049,0.5490271186237420
2002-02,,-3.4400000000000000,-4.882090844741170,,-612.4718578218090,103.78742019,-5.5912525203288,,10.0,10.0,8.17,8.17,,,93.0,-9.495487659019250,,3.4401426717332300,10.77340024,-7.333257568266770
2002-03,,-3.0,-1.6504140761680200,,-257.48885206992700,104.0881841,8.86731391585761,,10.0,10.0,8.26,8.26,,,1197.0,-4.756441441273650,,3.246719013750140,5.01267922,-1.7659602062498600
2002-04,,-3.010000000000000,0.636944370685513,,-201.97160056960800,105.16634348,0.0531331413684391,,9.928571428571430,9.5,8.108571428571430,7.68,,,603.0,-3.2667439444804100,,2.955880224154440,1.6902904,1.265589824154440
2002-05,,-2.78,3.444353775325450,,-210.1781427971880,102.24051068,-14.665616812662,-3.69099976174127,9.475,9.0,7.685,7.21,,,338.0,0.307394502516467,0.5425685217950470,1.8821754240587700,3.14238711,-1.2602116859412300
2002-06,,-2.42,-9.26970529949498,,-387.3657406467670,99.03384418,-22.4290780141844,-3.650148929001140,8.95,8.5,7.220000000000000,6.77,,,-203.0,2.585021400207040,0.5360500690724870,1.5873349156290200,7.11271176,-5.525376844370980
2002-07,,-2.91,-9.056122269240900,,-713.0514369431590,93.49352092,-19.5011175188323,-3.44170379786956,8.5,8.5,6.74,6.74,,,90.0,3.903607931354890,0.5486214503751840,1.2916225266546200,2.85355178,-1.5619292533453800
2002-08,,-3.03,4.076974745905710,,-539.3749324582260,93.28782544,-2.15204229087785,-2.9503286294665200,8.452380952380950,8.0,6.642380952380950,6.19,,,379.0,3.467442695553300,0.5664860807060980,1.192857086527380,0.6895155,0.5033415865273810
2002-09,,-2.76,-4.73855223930593,,-291.0343836205710,93.50388853,32.3920265780731,-2.31727772292377,7.928571428571430,7.5,6.078571428571430,5.65,,,426.0,2.140415090557450,0.5765511223944030,1.2916225266546200,2.90818603,-1.6165635033453800
2002-10,,-2.0900000000000000,10.126761311778700,,-285.26486786573000,94.03760269,16.2786935870476,-1.8200590021884400,7.369565217391310,7.0,5.549565217391300,5.18,,,-826.0,-0.2508336958097710,0.5643268200589470,1.0939940038334300,1.83858979,-0.7445957861665740
2002-11,,-1.8000000000000000,4.0422245290824100,,-491.7683654451920,96.28137784,-10.9041458657648,-1.6632056528301900,6.973684210526320,6.75,5.743684210526320,5.52,,,302.0,11.881726493523200,0.5359604416636700,0.8959741371471800,-0.23393395,1.12990808714718
2002-12,,-1.7300000000000000,-2.0204720618212900,0.9873980033575010,-471.2888094500220,95.86498356,-16.0077770576798,-1.872526630292930,6.75,6.75,5.59,5.59,,,270.0,11.159084945492700,0.5100830754780980,0.7968169649176880,0.79430068,0.0025162849176881
2003-01,,-1.7200000000000000,-3.632718831460360,0.9611091448403870,-337.7522552273750,94.36654053,-6.16144130281465,-2.311925736003190,6.727272727272730,6.5,5.397272727272730,5.17,,,373.0,14.643268470623200,0.4999783191996410,0.4987541511038970,6.92704216,-6.428288008896100
2003-02,,-1.8200000000000000,-0.5004062911934170,0.966809447014392,-443.3907712647220,92.52517117,8.60664875203885,-2.88266964512673,6.475,6.25,5.145,4.92,,,2840.0,20.121260176764300,0.5225328376934860,0.4987541511038970,2.16409794,-1.6653437888961000
2003-03,,-1.62,-0.116438858347476,0.970497094427513,-192.29086364796300,89.20009297,15.7550535077289,-3.457438318099980,6.214285714285710,6.0,4.8342857142857100,4.62,,,-77.0,14.493445136259800,0.5594058590109630,0.5982071677547470,6.29496615,-5.696758982245250
2003-04,,-1.39,3.636197138980320,1.0085709700990800,-240.13413036789800,89.93277687,7.25196288365453,-3.769138093472160,5.9523809523809500,5.75,4.642380952380950,4.44,,,-918.0,13.474018394883000,0.586623741426158,0.2995508979798370,7.68417052,-7.384619622020160
2003-05,,-1.6500000000000000,7.3256543768298900,1.0856843644463600,-270.47702041503500,90.11548742,-7.15156641328705,-3.6452361111007800,5.726190476190480,5.5,4.446190476190480,4.22,,,541.0,21.675916848711300,0.5920901844608630,0.3992021269537460,8.62465618,-8.225454053046260
2003-06,,-1.5600000000000000,4.46362705554034,1.135238941021190,-377.4877948638700,88.27096646,-17.0857142857143,-3.1974736251286000,5.4625,5.25,4.0125,3.8,,,-444.0,13.571288709483100,0.5756502176447870,0.7968169649176880,2.48612541,-1.689308445082310
2003-07,,-1.1800000000000000,12.614917904613000,1.2707706261105600,-652.2816592209610,87.56786106,-15.0773301889379,-2.7062621874449800,5.25,5.25,4.21,4.21,,,-823.0,8.931674679951350,0.5673766844217100,0.7968169649176880,6.26834324,-5.471526275082310
2003-08,,-1.1800000000000000,18.50656870493790,1.4846501776201600,-918.0474494079270,88.77136029,-1.75258213768285,-2.3262165299838400,5.25,5.25,4.24,4.24,,,-436.0,7.041942924074700,0.5598309169746890,0.6975613736425140,3.47319097,-2.7756295963574900
2003-09,,-2.1100000000000000,-9.400884596150500,1.312601886610840,-1330.9439060333400,86.71643586,12.0451693851945,-2.00862714862595,5.25,5.25,4.08,4.08,,,758.0,11.80761249195900,0.5713289581466470,0.8959741371471800,3.27663818,-2.38066404285282
2003-10,,-2.81,6.897031580679020,1.3742059399932300,-744.5620679513120,84.97033515,-0.292135115652632,-1.7037224017744400,5.25,5.25,4.22,4.22,,,1309.0,15.054072125238000,0.5720692930689740,1.2916225266546200,7.09471261,-5.803090083345380
2003-11,,-2.97,-6.930988224772700,1.2548715274830500,-565.893525653627,84.38125243,-14.6817825798807,-1.5253525145834400,5.25,5.25,4.24,4.24,,,644.0,15.00516612605350,0.5677132361251220,1.5873349156290200,6.47343355,-4.886098634370980
2003-12,0.2100000000000000,-2.2200000000000000,8.26013752423105,1.3396033824335500,-712.4329059438710,84.58311065,-6.55864197530864,-1.6068935353814500,5.25,5.25,4.3100000000000000,4.3100000000000000,,,3.0,14.15802914225630,0.543290917058428,1.6857117066422800,5.20088686,-3.515175153357720
2004-01,0.0699999999999994,-2.7,5.413718589803010,1.386485872037150,-851.0970232377630,83.56084607,22.2688762453726,-2.1952788233153900,5.25,5.25,4.22,4.22,,,2135.0,21.94845335564240,0.5415624276752700,1.5873349156290200,1.83460573,-0.2472708143709840
2004-02,0.0300000000000002,-2.7300000000000000,6.245212945062270,1.4506061608569900,-625.0724521611760,81.18330192,56.7606843609372,-3.38908627987335,5.25,5.25,4.21,4.21,,,127.0,18.275013668671400,0.5640249630162150,1.5873349156290200,4.57909895,-2.9917640343709800
2004-03,-0.0600000000000005,-2.8000000000000000,2.3683991584133300,1.454649606867230,-520.0538938559040,82.07208527,89.0087313816127,-4.966881859893300,5.25,5.25,4.2,4.2,,,1900.0,17.69691131561150,0.6014931699707140,1.6857117066422800,3.63684138,-1.9511296733577200
2004-04,0.2000000000000000,-2.67,1.819387585818590,1.448586341152150,-605.7882137668510,82.13612368,123.460668175163,-6.478993656597490,5.25,5.25,4.22,4.22,,,368.0,14.689707193307300,0.6189107981189860,2.176149178151270,6.0777895,-3.901640321848730
2004-05,0.1900000000000000,-2.6900000000000000,-2.8665991069110500,1.3756908564412800,-888.7671944339230,83.25859422,159.96651897948,-7.405594874356500,5.25,5.25,4.23,4.23,,,567.0,9.25155826235904,0.6177685829840240,3.343477608623740,3.96957303,-0.6260954213762580
2004-06,0.1600000000000000,-2.59,1.4470702355587300,1.3691211631362300,-520.7338472340870,86.30542799,199.517574086837,-7.608188673171510,5.25,5.25,3.87,3.87,,,1333.0,13.398472857242300,0.6004669680768320,4.305948946044700,4.29825446,0.0076944860447012
2004-07,0.3400000000000000,-2.9800000000000000,-1.3238789243285500,1.3203123024941200,-270.2344426746520,88.99856098,233.002623612513,-7.253936429751110,5.7727272727272700,6.0,4.482727272727270,4.71,,,474.0,12.357832742839300,0.577233703571635,4.49733656427312,2.64448245,1.85285411427312
2004-08,0.3400000000000000,-3.17,2.568184337850050,1.321234837655300,-211.72665938032100,89.30946644,266.268670916183,-6.72664826007031,6.090909090909090,6.5,4.540909090909090,4.95,,,381.0,17.298281283245500,0.5605427015492680,4.49733656427312,7.12340638,-2.62606981572688
2004-09,0.2300000000000000,-2.6000000000000000,4.243749169732650,1.344314171974730,-530.5146052826160,90.60404124,311.758118701008,-6.214652250685240,6.5,6.5,4.5600000000000000,4.5600000000000000,,,764.0,12.09847810116950,0.5491830113272210,4.305948946044700,4.3025087,0.0034402460447013
2004-10,0.2600000000000000,-2.7,0.5994974637711250,1.3159934496227,-425.4183123010290,91.65139212,368.213642474823,-5.753970797177620,6.5,6.5,4.71,4.71,,,90.0,5.29191604946071,0.5261081826629470,4.401688541677430,7.07845847,-2.6767699283225700
2004-11,0.2700000000000000,-2.03,0.0213223726371732,1.2848818651022700,-329.3712761192670,93.90529709,338.914847290061,-5.260420358440630,6.5,6.5,4.48,4.48,,,1863.0,9.671905863497070,0.4875025969190100,4.401688541677430,5.14526535,-0.7435768083225740
2004-12,0.2799999999999990,-1.54,4.764888358696430,1.316276748803310,-392.0689995273680,96.82673285,194.632535094963,-4.740304603507330,6.5,6.5,4.53,4.53,,,643.0,8.289705776382530,0.4430282727134190,4.305948946044700,4.24231391,0.0636350360447011
2005-01,0.1900000000000000,-1.8100000000000000,-2.414759768570490,1.2528407843139100,-444.4511231317590,98.13802308,55.4534463139072,-4.219824202000570,6.5,6.5,4.0,4.0,,,3655.0,11.40200811743300,0.4411819397075480,3.6331929247390200,6.45325188,-2.820058955260980
2005-02,-0.1200000000000000,-1.1000000000000000,8.854310335209610,1.3312912826982000,-722.7365757384920,99.00676762,-16.1247523046438,-3.659675008341880,6.5,6.5,3.98,3.98,,,2472.0,13.709893368435600,0.4622408014751770,3.5367143837291300,5.40465139,-1.867937006270870
2005-03,0.0099999999999997,-0.9800000000000000,-3.627632093739810,1.24748831516826,-856.6309067349110,98.58526944,-44.7554347826087,-3.16083996455572,6.477272727272730,6.0,3.5172727272727300,3.04,14.835298710982300,-0.0650089746600746,108.0,4.682008283195890,0.4862667461055980,3.343477608623740,8.34556358,-5.002085971376260
2005-04,-0.0099999999999997,-1.34,-5.3340042034511400,1.1513008806810400,-544.4460635280830,95.40926889,-52.9066152031736,-2.84507315697734,5.9523809523809500,5.5,2.9823809523809500,2.53,13.810068977360500,-0.0630084936679498,3040.0,15.445854160189400,0.5093226078028540,2.955880224154440,11.03281641,-8.076936185845560
2005-05,0.0500000000000007,-1.1000000000000000,3.605736358251610,1.1677409996621000,-598.6219114909480,94.12115594,-50.3347167990971,-2.8314588063551500,5.5,5.5,2.41,2.41,17.26280213086720,-0.0893671298305425,4085.0,12.077370427471000,0.5183106572247690,2.469261259037140,11.73905204,-9.26979078096286
2005-06,-0.0899999999999998,-0.7200000000000000,5.936541386669930,1.211842691701520,-708.1820448069000,95.60751225,-43.6033133916245,-3.0587428981471600,5.477272727272730,5.0,2.1272727272727300,1.65,15.185328492904400,-0.0687507853303145,633.0,14.478393076428300,0.5387476275812450,1.3902905168991400,11.42454606,-10.034255543100900
2005-07,-0.0300000000000002,-0.6300000000000000,7.469491265192610,1.2743253979388200,-731.460552155463,94.78123695,-36.8769499669096,-3.352515516745010,4.976190476190480,4.75,1.6661904761904800,1.44,14.943652139224100,-0.0633248122996159,879.0,14.742353428385500,0.5397892826116710,1.2916225266546200,12.60996022,-11.318337693345400
2005-08,-0.1300000000000000,-0.7000000000000000,3.008311462935050,1.284780932433510,-882.0492127376660,96.24947389,-30.514695377742,-3.5535767097277,4.75,4.75,1.12,1.12,15.514894648296900,-0.0682370301317268,335.0,13.158773667480500,0.5390137797249050,1.5873349156290200,11.6935569,-10.106221984371000
2005-09,-0.08,-0.3700000000000000,7.769600395864210,1.361303505015360,-825.9102050729140,98.9732273,-25.7002991569214,-3.61918839762258,4.5,4.5,0.5700000000000000,0.5700000000000000,16.860809643939500,-0.085283337434723,256.0,12.956196971542300,0.5290532087873940,1.7839918128331000,14.1134215,-12.329429687166900
2005-10,-0.0799999999999991,-0.6999999999999990,-5.256504434609800,1.2591701954854300,-1066.1759757819000,98.91769719,-23.5341284955397,-3.6052528588532900,4.5,4.5,0.4800000000000000,0.4800000000000000,13.08032128514060,-0.0675823206854211,-22.0,18.72484026757060,0.5164688344201310,1.5873349156290200,8.24922621,-6.661891294370980
2005-11,-0.0999999999999996,-0.8400000000000000,5.938126572823660,1.3095674374312700,-883.6979668088480,97.04003621,-21.8814021087406,-3.6142535543817700,4.5,4.5,0.4700000000000000,0.4700000000000000,17.2359436857791,-0.1117188409701490,-47.0,12.110244671012800,0.5030076479446110,0.9950330853168090,13.97557285,-12.980539764683200
2005-12,-0.1300000000000000,-0.71,4.93641171418079,1.3424846520359800,-767.2069496401840,99.760871,-17.6849775784753,-3.58711497587185,4.5,4.5,0.4100000000000000,0.4100000000000000,15.043229994343700,-0.0996603504756071,-309.0,17.16593661576560,0.4936675744504430,0.6975613736425140,13.79929685,-13.101735476357500
2006-01,-0.1600000000000000,-0.5100000000000000,6.331769603989110,1.3950883770582500,-1386.8868905684500,100.59573072,-6.2831896002379,-3.520595353947740,4.5,4.5,0.0300000000000002,0.0300000000000002,11.897920123848900,-0.0691385728715637,477.0,5.835731714544120,0.4877589745892150,0.5982071677547470,13.54847055,-12.950263382245300
2006-02,-0.1700000000000000,-0.04,2.6401302867921000,1.3977765561016500,-961.3148515875150,100.9609266,15.7084454670584,-3.466188548369220,4.25,4.25,-0.2700000000000000,-0.2700000000000000,12.882830565757400,-0.0672342387304112,3431.0,7.647268797160220,0.5030611315457780,0.6975613736425140,14.09502939,-13.397468016357500
2006-03,-0.1400000000000000,-0.1099999999999990,3.5155633716361800,1.413986753061630,-780.3365476864430,98.80288824,43.0398425971471,-3.576693584973680,4.0,4.0,-1.0,-1.0,10.873171891416500,-0.0400667572024648,-83.0,16.715139248929100,0.5270649787428950,0.3992021269537460,12.51044454,-12.111242413046300
2006-04,-0.2200000000000000,-0.0999999999999996,9.393933215847110,1.5106354936470800,-1404.7635711349500,97.91880814,63.6533810925943,-3.851636114681930,4.0,4.0,-0.8600000000000000,-0.8600000000000000,10.382983646052600,-0.0342164884146035,460.0,11.448296221104100,0.5521005584255230,0.6975613736425140,10.44857888,-9.751017506357490
2006-05,-0.3200000000000000,-0.2100000000000000,-9.923818013259060,1.3234363597058700,-2111.102105554550,99.3030774,65.3850559177521,-4.1455898453026400,4.0,4.0,-1.0500000000000000,-1.0500000000000000,10.874902836555700,-0.0423907406656142,-1380.0,19.462304866612400,0.558747741940057,0.8959741371471800,13.12721912,-12.23124498285280
2006-06,-0.1600000000000000,-0.5299999999999990,2.554308675384320,1.327639817237090,-2489.670196403400,96.16413475,56.0179518563852,-4.445745274746100,4.0,4.0,-1.0500000000000000,-1.0500000000000000,12.23293105236900,-0.0569432995780312,-1456.0,14.12017704494320,0.5582399292821180,0.7968169649176880,14.35072985,-13.553912885082300
2006-07,-0.1900000000000000,-0.5900000000000000,12.917614107465200,1.4658315819513000,-2465.441506624610,96.93098677,43.2448624547308,-4.55618120418264,4.0,4.0,-1.3100000000000000,-1.3100000000000000,13.173140566549900,-0.0626952821853561,635.0,18.768851605318900,0.5584478128444,1.0939940038334300,13.66340307,-12.569409066166600
2006-08,-0.1700000000000000,-0.8500000000000000,-5.516017142649210,1.3451243112669200,-1643.060569465940,99.78130563,33.4838584266639,-4.49909495136376,4.0,4.0,-1.3100000000000000,-1.3100000000000000,13.009770318236700,-0.0542043171464208,-685.0,18.032945391258300,0.5541942463018110,1.5873349156290200,14.35522796,-12.767893044371000
2006-09,-0.1100000000000000,-0.8600000000000000,1.5894078220948100,1.3335415515951100,-830.9149103277540,97.92205827,35.5783308931186,-4.38178101104118,4.0,4.0,-1.34,-1.34,13.36829828386810,-0.0469760392372298,-254.0,19.213796679699000,0.5529139979003090,1.5873349156290200,16.49038484,-14.903049924371000
