Date,Term_Premium,Risk_Premium,Stock_mom%,Stock_mom24mma%,Stock_Market_Volatility,REER,Cur_Acc_Bal_yryr%,Cur_Acc_Bal_over_GDP,OneDay_Repo_Rate_AVG,OneDay_Repo_Rate_EOP,Policy&Fed_Rate_Dif_AVG,Policy&Fed_Rate_Dif_EOP,Broad_Money_mo12m%,Velo_of_Money_mo12m%,Portfolio_Flows,For_Ex_Res_yryr%,For_Ex_Res_over_GDP,CPI yryrl,Bank Lending yryr%,Bank_Lending_mo12m%
2006-10,-0.1500000000000000,-0.6200000000000000,7.503721692324670,1.4004258368419900,-1106.3694702548300,99.0926083,53.1329599359485,-4.456154926957950,4.0,4.0,-1.3100000000000000,-1.3100000000000000,12.789478045719800,-0.0306360694982031,199.0,13.492659041468600,0.5308699017211160,1.192857086527380,17.32618851,-16.13333142347260
2006-11,-0.1900000000000000,-0.6900000000000000,6.064852236533030,1.4462651183871300,-1380.484403634370,100.74633001,76.4186143902129,-4.7733513754973500,4.0,4.0,-1.3100000000000000,-1.3100000000000000,14.59972064985670,-0.0368927871483165,-598.0,19.910330570095900,0.5061634991780330,1.3902905168991400,19.10336259,-17.713072073100900
2006-12,-0.2400000000000000,-0.5,0.3613355439503470,1.4095441745965400,-1475.6821098673300,101.33860511,92.5093632958801,-5.1099849031098400,4.0,4.0,-1.17,-1.17,15.964328609457300,-0.0421900548338997,946.0,13.878805837469400,0.4697760240320990,1.3902905168991400,22.97238058,-21.582090063100900
2007-01,-0.2400000000000000,-0.3200000000000000,8.224916299391690,1.4843623645198800,-1428.5625344558000,99.38546527,95.5809331194644,-5.394262923335540,4.0,4.0,-1.33,-1.33,19.29701954671340,-0.0664614802753933,3287.0,18.835908247678700,0.4675952240221960,1.5873349156290200,25.73525026,-24.147915344371000
2007-02,-0.1700000000000000,-0.6600000000000000,-4.871426175557640,1.3677616799913900,-1809.9914946253600,99.0923588,91.1067158587727,-5.555487939897640,4.0,4.0,-1.41,-1.41,18.03338331019880,-0.0559774006764443,-1548.0,11.636984124791000,0.4794313500474770,1.8821754240587700,25.76234545,-23.88017002594120
2007-03,-0.1900000000000000,-0.54,10.836488897289600,1.4776764035951700,-1641.9600922289700,99.6915076,89.2022008253095,-5.7372534605857100,4.0,4.0,-1.3000000000000000,-1.3000000000000000,18.04494635903140,-0.0559767648325574,-1907.0,14.831319748963100,0.5066939509383750,2.469261259037140,28.380853,-25.91159174096290
2007-04,-0.2100000000000000,-0.6800000000000000,3.965105693097760,1.488077606337960,-2426.147339619530,101.6007401,95.1909581604704,-6.040014443675410,4.0375,4.25,-1.2525000000000000,-1.04,17.786744067364100,-0.0531618057824787,396.0,15.206526310408700,0.5145089823581050,2.273948696948930,28.31460565,-26.040656953051100
2007-05,-0.1700000000000000,-0.4099999999999990,6.2881695791088,1.5278088813325700,-1421.857647359330,102.52690677,102.529773035146,-6.593526678076620,4.25,4.25,-1.0300000000000000,-1.0300000000000000,16.007478049920400,-0.0383910588274544,1153.0,14.373755817029800,0.5206570860432160,2.273948696948930,25.98066927,-23.706720573051100
2007-06,-0.1000000000000010,-0.5900000000000000,3.951065150241130,1.5316918510965200,-1896.634194590490,101.48092807,105.883891213389,-7.226614490263040,4.275,4.5,-1.0350000000000000,-0.8100000000000000,14.744577273847700,-0.029732301744382,-2320.0,16.511162088065800,0.5195749321513640,2.5667746748577800,27.51263984,-24.945865165142200
2007-07,-0.1099999999999990,-0.8100000000000000,-3.6429390918478000,1.4239802567767500,-1433.137717830800,102.45763557,102.063856768662,-7.465766202413990,4.5,4.5,-0.7800000000000000,-0.7800000000000000,15.58809098237130,-0.041801452652777,256.0,16.45098132849430,0.5205781659799830,2.273948696948930,30.89420209,-28.620253393051100
2007-08,-0.0899999999999998,-1.2300000000000000,-4.744205010419260,1.3156916000923900,-2745.7556140548100,101.2342807,91.0580262126134,-7.266457645576150,4.5227272727272700,4.75,-0.4372727272727280,-0.2100000000000000,16.145487043545100,-0.051760644568576,-1017.0,15.896146898160300,0.5211062565335230,1.488861249375060,29.81311558,-28.324254330624900
2007-09,-0.0999999999999996,-1.09,-0.4632162382567780,1.2758250195216900,-1980.1892907968300,102.19383982,76.6738660907127,-6.707476085774510,4.75,4.75,0.1700000000000000,0.1700000000000000,14.449478264759100,-0.0396970464818407,-673.0,19.78556770293870,0.5228449376650810,2.273948696948930,30.4268862,-28.152937503051100
2007-10,0.08,-1.0200000000000000,4.567814034108940,1.303604630386040,-1270.6639869730500,105.02682845,66.6336613048377,-6.313357978140450,4.75,4.75,0.1500000000000000,0.1500000000000000,13.764033150563000,-0.0304060496087801,1579.0,27.54677245567640,0.5117270766145070,2.955880224154440,28.64484481,-25.688964585845600
2007-11,0.2100000000000000,-1.81,-10.211534117389100,1.1399789276901600,-2706.790835820240,106.90345873,60.7594542638555,-6.168004577812640,4.773809523809520,5.0,0.1138095238095240,0.3400000000000000,13.59478043864680,-0.0233731347678958,-182.0,38.7344234031666,0.5008585709517250,3.5367143837291300,31.96924704,-28.432532656270900
2007-12,0.1500000000000000,-1.88,-1.8202803514732100,1.0982855055247000,-2764.9754343484500,108.57668457,56.1018747789176,-6.274157714412680,5.0,5.0,1.94,1.94,13.388840882844600,-0.0169849808865825,1055.0,36.02515314143220,0.4798507643169290,3.922071315328130,26.96792691,-23.045855594671900
2008-01,0.0499999999999998,-1.99,-14.197551274480900,0.9270721263159240,-3240.1490425436300,108.5166512,49.1942227222239,-6.312157910628510,5.011363636363640,5.25,1.7913636363636400,2.03,12.920668900040300,-0.0115436487559773,81.0,33.69935754556180,0.4796661519020040,3.922071315328130,28.65660455,-24.73453323467190
2008-02,0.1700000000000000,-2.4200000000000000,-0.4729222136051850,0.9153618539226850,-2914.3978390255600,109.37345325,38.8842952940324,-6.137843476827650,5.273809523809520,5.5,2.263809523809520,2.49,13.468066350841200,-0.0198820296459105,338.0,42.4321932685227,0.4913830750168320,4.1141943331175200,25.80807393,-21.69387959688250
2008-03,0.1300000000000000,-2.51,1.0295862968730200,0.91839751430349,-1635.6583544117100,111.67609097,28.2806252271901,-5.75782663065813,5.5375,5.75,3.0275,3.24,13.641912492846400,-0.0261307754848498,-3250.0,52.26143439316520,0.5233538664923490,4.018178963283180,24.70034445,-20.682165486716800
2008-04,0.08,-2.2,-2.7481875092686600,0.8876462556339010,-1284.1748132469600,115.00543646,21.236886118291,-5.554368910271740,5.75,5.75,3.38,3.38,14.955154652136700,-0.0432898629487522,-191.0,53.19960389410020,0.5470056748088700,3.922071315328130,24.69200452,-20.76993320467190
2008-05,0.1100000000000000,-2.21,-0.1443507045342270,0.8844780210421040,-942.6564861670970,115.87536597,20.5974881478989,-5.739219624382650,5.75,5.75,3.77,3.77,15.136050832727400,-0.0505869802266364,654.0,43.55668050736590,0.5504062462148510,4.305948946044700,26.37126169,-22.0653127439553
2008-06,0.1599999999999990,-2.62,-11.749588842246700,0.7762652113289970,-1475.6403284204900,116.4339938,25.8097294550997,-6.266530797662160,5.785714285714290,6.0,3.3157142857142900,3.53,16.341984076903500,-0.0641316546711665,2536.0,52.09248541589430,0.5493193221588810,4.49733656427312,26.32870935,-21.83137278572690
2008-07,0.0599999999999996,-2.25,3.061201674222640,0.799712878427941,-2260.60217492664,120.40245351,37.1254378516081,-6.704162602093990,6.0,6.0,3.91,3.91,16.752385861449500,-0.06900910558791,573.0,52.22314591829890,0.5462996632615940,4.688358589885050,23.36229138,-18.673932790115000
2008-08,0.0700000000000002,-2.22,-4.537182741146670,0.7655272210193500,-1492.0878241635300,118.4776543,51.4833707107574,-7.044300304695740,6.0,6.0,4.0600000000000000,4.0600000000000000,16.84084923527560,-0.0711812421582984,1189.0,46.130395479385300,0.5514277196985620,4.688358589885050,27.07366891,-22.385310320115000
2008-09,0.1400000000000010,-1.99,-7.693506711658080,0.7082393522530070,-1182.2760757845900,114.98181556,57.059902200489,-7.304920152853440,6.0,6.0,3.97,3.97,17.33236558539450,-0.0787626775430702,-1982.0,27.62071004959810,0.5443980612129130,4.401688541677430,24.80661662,-20.404928078322600
2008-10,0.1500000000000000,-2.59,-24.00564878464690,0.5410785182878940,-3152.2043095993000,107.54067675,44.0943023467295,-7.832748428536890,6.0,6.0,5.78,5.78,17.30818909842420,-0.0855426299092783,-4047.0,6.7992006073987400,0.5294085722649840,4.1141943331175200,33.22645623,-29.11226189688250
2008-11,-0.0600000000000005,-2.93,-4.461623844158520,0.5248382979148730,-3325.4624343894100,103.85223387,22.7420057611774,-8.21834904077294,5.973684210526320,5.75,5.453684210526320,5.23,18.09613503425590,-0.0984298467347357,-221.0,-7.655530218392740,0.5119908463920040,3.6331929247390200,25.42975467,-21.79656174526100
2008-12,-0.1800000000000000,-3.22,0.3632498086073410,0.5367388416550940,-897.9338584176250,99.78005499,1.09902560616361,-8.118713484170650,5.607142857142860,5.0,5.467142857142860,4.86,18.625628534393100,-0.1070385876159490,-578.0,-6.040993824464300,0.4976778294254990,3.246719013750140,32.55719036,-29.31047134624990
2009-01,-0.6600000000000000,-2.84,-9.340459163586570,0.4960504638499040,-956.8573902737140,94.95167634,-24.5871528935447,-7.196207925102310,4.892857142857140,4.25,4.662857142857140,4.02,17.623338573925800,-0.1004896464081150,-1076.0,-14.417030326803800,0.4995356929685140,2.761516703297340,32.34420981,-29.582693106702700
2009-02,-0.3100000000000000,-3.16,-12.131117391036600,0.4470558249129680,-1665.9754938309200,86.69190749,-54.6363685013245,-5.59223720785954,4.225,4.0,4.005,3.78,17.81684669860700,-0.0991649154871185,4.0,-15.399119777207200,0.5422243600618370,3.246719013750140,33.89847254,-30.65175352624990
2009-03,-0.3400000000000000,-3.56,10.812765810310800,0.5085892959513930,-1243.073295194610,88.32413403,-76.3247378860867,-3.74198857184042,3.954545454545460,3.75,3.794545454545460,3.59,17.505091737206200,-0.0952135035780061,-294.0,-21.460314354925700,0.5918758056967650,3.5367143837291300,31.79886891,-28.262154526270900
2009-04,-0.4700000000000000,-3.02,20.729219191783000,0.6326960984456100,-1745.8627199329800,92.17591016,-78.2608298061347,-2.420629283963870,3.75,3.75,3.55,3.55,14.421596555373600,-0.0709185430205111,1339.0,-20.03514984761820,0.6358354535739320,3.922071315328130,26.85538353,-22.93331221467190
2009-05,-0.5500000000000000,-2.83,1.0479478348729300,0.6577220663331290,-1587.6604409039300,92.63483045,-67.5288454667845,-2.14413946965877,3.75,3.75,3.56,3.56,14.2068271419383,-0.0699660433551347,2346.0,-15.037884941247600,0.6378986653460600,3.5367143837291300,23.64704263,-20.110328246270900
2009-06,-0.5600000000000000,-2.76,3.7387732106707600,0.704871506018237,-1054.7552644248500,91.20250255,-57.243816254417,-2.9013852722996900,3.702380952380950,3.5,3.482380952380950,3.28,14.360229811155900,-0.0710525165052964,912.0,-19.6197248025057,0.6315474542641860,3.4401426717332300,22.59901007,-19.158867398266800
2009-07,-0.71,-2.56,15.920527380393100,0.8462250441358420,-1152.519033987640,95.77216649,-52.8522371350583,-3.823363635213080,3.5,3.5,3.32,3.32,11.903073075006500,-0.0483175393327881,5221.0,-16.797340402735500,0.6288519241016690,3.5367143837291300,18.97204107,-15.435326686270900
2009-08,-0.5200000000000010,-2.68,7.636741071808380,0.9374796572976220,-2158.614151400110,99.78165547,-51.4465414890683,-4.343942840870220,3.5,3.5,3.35,3.35,9.026369329687410,-0.019098243915222,784.0,-10.142368911772000,0.6224355392596090,3.6331929247390200,14.70739763,-11.07420470526100
2009-09,-0.4900000000000000,-2.8800000000000000,-0.9865429263681350,0.9504301852842560,-1371.7298193500000,99.46303231,-50.1945903872349,-4.419351107467280,3.5,3.5,3.43,3.43,9.64499049903087,-0.0202552253724288,1965.0,1.8304956776637300,0.620659047854251,3.343477608623740,14.74675712,-11.403279511376300
2009-10,-0.5,-2.71,2.2544778756540600,0.9957699332582750,-846.4528901504860,98.29946288,-46.8750270984824,-4.38590506393815,3.5,3.5,3.39,3.39,11.868845754553700,-0.036710653844264,3440.0,26.90434555230510,0.6180299184107720,3.05292050348228,9.89810587,-6.84518536651772
2009-11,-0.4700000000000000,-2.95,3.002870856229230,1.053773130537710,-907.746531062415,99.27340788,-40.0822783125057,-4.426648555812220,3.5,3.5,3.37,3.37,7.953761933188030,-0.0026674032502953,815.0,30.31449084171380,0.6067266351179770,3.246719013750140,10.41261843,-7.165899416249860
2009-12,-0.4500000000000000,-2.3800000000000000,1.0219423270826800,1.0851241299640400,-597.2336437482290,99.67794548,-27.1321304494004,-4.586472696716740,3.5,3.5,3.45,3.45,8.105308977380190,-0.0113198329093651,504.0,24.537425053188100,0.5837908068151760,3.4401426717332300,8.75817028,-5.318027608266770
2010-01,-0.6700000000000000,-2.46,0.1807383035908430,1.1066849464556400,-681.4455281072100,100.57201716,4.48719066083735,-4.814977462485770,3.5,3.5,3.38,3.38,6.306486796012860,-0.0100606177410093,6784.0,41.43822678972670,0.5802492976901670,3.4401426717332300,2.48765343,0.9524892417332320
2010-02,-0.6400000000000010,-2.3800000000000000,-3.369217734369890,1.0789487397904900,-1322.557036782030,100.58013997,86.472904224729,-5.092942598625290,3.5,3.5,3.37,3.37,5.091302138558380,-0.015382390000844,1744.0,35.19031112252320,0.6081770982769800,2.858745685191250,1.10495206,1.7537936251912500
2010-03,-0.5100000000000000,-1.6800000000000000,9.656507944873250,1.1953732014860200,-1396.793225884630,103.28606742,247.277079593058,-5.17817485862736,3.5,3.5,3.41,3.41,5.533777794679920,-0.0316585034581915,1630.0,36.85574366576770,0.6574524424455780,2.5667746748577800,0.16838088,2.3983937948577800
2010-04,-0.4900000000000000,-1.89,1.999363434119780,1.227286950687810,-1285.5713013791100,103.31892681,201.891724606241,-4.952176136621230,3.5,3.5,3.3,3.3,6.058141809075230,-0.0332055515639397,1800.0,35.39726415296250,0.6950409424140580,2.3716526617316100,4.04201669,-1.6703640282683900
2010-05,-0.5,-2.44,-4.076851990649310,1.1819943067729600,-1243.5025533533800,97.48431189,53.1942911433082,-4.554391273815920,3.5,3.5,3.31,3.31,7.65355401418746,-0.0350872753798376,2012.0,24.565987875019400,0.7256855646360430,2.176149178151270,5.11152681,-2.935377631848730
2010-06,-0.5100000000000000,-2.9600000000000000,-5.147159565510200,1.1279695707838800,-919.7248263631310,95.62731567,0.141676505312869,-4.230508129026810,3.5,3.5,3.41,3.41,7.0744653246685800,-0.018597393789843,1385.0,24.08071685466350,0.7497502706556980,2.273948696948930,7.63087954,-5.356930843051070
2010-07,-0.5200000000000010,-2.93,7.798977824949790,1.218489268519300,-710.6386850831560,96.98823716,-0.578328879913647,-4.23922815293641,3.5,3.5,3.32,3.32,7.810254022543360,-0.0211547778210947,3733.0,27.88118094974590,0.7743790643995310,1.980262729617970,8.42348449,-6.443221760382030
2010-08,-0.2700000000000000,-2.9600000000000000,-0.5864167585861870,1.211258618453440,-1151.2175255566300,99.00094512,18.1442974353456,-4.604076180503730,3.5,3.5,3.29,3.29,9.363122655535310,-0.03641362165408,4486.0,22.69867824061940,0.7768303337872420,1.980262729617970,10.3732317,-8.392968970382030
2010-09,-0.3700000000000000,-2.9500000000000000,7.156254337845240,1.2952545086568300,-863.1912871257600,100.3393267,37.1166243406915,-5.236300645652740,3.5,3.5,3.35,3.35,8.910700594557840,-0.0352299258815052,1657.0,27.05640520561290,0.7838538504211070,2.469261259037140,9.49509077,-7.025829510962860
2010-10,-0.4099999999999990,-3.01,2.194854091985440,1.3113717093713600,-973.5162028019480,101.92166513,39.6857668297744,-5.711676074173740,3.5,3.5,3.3,3.3,6.3779975955961400,-0.0133807541774071,-169.0,19.53432966523510,0.7539459207878440,2.761516703297340,8.83267212,-6.071155416702660
2010-11,-0.5800000000000000,-3.23,-1.878731375568900,1.2601739421289300,-749.1765824634580,101.33084628,29.8001932074577,-5.881094158617790,3.5,3.5,3.3,3.3,9.072087171595500,-0.0363035300775236,774.0,13.980633395311200,0.71621039172866,2.6641930946421100,9.62234418,-6.958151085357890
2010-12,-0.6500000000000000,-2.67,4.693099170720630,1.2920489346210200,-847.7100646965930,99.55020068,15.287603814211,-5.746366954315940,3.5,3.5,3.37,3.37,8.8052427696708,-0.0296157480824958,3052.0,17.606253559041200,0.6693048009421000,3.05292050348228,9.88487953,-6.831959026517720
2011-01,-0.5600000000000010,-2.9000000000000000,-0.7015174381252810,1.254178363478000,-591.5498863363170,102.49334538,-0.583123540295426,-5.409882894298360,3.595238095238100,3.75,3.425238095238100,3.58,8.1750188458466,-0.0162250189138139,1541.0,12.439650523682800,0.6530370322542860,3.5367143837291300,11.04601766,-7.509303276270870
2011-02,-0.5,-2.63,0.8146233965183390,1.233674237586110,-367.7755053575840,101.76188488,-11.2773868663241,-4.9329961184223400,3.75,3.75,3.59,3.59,8.44123902659888,-0.0099948457723441,-420.0,21.97701038812380,0.6829026630353940,3.5367143837291300,12.75964369,-9.222929306270870
2011-03,-0.54,-2.79,2.500835596121320,1.2301436351693800,-596.9262303965510,100.51320871,-8.59900051697398,-4.49644760434425,3.75,3.75,3.65,3.65,11.044799288156600,-0.0254318902725136,2545.0,25.493965730811400,0.7355335933751770,4.210117601863530,13.48848963,-9.278372028136470
2011-04,-0.4400000000000000,-2.6900000000000000,2.6249835059962300,1.2304745629483000,-940.7146889484050,102.3370125,18.6406568798209,-4.414704504744400,3.9625,4.0,3.8725,3.91,9.570535644959130,-0.0103516392492525,1564.0,26.747938416343800,0.785078528116733,4.401688541677430,11.83272769,-7.431039148322580
2011-05,-0.4900000000000000,-2.97,0.033254027576642,1.2049536781951800,-706.4088818743120,103.3373037,63.1198655670648,-4.756156584964670,4.166666666666670,4.25,4.066666666666670,4.15,7.813501641930420,0.0034615979333702,1031.0,24.60525149968860,0.7862120995531750,4.879016416943210,12.79518851,-7.916172093056790
2011-06,-0.5200000000000000,-2.57,-3.220850280486340,1.142407315750830,-590.0456182721460,102.16201273,95.8028766800283,-5.36704711729316,4.428571428571430,4.5,4.3585714285714300,4.43,7.348064736317040,0.0047825089256602,4183.0,28.51788255912310,0.7680479677340300,4.1141943331175200,10.49641767,-6.382223336882480
2011-07,-0.6500000000000000,-2.98,-2.6061069484343100,1.0932916233704100,-702.9751331499800,101.40319943,82.0137558623423,-6.011102987934110,4.5,4.5,4.39,4.39,7.514331880749070,0.00188295744908,1291.0,13.51480431240040,0.7430999000275960,4.018178963283180,14.76312511,-10.744946146716800
2011-08,-0.5800000000000000,-3.32,-10.45593851286770,0.9678593913139110,-3086.079050483040,98.32686962,46.4662600282038,-6.443907902130980,4.5,4.5,4.42,4.42,8.83539119355893,-0.0092817132470706,3774.0,13.41868747799280,0.7448087798570060,4.210117601863530,14.5449804,-10.334862798136500
2011-09,-0.6400000000000000,-3.95,-9.363825535178260,0.8736695682858550,-2173.5139857844500,93.20837833,13.3209858954267,-6.575348687251600,4.5,4.5,4.44,4.44,10.17563527156860,-0.0180878618951123,254.0,0.5266160482348510,0.7475539360315910,3.825871211709030,16.60037437,-12.774503158291000
2011-10,-0.6500000000000000,-3.5,7.5568446839784500,0.9390764527389290,-1360.689025595160,93.21550181,-11.1895620696684,-6.176413146183180,4.5,4.5,4.41,4.41,10.455287454315900,-0.015806980335772,337.0,1.644685100872460,0.7494323418273990,4.210117601863530,15.30050369,-11.090386088136500
2011-11,-0.54,-3.82,-4.029672993581750,0.8988992744793640,-1424.1179494420000,91.93160852,-26.839133069782,-5.411261949892610,4.5,4.5,4.4,4.4,11.78904124304220,-0.0245987899284558,318.0,0.8983165073329190,0.7263018168174520,4.688358589885050,15.91087453,-11.222515940115000
2011-12,-0.4900000000000000,-3.94,-4.826537984639760,0.8555780274226480,-1197.1995580163600,90.44035249,-28.2417289220918,-4.62396007220018,4.5,4.5,4.46,4.46,12.486473518722700,-0.0319029977723646,277.0,3.904392992340890,0.7050309076481730,4.49733656427312,11.77844281,-7.28110624572688
2012-01,-0.4900000000000000,-3.66,8.863601543165870,0.9335291680417130,-741.4016285880260,91.79427145,-8.7110528041981,-4.434820092454140,4.5,4.5,4.39,4.39,13.713029425645400,-0.0496705019448242,2227.0,3.189969524448540,0.7032368498727090,4.018178963283180,12.90746746,-8.889288496716820
2012-02,-0.4500000000000000,-3.39,1.546139233160880,0.9471801276520660,-1540.200055212220,96.299277,24.5667388025912,-4.833199671247490,4.5,4.5,4.4,4.4,12.386485034130200,-0.0510788183977865,2710.0,-3.382811989066890,0.7220444688731910,4.210117601863530,12.25515026,-8.045032658136470
2012-03,-0.4600000000000000,-3.18,-0.7059338723861920,0.9379534983859850,-573.2781846077760,97.34917324,41.685520361991,-5.542240542048410,4.5,4.5,4.41,4.41,9.148572883539110,-0.0335006529969205,1038.0,-8.044172140006030,0.7455360968834110,3.825871211709030,11.47679903,-7.650927818290970
2012-04,-0.5100000000000000,-3.4400000000000000,-2.407507567760910,0.916395704927606,-578.1577432702520,96.43966192,18.7424604166632,-5.95135963466283,4.5,4.5,4.34,4.34,10.181094819480900,-0.0460305567898782,-2433.0,-9.568614208640000,0.7681806803486110,3.922071315328130,14.43121601,-10.509144694671900
2012-05,-0.4400000000000000,-3.850000000000000,-6.158046265982840,0.8624342324976830,-1040.9314757555100,93.82489262,-14.7254184977691,-5.86844559370314,4.690476190476190,4.75,4.530476190476190,4.59,11.143012659914500,-0.0529994354733616,2695.0,-9.794161860304870,0.7827373616101780,3.5367143837291300,11.67511555,-8.138401166270860
2012-06,-0.4300000000000000,-3.47,7.983631082316090,0.9346082156248780,-1391.724257129550,93.21605087,-37.1748554913295,-5.290396573461010,4.75,4.75,4.66,4.66,10.957978092321300,-0.049777749460968,3890.0,-8.174962262886790,0.7990842371273670,4.210117601863530,9.58432155,-5.374203948136470
2012-07,-0.4700000000000000,-3.34,-1.5852880408361500,0.9185487679100000,-1125.5905453303600,94.75592283,-43.7088466048662,-4.71279971524925,4.75,4.75,4.62,4.62,10.980134522133600,-0.051244827184159,272.0,-4.753181105283920,0.8021434405055700,3.922071315328130,7.21295051,-3.290879194671870
2012-08,-0.5299999999999990,-3.28,3.50976784879758,0.9528768248211690,-913.1584395587900,96.51214065,-42.1570829201664,-4.346716585209690,4.75,4.75,4.62,4.62,9.774305215054820,-0.0458022571414762,2232.0,-3.267316553799920,0.8065294779834010,3.729578474369690,5.93092675,-2.2013482756303100
2012-09,-0.4700000000000000,-3.03,5.21061818843077,1.0031427278697500,-953.0031735341590,96.43306441,-38.4963540357053,-4.1502471081806500,4.75,4.75,4.66,4.66,7.619750300189520,-0.0348687617739958,2679.0,4.851609856792120,0.7968328941929460,3.729578474369690,3.0414975,0.6880809743696930
2012-10,-0.4500000000000000,-2.78,-1.1599730314329100,0.9929268671571240,-805.2943347228470,97.2157537,-37.9646496396252,-3.79734627940004,4.75,4.75,4.57,4.57,7.991575470738520,-0.0483263086636376,1520.0,3.011972849105640,0.772720364111868,3.343477608623740,3.34127762,0.002199988623742
2012-11,-0.5300000000000000,-2.39,4.122598678214780,1.036835085329160,-516.7792508490970,96.33495272,-42.4700622151361,-3.2046317641276600,4.547619047619050,4.5,4.387619047619050,4.34,5.682930116189820,-0.0367434445069477,2249.0,9.184735309632040,0.7485212487670910,2.761516703297340,1.31647097,1.445045733297340
2012-12,-0.4970000000000000,-1.93,5.433442467956050,1.0935343912405900,-1087.981866360160,97.95411453,-51.4407882506042,-2.4967903270191600,4.289473684210530,4.25,4.199473684210530,4.16,4.527973971580200,-0.0337408965697876,842.0,11.849407462736500,0.7221199729755470,2.3716526617316100,4.80063942,-2.428986758268390
2013-01,-0.5100000000000000,-1.9,-1.3072740983624400,1.0792692789733200,-1093.2305407967100,97.10790133,-59.7184972035205,-2.0102865137150900,4.068181818181820,4.0,3.9181818181818200,3.85,4.436026955275010,-0.0385313232275439,3720.0,8.514512518165200,0.7184358610378590,1.6857117066422800,3.40873151,-1.723019803357720
2013-02,-0.3270000000000000,-2.0700000000000000,-1.1951071890248000,1.0666950932090500,-566.2809687009060,96.58529372,-62.198622766145,-1.8876177922316500,3.8,3.75,3.66,3.61,5.520124570298970,-0.0495404252762184,-913.0,6.235360858858270,0.735016389169196,1.2916225266546200,3.66584568,-2.374223153345380
2013-03,-0.4950000000000000,-2.05,-2.4476689463954100,1.0418471648328200,-570.4198652991940,96.08834847,-59.5209580838323,-2.145309675827670,3.345238095238100,3.25,3.255238095238100,3.16,6.5764888038111200,-0.061048798079183,1085.0,10.29029208840970,0.7878973796549570,0.9950330853168090,3.66172994,-2.666696854683190
2013-04,-0.4380000000000000,-1.55,-2.1825980888893900,1.022630191492290,-1048.7568026299800,96.67950041,-50.3662413632317,-2.55543933906015,3.25,3.25,3.11,3.11,7.410431776548890,-0.0683380746612227,-56.0,7.48485144229547,0.8333161810764150,0.7968169649176880,2.50956363,-1.712746665082310
2013-05,-0.4330000000000000,-1.4100000000000000,8.251766556813990,1.113295623052080,-1048.1444966543300,95.86980185,-36.6659126523601,-2.938441956556850,3.05,3.0,2.96,2.91,6.519285276413620,-0.0594561734404854,783.0,14.046172566469900,0.8602909546908170,0.4987541511038970,3.20445127,-2.705697118896100
2013-06,-0.6840000000000000,-1.82,-6.397791589985750,1.0443181197938100,-1503.0134232657200,93.95642171,-23.5192639447959,-3.16199191531686,2.7875,2.75,2.7175,2.68,6.992615734487450,-0.0629613545066088,-2598.0,7.368337469834670,0.8466979436085900,0.1998002662673060,3.00914921,-2.809348943732690
2013-07,-0.6730000000000010,-1.4700000000000000,4.866966614440630,1.099063349848330,-1573.9866011816800,94.53405418,-23.7449481619973,-3.2057255882782100,2.532608695652170,2.5,2.442608695652170,2.41,6.562855886432060,-0.0596011921262525,-207.0,9.444515996495960,0.8418445303318000,1.0939940038334300,4.74209101,-3.648097006166570
2013-08,-0.5350000000000000,-1.65,4.147688950499360,1.1449026837005900,-1424.8431150812200,96.16241868,-35.502323562557,-3.00410569394481,2.5,2.5,2.43,2.43,6.080421649749310,-0.0551104475945889,-962.0,7.283485280871440,0.8308407670904050,1.0939940038334300,3.25456011,-2.160566106166570
2013-09,-0.6480000000000000,-1.82,2.925746000059740,1.170800290540200,-1332.7818366179400,95.88786472,-51.2060506950123,-2.5441200701001100,2.5,2.5,2.44,2.44,6.110252274051170,-0.0523566985110753,560.0,2.813849236680640,0.8205020450381730,0.9950330853168090,6.10097802,-5.105944934683190
2013-10,-0.6800000000000000,-1.6,6.572342766717330,1.233356220828200,-1364.2194508577000,97.35225365,-67.4742180577289,-1.8371194654237800,2.5,2.5,2.43,2.43,5.869994248906020,-0.0431930125868769,-312.0,1.050535814422490,0.7752851623808970,0.7968169649176880,3.70680374,-2.909986775082310
2013-11,-0.7250000000000000,-1.7600000000000000,2.0463976737739600,1.2437548634302500,-1345.554264084690,97.13291324,-81.7146385914178,-1.105616284488230,2.5,2.5,2.43,2.43,5.721635766876610,-0.03341243194432,779.0,1.2866907921190300,0.7316688472408840,0.5982071677547470,3.56716185,-2.9689546822452500
2013-12,-0.6830000000000000,-1.2800000000000000,-6.25289622189168,1.1494300640573500,-1102.8703384704900,97.84964795,-75.6125574272588,-0.6149660338725680,2.5,2.5,2.43,2.43,6.239445546617580,-0.0293162861226421,723.0,-0.9767980559725280,0.6883400313414000,0.6975613736425140,2.56592004,-1.8683586663574900
2014-01,-0.5790000000000010,-2.0200000000000000,-0.8826101580894710,1.124904750993430,-1294.7903744955400,97.9613521,-25.4280108024243,-0.6950756710311080,2.5,2.5,2.43,2.43,5.361969624482580,-0.0124967849966866,-72.0,-0.0146788105337636,0.679799850225649,0.4987541511038970,5.89071013,-5.391955978896100
2014-02,-0.6280000000000000,-1.7000000000000000,5.861883973377990,1.1800687454029700,-999.614447457672,98.09544959,35.3405034203662,-1.429219716045420,2.5,2.5,2.44,2.44,5.2347162758350900,-0.0041812980868969,89.0,-1.6387225185535800,0.6869232932678930,0.6975613736425140,4.77995638,-4.082395006357490
