Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
EMBINGAM,J.P. Morgan Nigeria EMBI Total Return Index,Total Return Indices - Bonds,United States Dollar,Nigeria,,,,,,,Index Number,Units,Stock,none,Monthly From Dec 1993 To May 2023<BR>,,
Date,Ticker,Close,Annual_Percent_Change
12/31/1993,EMBINGAM,100,
01/31/1994,EMBINGAM,101.4024,
02/28/1994,EMBINGAM,96.982,
03/31/1994,EMBINGAM,81.3813,
04/30/1994,EMBINGAM,75.23333,
05/31/1994,EMBINGAM,75.96318,
06/30/1994,EMBINGAM,76.46364,
07/31/1994,EMBINGAM,70.68095,
08/31/1994,EMBINGAM,67.94478,
09/30/1994,EMBINGAM,74.51682,
10/31/1994,EMBINGAM,74.78952,
11/30/1994,EMBINGAM,71,
12/31/1994,EMBINGAM,76.40545,-23.59455
01/31/1995,EMBINGAM,70.68045,-30.2970639748172
02/28/1995,EMBINGAM,75.102,-22.5608875873873
03/31/1995,EMBINGAM,71.94435,-11.5959686070387
04/30/1995,EMBINGAM,79.135,5.18609238750965
05/31/1995,EMBINGAM,84.98435,11.8757139972287
06/30/1995,EMBINGAM,86.96182,13.7296367266847
07/31/1995,EMBINGAM,90.0881,27.4573983513238
08/31/1995,EMBINGAM,90.93261,33.8331068258665
09/30/1995,EMBINGAM,94.10333,26.2846831091289
10/31/1995,EMBINGAM,97.69455,30.6259887748979
11/30/1995,EMBINGAM,99.67,40.3802816901408
12/31/1995,EMBINGAM,104.9771,37.394780084405
01/31/1996,EMBINGAM,114.8278,62.4604823540314
02/29/1996,EMBINGAM,117.6257,56.6212617506857
03/31/1996,EMBINGAM,114.4933,59.1414753208556
04/30/1996,EMBINGAM,118.4205,49.6436469324572
05/31/1996,EMBINGAM,119.9065,41.0924481978152
06/30/1996,EMBINGAM,120.85,38.9690326168426
07/31/1996,EMBINGAM,123.0274,36.5634306861839
08/31/1996,EMBINGAM,132.0209,45.1854290776433
09/30/1996,EMBINGAM,136.5919,45.1509739347162
10/31/1996,EMBINGAM,149.6148,53.1454927629023
11/30/1996,EMBINGAM,156.6519,57.1705628574295
12/31/1996,EMBINGAM,161.4986,53.8417426276779
01/31/1997,EMBINGAM,164.153,42.9557999021143
