date,money_velocity,mo12m
2011-05-01,0.013795006207752794,0.024417160987722526
2011-06-01,0.013583265417006248,0.03287150230915512
2011-07-01,0.015408320493066254,0.0315870570107857
2011-08-01,0.01532567049808429,0.04015325670498089
2011-09-01,0.01532567049808429,0.054559386973180087
2011-10-01,0.015229972586049346,0.062442887602802435
2011-11-01,0.01521838380763963,0.06376502815401032
2011-12-01,0.01484560570071259,0.054038004750593865
2012-01-01,0.014775413711583923,0.04447399527186746
2012-02-01,0.0146864444118079,0.05184314877368184
2012-03-01,0.014619883040935672,0.05307017543859642
2012-04-01,0.01456664238892935,0.047778587035688186
2012-05-01,0.01444669170759896,0.047240681883848515
2012-06-01,0.015302218821729153,0.12654934965570028
2012-07-01,0.016131634134537828,0.046943055331505126
2012-08-01,0.015938795027095953,0.040006375518010964
2012-09-01,0.015810276679841896,0.03162055335968378
2012-10-01,0.015530361857431278,0.019723559558937682
2012-11-01,0.015491866769945779,0.017970565453136994
2012-12-01,0.015021781583295781,0.011867207450803758
2013-01-01,0.014634860237084737,-0.009512659154104932
2013-02-01,0.014473874656245476,-0.014473874656245478
2013-03-01,0.01417434443656981,-0.030474840538624943
2013-04-01,0.013995801259622112,-0.03918824352694186
2013-05-01,0.013821700069108501,-0.04326192121630954
2013-06-01,0.014353380221042055,-0.06200660255490183
2013-07-01,0.01557632398753894,-0.034423676012461
2013-08-01,0.015420200462606014,-0.03253662297609872
2013-09-01,0.015356265356265355,-0.028716216216216235
2013-10-01,0.015082956259426848,-0.02880844645550527
2013-11-01,0.014952153110047849,-0.034838516746411405
2013-12-01,0.01465630954125751,-0.024329473838487683
2014-01-01,0.014285714285714285,-0.02385714285714295
2014-02-01,0.014090460758066789,-0.026490066225165473
2014-03-01,0.013886960144424384,-0.02027496181085979
2014-04-01,0.01368550704803613,-0.022170521417818435
2014-05-01,0.013457139012245996,-0.02637599246400226
2014-06-01,0.014044943820224719,-0.021488764044943827
2014-07-01,0.015559358954411079,-0.0010891551268087593
2014-08-01,0.015436863229391787,0.0010805804260573563
2014-09-01,0.015571473061351605,0.014014325755216604
2014-10-01,0.015405946695424435,0.021414265906640046
2014-11-01,0.015283509093687909,0.022161088185847225
2014-12-01,0.014963339817447255,0.020948675744426267
2015-01-01,0.014771048744460856,0.03397341211225995
2015-02-01,0.014682131845543973,0.04199089707825573
2015-03-01,0.014289797084881393,0.029008288082309243
2015-04-01,0.014138272303124557,0.03308355718931135
2015-05-01,0.013976240391334731,0.03857442348008393
2015-06-01,0.013842746400885937,-0.014396456256921271
2015-07-01,0.01574555188159345,0.01196661943001108
2015-08-01,0.01557632398753894,0.009034267912772615
2015-09-01,0.014976785981728321,-0.038190804253407276
2015-10-01,0.014834594273846612,-0.03708648568461653
2015-11-01,0.014766686355581808,-0.03381571175428217
2015-12-01,0.014543339150668992,-0.02806864456079132
2016-01-01,0.014513788098693758,-0.01741654571843255
2016-02-01,0.014086491055078181,-0.04056909423862506
2016-03-01,0.013623978201634876,-0.04659400544959132
2016-04-01,0.01349709812390336,-0.04535024969631523
2016-05-01,0.013248542660307365,-0.05206677265500807
2016-06-01,0.0129366106080207,-0.06545924967658476
2016-07-01,0.015306903413439462,-0.02785856421245986
2016-08-01,0.015080681646810435,-0.03182023827477005
2016-09-01,0.014863258026159334,-0.007580261593341276
2016-10-01,0.014761191918220383,-0.004948052792764049
2016-11-01,0.0124750499001996,-0.15518962075848308
2016-12-01,0.013101284421285256,-0.09915568319242567
2017-01-01,0.012844080822910619,-0.11504283130145827
2017-02-01,0.01320801568404525,-0.06236296658962783
2017-03-01,0.012646613056195953,-0.0717386016752169
2017-04-01,0.012461524766571974,-0.07672563004468241
2017-05-01,0.01217714169019067,-0.08086934522440818
2017-06-01,0.012528188423953897,-0.03157103482836379
2017-07-01,0.012934937265554261,-0.15496054844134013
2017-08-01,0.012663036596175762,-0.16031404330758517
2017-09-01,0.012470382840753212,-0.16099264247412387
2017-10-01,0.013248804053875317,-0.10245702872261014
2017-11-01,0.013027618551328815,0.04429390307451784
2017-12-01,0.012774655084312723,-0.02493109274399605
2018-01-01,0.013635717435995513,0.06163435313119585
2018-02-01,0.013467496829441832,0.019645732682618277
2018-03-01,0.013271783987581684,0.049433862537562205
2018-04-01,0.013130494694315709,0.05368283097572823
2018-05-01,0.013045959361840762,0.0713482435989039
2018-06-01,0.013508298516217354,0.0782323875644691
2018-07-01,0.01348440444718976,0.04247930781224035
2018-08-01,0.013295427051493452,0.04993987425643797
2018-09-01,0.013168491258884685,0.05598131404996284
2018-10-01,0.013789299503585218,0.04079579164368461
2018-11-01,0.013719303059404582,0.053093702839895875
2018-12-01,0.013540961408259987,0.059986459038591865
2019-01-01,0.014622020763269484,0.07233233835356043
2019-02-01,0.014484356894553881,0.0755047562282733
2019-03-01,0.014289797084881393,0.07670506830522993
2019-04-01,0.014146272457207527,0.07736020512095071
2019-05-01,0.014017381553125876,0.07446153742640879
2019-06-01,0.01448374454096733,0.0722108727149394
2019-07-01,0.014492753623188406,0.07477891811594196
2019-08-01,0.014326647564469915,0.07756204512893984
2019-09-01,0.014039028499227852,0.06610759146427055
2019-10-01,0.014267370523612497,0.03466971037237824
2019-11-01,0.0141643059490085,0.032436260623229594
2019-12-01,0.013966480446927375,0.0314245810055866
2020-01-01,0.014056789429294348,-0.038656170930559494
2020-02-01,0.013902405116085082,-0.04017795078548587
2020-03-01,0.01360914534567229,-0.04763200870985302
2020-04-01,0.013370771493515175,-0.05482016312341234
2020-05-01,0.013073604392731078,-0.06732906262256488
2020-06-01,0.013555542838618845,-0.06408575487665243
2020-07-01,0.013005592404734036,-0.10261412407335152
2020-08-01,0.012853470437017995,-0.10282776349614399
2020-09-01,0.012650221378874131,-0.09892473118279553
2020-10-01,0.012790995139421845,-0.1034791506779228
2020-11-01,0.012685525815045035,-0.10440187745782069
2020-12-01,0.01249375312343828,-0.10544727636181919
2021-01-01,0.012786088735455826,-0.09039764735967251
2021-02-01,0.012623074981065388,-0.09202221661196658
2021-03-01,0.01235635734585444,-0.09205486222661563
2021-04-01,0.012232415902140673,-0.08513761467889902
2021-05-01,0.012061271257990593,-0.07743336147629969
2021-06-01,0.012439027096885182,-0.08236599264418855
2021-07-01,0.012683916793505834,-0.024733637747336463
2021-08-01,0.0125344697919278,-0.024818250188017144
2021-09-01,0.0129315918789603,0.022242338031811595
2021-10-01,0.012753475322025252,-0.0029332993240656306
2021-11-01,0.012556504269211451,-0.010170768458061362
2021-12-01,0.013469827586206897,0.07812500000000012
2022-01-01,0.013345789403443213,0.043774189243293564
2022-02-01,0.013183915622940015,0.04442979564930789
2022-03-01,0.012487512487512488,0.010614385614385767
2022-04-01,0.01222344456667889,-7.334066740007873e-4
2022-05-01,0.012064294279697676,2.5063872973430247e-4
2022-06-01,0.011856548528982248,-0.046826698210890666
2022-07-01,0.01310056466287,0.032848518020670896
2022-08-01,0.012909044685768487,0.029883585030609953
2022-09-01,0.012645422357106728,-0.02212948912493671
2022-10-01,0.012236906510034264,-0.04050416054821341
2022-11-01,0.012010569300984866,-0.04347826086956526
2022-12-01,0.011872630271898126,-0.11857592861428319
2023-01-01,0.01139884239822027,-0.1458847391013551
2023-02-01,0.011235093270244037,-0.14781817545198989
2023-03-01,0.011033261439583055,-0.116456423918189
2023-04-01,0.010891604617292279,-0.10895782625931862
