,Foreign Exchange Reserves: USD mn: Monthly: Nigeria
Region,Nigeria
Subnational,
Frequency,Monthly
Unit,USD mn
Source,CEIC Data
Status,Active
Series ID,419518017
SR Code,SR197290337
Trade Code,
Mnemonic,
Function Description,
First Obs. Date,1960-01
Last Obs. Date,2023-06
Last Update Time,17/10/2023
Series remarks,
Suggestions,
Mean,13300.38847817626
Variance,279498939.5094435
Standard Deviation,16718.221780723077
Skewness,1.068596048311953
Kurtosis,-0.37502659005317973
Coefficient Variation,1.2569724416813024
Min,63.21714996
Max,62081.86
Median,4299.23011
No. of Obs,762
1960-01,150.23035485
1960-02,168.91199358
1960-03,147.12137485
1960-04,149.45310985
1960-05,143.92911861
1960-06,143.84584236
1960-07,157.19780109
1960-08,152.0346736
1960-09,176.60116733
1960-10,173.57546358
1960-11,159.02987859
1960-12,217.32325353
1961-01,146.58767956
1961-02,164.81633964
1961-03,143.55408383
1961-04,145.82928063
1961-05,140.43923107
1961-06,140.35797404
1961-07,153.38618429
1961-08,148.34824852
1961-09,172.31907195
1961-10,169.36673324
1961-11,155.17383892
1961-12,212.05375892
1962-01,148.28707856
1962-02,166.72706449
1962-03,145.21831418
1962-04,147.51988746
1962-05,142.06735076
1962-06,141.98515171
1962-07,155.16439872
1962-08,150.06805788
1962-09,174.31677638
1962-10,171.33021105
1962-11,156.97277772
1962-12,214.51210976
1963-01,124.51097694
1963-02,139.99432644
1963-03,121.9342531
1963-04,123.86679598
1963-05,119.28850987
1963-06,119.21949049
1963-07,130.28559912
1963-08,126.00639703
1963-09,146.36711665
1963-10,143.8594122
1963-11,131.80402566
1963-12,180.11759765
1964-01,149.64582354
1964-02,168.25477388
1964-03,146.54894027
1964-04,148.87160272
1964-05,143.36910477
1964-06,143.28615254
1964-07,156.58616014
1964-08,151.44312186
1964-09,175.91402981
1964-10,172.90009877
1964-11,158.41110921
1964-12,216.47767045
1965-01,159.52285435
1965-02,179.36004596
1965-03,156.22156838
1965-04,158.69753286
1965-05,152.8318551
1965-06,152.7434278
1965-07,166.92127202
1965-08,161.43877925
1965-09,187.52483359
1965-10,184.31197492
1965-11,168.86667269
1965-12,230.76578468
1966-01,137.6145432
1966-02,154.72736426
1966-03,134.7666443
1966-04,136.90256848
1966-05,131.8424624
1966-06,131.76617939
1966-07,143.99688805
1966-08,139.26734167
1966-09,161.7708285
1966-10,158.99921261
1966-11,145.67511419
1966-12,199.07321854
1967-01,69.44890117
1967-02,78.08510045
1967-03,68.01167336
1967-04,69.08959422
1967-05,66.53594837
1967-06,66.4974512
1967-07,72.66983137
1967-08,70.2830066
1967-09,81.63967281
1967-10,80.24094217
1967-11,73.51676918
1967-12,100.4647907
1968-01,66.02300571
1968-02,74.23318362
1968-03,64.65667596
1968-04,65.68142327
1968-05,63.25374808
1968-06,63.21714996
1968-07,69.08504829
1968-08,66.81596495
1968-09,77.61240989
1968-10,76.28267825
1968-11,69.8902069
1968-12,95.50888982
1969-01,85.11124359
1969-02,95.69510666
1969-03,83.34988748
1969-04,84.67090456
1969-05,81.54135218
1969-06,81.494173
1969-07,89.05856845
1969-08,86.13345919
1969-09,100.05131776
1969-10,98.33714083
1969-11,90.09651045
