Date,Term_Premium,Risk_Premium,Stock_Prices_mom%_change,Stock_Prices_mom24mma%_change,Stock_Market_Volatility,REER,Current_Account_Balance_change_yryr%,Current_Account_Balance_over_GDP,One-Day_Repo_Rate_AVG,One-Day_Repo_Rate_EOP,Policy_Rate_&_Fed_Funds_Rate_Differential_AVG,Policy_Rate_&_Fed_Funds_Rate_Differential_EOP,Portfolio_Flows,Foreign_Exchange_Reserve_change_yryr%,Foreign_Exchange_Reserve_over_GDP,CPI yryrl,Bank Lending yryr%,Bank_Lending_mo12m%_change
1997-02,,,,,,71.20677715,73.4792891176573,-7.044604724076784,22.5,22.5,17.0,17.0,,,,,,
1997-03,,,,,,71.46706989,39.9415875095535,-8.329803769963533,21.5,21.5,16.0,16.0,,,,,,
1997-04,,,,,,71.45936524,32.4447986775298,-8.624460756475287,21.5,21.5,15.68,15.68,,,,,,
1997-05,,,,,,71.25552114,39.9173315785144,-7.65579195401629,21.5,21.5,15.92,15.92,,,,,,
1997-06,,,,,,71.97852568,64.801013024602,-5.8903081951054,21.5,21.5,14.63,14.63,,,,,,
1997-07,,,,,,71.20513288,91.052858285644,-4.1477814276101865,21.0,21.0,15.04,15.04,,,,,,
1997-08,,,,,,71.46569363,65.3075620767494,-2.904445438331364,21.0,21.0,15.48,15.48,,,,,,
1997-09,,,,,,71.57789423,6.78111587982831,-2.2335633882630934,20.727272727272727,20.5,14.917272727272728,14.69,,,,,,
1997-10,,,,,,71.34971042,-26.1375109924112,-1.9675697306572,20.5,20.5,14.94,14.94,,,,,,
1997-11,,,,,,71.3758254,-35.5256343863283,-2.0744852067683204,20.5,20.5,15.0,15.0,,,,,,
1997-12,,,,,,71.96561052,-30.848185991869,-2.6722124564909437,20.5,20.5,14.66,14.66,,,,,,
1998-01,,,,,,72.34090544,-18.9725090771915,-3.970316031381317,20.5,20.5,15.02,15.02,,,,,,
1998-02,,,,,,72.30886236,-5.9131323864035,-5.886243587242269,20.0,20.0,14.33,14.33,,,,,,
1998-03,,,,,,72.26746479,6.73116308100411,-7.93079300680191,20.0,20.0,14.12,14.12,,,0.7839448109292668,,,
1998-04,,,,,,72.20669362,25.3827980475628,-9.29847875534096,19.613636363636363,19.5,14.023636363636363,13.91,,,0.835260919491175,,,
1998-05,,,,,,72.20349052,54.0293067211452,-9.52561582460327,19.5,19.5,13.87,13.87,,,0.8563158992153209,,,
1998-06,,,,,,71.62415041,101.655287479967,-8.837933501903107,19.0,19.0,11.94,11.94,,,0.8426712139647115,,,
1998-07,,,,,,71.30014308,157.082581808812,-7.766693552148979,19.0,19.0,13.37,13.37,,,0.8215309615102665,,,
1998-08,,,,,,70.51184583,204.284373133054,-6.83577185988527,18.0,18.0,12.11,12.11,,,0.8028438181347674,,,
1998-09,,,,,,68.72208624,229.600907887271,-6.1985063175510975,18.0,18.0,11.86,11.86,,,0.7779082808703371,,,
1998-10,,,,,,68.52654861,236.775729782168,-5.96255821429249,18.0,18.0,12.65,12.65,,,0.7209401556478227,,,
1998-11,,,,,,69.50550109,196.348728246319,-6.190924939161028,18.0,18.0,12.89,12.89,,,0.6756855052925933,,,
1998-12,,,,,,69.9226602,126.14060578965,-6.791659392889204,17.434782608695652,17.0,13.364782608695652,12.93,,,0.6652350698710287,,,
1999-01,1.85,-4.43,,,,71.47304408,62.0449850146943,-7.672618155135424,17.0,17.0,12.21,12.21,,4.363777017206605,0.6816319064637568,,,
1999-02,2.23,-4.22,,,,71.79211395,25.8624363427159,-8.736268405273803,16.0,16.0,11.16,11.16,,2.576006027300126,0.7220838791867411,,,
1999-03,2.48,-4.54,,,,71.01093036,10.9283625730994,-9.87831497423302,16.0,16.0,11.02,11.02,,-8.062838339878997,0.7528196410406397,,,
1999-04,1.74,-4.27,,,,71.68380064,8.26496964741225,-10.665629394112516,16.0,16.0,10.97,10.97,,-14.357611627813338,0.7787474298566407,,,
1999-05,1.95,-4.18,,,,72.60371364,12.7729007633588,-10.734099900359402,16.0,16.0,11.39,11.39,,-14.684312652370767,0.7644057681700774,,,
1999-06,2.35,-4.33,,,,73.00732284,18.914387737328,-10.11540783788142,15.5,15.5,10.38,10.38,,-4.314161613194278,0.7574813032869278,,,
1999-07,2.17,-4.24,,,,73.16541952,19.8950124657036,-9.108163940793672,15.5,15.5,10.43,10.43,,-1.297680718842742,0.7666558187971799,,,
1999-08,2.1,-4.55,,,,73.33432556,14.9580680447648,-7.964369231718041,15.5,15.5,9.93,9.93,,2.075289575289574,0.7812973869989807,,,
1999-09,1.93,-4.94,,,,72.72746562,7.88907379777344,-6.95721561689722,15.5,15.5,9.99,9.99,,15.0721876649758,0.7996664459971997,,,
1999-10,1.87,-4.23,,,,72.61985949,4.34310105533296,-6.3683536503893405,15.5,15.5,10.23,10.23,,21.812840443111583,0.7929825886288487,,,
1999-11,1.34,-3.37,,,,73.12776706,3.71771561508317,-6.4769803161638135,15.227272727272728,15.0,9.597272727272728,9.37,,23.051507668765005,0.8043398585961986,,,
1999-12,0.96,-2.41,,,,73.5437012,3.85710331738564,-7.1219022600239965,14.826086956521738,14.5,10.836086956521738,10.51,,15.887344676797866,0.8054470260748192,,,
2000-01,0.75,-2.17,,,,73.45996156,3.24295205602443,-8.093887546079394,13.928571428571429,13.0,8.05857142857143,7.13,,23.549231235750632,0.8379256207352904,,,
2000-02,0.01,-1.83,,,,73.1261345,0.710192403734656,-9.156103536666386,13.0,13.0,7.15,7.15,,22.12981065229367,0.8906199297471237,,,
2000-03,0.08,-2.22,,,,72.64354666,-4.36902800658978,-9.973258707235235,12.0,12.0,5.83,5.83,,20.49553190015472,0.9316472596614852,,,
2000-04,0.37,-2.11,,,,72.37278597,-13.2263360972005,-10.153876132535164,11.0,11.0,4.94,4.94,,18.40063936815384,0.947776545003479,,,
2000-05,0.42,-2.61,,,,72.01502192,-22.0643731067977,-9.547348020004211,11.0,11.0,4.17,4.17,,22.154703865263947,0.9425097107881498,,,
2000-06,0.38,-2.34,,,,73.00268055,-27.4384326650188,-8.244814018361936,11.0,11.0,4.14,4.14,,12.488761211376945,0.913029046467596,,,
2000-07,0.13,-2.08,,,,73.45956408,-24.5812390934075,-7.013493190701193,11.0,11.0,4.36,4.36,,4.669166946027481,0.8816021705697904,,,
2000-08,0.62,-2.25,,,,73.54123553,-11.0696335334016,-6.278970135172297,11.0,11.0,4.35,4.35,,6.234830575256112,0.8498376058622923,,,
2000-09,1.05,-2.65,,,,72.87358383,11.5075196468226,-6.507641471934687,11.0,11.0,4.4,4.4,,2.946133822693397,0.8639219459455689,,,
2000-10,1.14,-3.38,,,,72.78485225,30.6784956896011,-7.512280416841153,11.0,11.0,4.41,4.41,,-0.9867859116716172,0.8716713369528722,,,
2000-11,1.37,-3.51,,,,72.95171376,37.4647488594419,-8.983184795590567,11.0,11.0,4.38,4.38,,-0.8686394769320538,0.8796380165076304,,,
2000-12,0.8,-2.88,,,,73.82068454,31.4840195686521,-10.227016628880486,11.0,11.0,5.59,5.59,,1.948330936058129,0.8701734196397881,,,
2001-01,0.79,-3.05,3.771585082327468,,,75.16770699,16.0402462780019,-10.733941914006834,11.0,11.0,5.26,5.26,,-4.744243548137861,0.8617656769762602,,,
2001-02,0.58,-3.49,-12.632015723421002,,-239.68718929736687,75.01629696,0.576586874663789,-10.52016191473782,11.0,11.0,5.41,5.41,,-4.246964243072804,0.8676868585619832,,,
2001-03,0.96,-3.73,-6.524393585346284,,-365.3073905517535,75.18043865,-5.71423649393607,-9.976457537634824,11.0,11.0,5.71,5.71,,-0.2079221202307302,0.8754585823963036,,,
2001-04,0.73,-3.24,3.205110860578734,,-269.1991235136932,74.85442481,1.89500373702684,-9.533570703231536,11.0,11.0,6.33,6.33,,8.95771292435974,0.9122659887144644,,,
2001-05,0.55,-2.55,3.4774211590335757,,-149.44288975482084,77.23742542,16.8810865387747,-9.05914222320428,11.0,11.0,6.76,6.76,,1.8208205627643803,0.8938147773557842,,,
2001-06,0.44,-2.34,-5.299761980837422,,-132.15881755976864,80.79315643,22.8541869062188,-8.32698564698376,11.0,11.0,7.05,7.05,,8.99095446038678,0.871641986929912,,,
2001-07,0.53,-2.63,-2.0086356170898925,,-135.9381975084286,80.64400446,-1.76931070315206,-6.9913309089718725,11.147727272727272,11.25,7.327727272727271,7.43,,14.87994555263079,0.8390235962377423,,,
2001-08,0.54,-2.94,-3.528692621204013,,-89.31237993561317,81.19208361,-44.6857252599523,-5.083667795652823,11.25,11.25,7.59,7.59,,15.200427261668104,0.8295698236139032,,,
2001-09,0.51,-3.41,-2.9283808451660884,,-212.3153922305929,79.99757092,-69.0258416113145,-3.283489355601126,11.0625,11.0,8.3125,8.25,,12.626306662403962,0.8265260323725876,,,
2001-10,0.67,-3.57,9.705665120377333,,-313.1343149387849,80.34647094,-61.5341034578784,-2.4888685592044637,10.945652173913045,10.75,8.285652173913045,8.09,,15.321770371347675,0.8112513561486164,,,
2001-11,0.64,-2.53,5.197884585288351,,-287.29499402590966,81.30727567,-44.2276770509073,-3.159149092061073,10.431818181818182,10.25,8.371818181818181,8.19,,3.466038148278372,0.7879249827561328,,,
2001-12,0.09,-2.03,0.0832257340144878,,-190.06350763792585,83.01079279,-30.3970465814905,-4.6933551772648565,9.892857142857142,9.75,8.372857142857143,8.23,,-5.616021694517737,0.7439238355392878,,,
2002-01,0.48,-1.71,13.701755542249266,,-214.2925084383318,84.17135485,-21.7420955207326,-6.1241611442929305,9.380434782608695,9.0,7.530434782608696,7.15,,-7.587700881780346,0.698846809525215,,,
2002-02,0.42,-2.1,-2.0551983049300624,,-276.882695539991,84.29863506,-16.5148501612876,-6.8513202481554965,8.8,8.5,6.970000000000001,6.67,,-14.696999085593951,0.6656057738902287,,,
2002-03,0.61,-1.36,2.154609032459532,,-164.80703022151073,84.21200204,-14.2378176901573,-6.924762290212537,8.5,8.5,6.76,6.76,,-11.997234731010376,0.6523607489268978,,,
2002-04,0.67,-1.73,6.913489853550424,,-268.83889713148426,85.6010189,-14.4222020018198,-6.652914316543449,8.5,8.5,6.68,6.68,,-12.495900295178751,0.6511339460437661,,,
2002-05,0.91,-2.19,-6.437379807138009,,-243.23352965657003,86.0150329,-14.7671329580709,-6.257547317084447,8.673913043478262,9.0,6.883913043478262,7.21,,-12.557201800450112,0.6324549537528462,,,
2002-06,0.81,-2.86,-10.629053345508,,-339.13555314299634,87.04180985,-11.5832931099997,-5.7327069206233565,9.0,9.0,7.27,7.27,,-13.291478858124062,0.6066071115657311,,,
2002-07,0.82,-3.11,-2.814009795053941,,-331.9923189348073,86.28316249,2.557194843296,-5.02581046099252,9.369565217391305,9.5,7.609565217391305,7.74,,-17.23558111169192,0.5695133689484898,,,
2002-08,1.14,-3.31,8.74676351873789,,-304.9626001707354,86.8042058,54.9363886615579,-4.271062835777767,9.5,9.5,7.689999999999999,7.689999999999999,,-17.848864163189614,0.5543035698023925,,,
2002-09,1.02,-3.55,-7.345790710326187,,-260.6220004520303,87.63450251,175.968275968276,-3.912993624539723,9.5,9.5,7.65,7.65,,-18.41915116899203,0.5403124645198911,,,
2002-10,1.13,-3.05,3.427198778937225,,-267.7380356032191,88.10856689,168.979979030406,-4.46969675834023,9.5,9.5,7.68,7.68,,-19.49221156384757,0.524305512122888,,,
2002-11,0.74,-2.41,8.160878698398045,,-285.15500211101266,90.67109511,119.46117139124,-5.861963492014553,9.285714285714286,9.0,8.055714285714286,7.77,,-16.348238233457025,0.4939391020683141,,,
2002-12,0.59,-2.63,-1.8448405635845029,1.0638311320690368,-285.22464968079566,91.85452657,91.8744084947948,-7.528708102371753,8.75,8.5,7.59,7.34,,-5.638601463765037,0.4753240531836638,,,
2003-01,0.37,-2.2,-4.007160544170578,1.021500503702174,-105.97175216424908,91.2395306,74.8805362700503,-8.610020494471605,7.454545454545454,6.5,6.124545454545454,5.17,,51.60734016956327,0.5535045844831702,,,
2003-02,0.33,-2.57,-3.655721499372142,0.9878644130362836,-193.11800067619768,89.72848099,64.2612612612613,-8.905212129938418,6.5,6.5,5.17,5.17,,44.47512316604407,0.6353589779721531,,,
2003-03,0.36,-2.59,2.9277024572456947,1.0162333617624797,-177.86189893641466,90.19415028,64.0316584466909,-8.696990142225722,6.5,6.5,5.12,5.12,,40.815458136033335,0.7113839183721525,,,
2003-04,0.13,-2.3,10.009443252250684,1.1130589333500982,-253.30429507439132,90.46759999,79.6591044711345,-8.604570244242254,6.5,6.5,5.19,5.19,,26.49820922871897,0.6833972822570157,,,
2003-05,0.23,-2.61,2.088211091409603,1.1279704763264735,-227.20604037935232,91.87737381,103.456843940715,-8.659111459947914,6.5,6.5,5.22,5.22,,30.37780566011432,0.640311983536015,,,
2003-06,0.9,-3.17,-6.658150260590031,1.0456041623405994,-185.2056342008701,86.94278525,130.178641949497,-9.00479966899431,8.0,9.5,6.55,8.05,,19.490686304845607,0.5896493982717397,,,
2003-07,0.82,-2.69,6.504432796137638,1.1070831109124513,-187.10361782668429,85.90354936,155.869125716879,-9.086512075657112,9.5,9.5,8.46,8.46,,20.83223680747812,0.5604989251039566,,,
2003-08,0.86,-2.68,9.321386642985631,1.198966839108266,-177.80753223883812,87.28103711,161.325330132053,-8.792349391798286,9.5,9.5,8.49,8.49,,13.855446868990896,0.5455924599272804,,,
2003-09,0.75,-2.97,-1.4424180617362292,1.1643371950266117,-416.847399438765,88.90742047,110.987723214286,-8.00712095102845,9.5,9.5,8.33,8.33,,27.232947775750983,0.549933052689073,,,
2003-10,1.28,-3.56,7.184155506456465,1.2295755642819874,-294.5994580255886,89.94009892,51.7615176151762,-7.337249665483767,9.5,9.5,8.47,8.47,,28.212415692876117,0.5320777712443908,,,
2003-11,1.52,-4.6,-4.838517571244098,1.152815700824137,-227.34610813228215,89.06864725,21.1166980527675,-7.302297483593359,9.65,12.5,8.64,11.49,,29.633249149006268,0.5202295761985015,,,
2003-12,1.38,-3.68,2.9839013373648684,1.17492742289374,-254.6613076437067,88.30749421,8.72824443203807,-7.629637245611003,12.5,12.5,11.56,11.56,,23.597666978696274,0.492977918302522,,,
2004-01,1.38,-4.33,7.292331868157646,1.245982837007907,-199.70790109493015,89.81602236,4.90803257054304,-7.871243838383237,12.5,12.5,11.47,11.47,,-14.59894286570581,0.4940813386248434,,,
2004-02,1.12,-4.46,1.767983139921366,1.2553463021411253,-244.0540436150972,91.05091475,7.73871551582296,-7.756946752623907,12.5,12.5,11.46,11.46,,-6.383871693022558,0.5057443591535141,,,
2004-03,1.11,-3.85,7.326248738032056,1.331671547250484,-356.94992579392107,93.92394726,16.9175520170403,-7.681610523332953,12.420454545454543,12.25,11.370454545454542,11.2,,-8.475705663125755,0.5161283807743327,,,
2004-04,0.99,-3.5,0.7291474296984489,1.3221630992100863,-387.5424910676059,94.35993939,30.6872395676067,-8.192212493132194,12.035714285714286,12.0,11.005714285714287,10.97,,-5.220619099745671,0.5117174933874452,,,
2004-05,1.08,-3.67,1.9208954846447457,1.3316664258281308,-389.78460201457113,94.06838054,41.5379341375099,-9.313068707353596,11.525,11.5,10.505,10.48,,4.156247943673086,0.5087928711228117,,,
2004-06,1.3,-3.96,2.2314319817317263,1.3404892113553613,-281.4296039073723,94.03477051,50.1402835948933,-10.56767944625833,11.5,11.5,10.12,10.12,,4.936513279988941,0.4955093020910279,,,
2004-07,1.1,-3.86,1.2455631687751,1.3296076794230185,-231.7048269561053,95.57016364,58.0725093391384,-11.1712121138733,11.5,11.5,10.21,10.21,,7.475585214353519,0.4859921235324685,,,
2004-08,1.18,-4.52,4.19968066845596,1.3556635000200026,-145.018888071675,95.83025062,63.3333945841985,-10.957400121674,11.261904761904765,11.0,9.711904761904764,9.45,,11.637875644814866,0.4678881766301221,,,
2004-09,1.05,-4.3,3.905777573287754,1.3797581742663063,-273.6565165578423,96.38410795,56.744425930334,-10.090347192718228,11.0,11.0,9.06,9.06,,1.712121588809068,0.4651579951290271,,,
2004-10,1.11,-3.91,4.384189243257866,1.4048403972195551,-311.32863189264623,97.16568386,36.4034980430528,-9.068538941786514,10.785714285714286,10.5,8.995714285714286,8.71,,18.52928638417597,0.4767972781109322,,,
2004-11,1.02,-3.18,7.52100404286634,1.4722716288400266,-460.5713281136817,98.13935566,18.9102255848,-8.1506181218796,10.357142857142858,10.0,8.337142857142858,7.98,,23.58013501952445,0.484412559235629,,,
2004-12,0.95,-2.81,3.8656801382004113,1.4889712621746871,-363.1418591093159,98.25231519,14.6393746635028,-7.64349327336662,9.818181818181818,9.5,7.848181818181819,7.53,,27.43502034905496,0.4950035157879405,,,
2005-01,0.89,-3.09,5.493886072781072,1.526173827513602,-282.8705010912553,97.5448611,25.6433276612625,-7.767207391842376,9.38095238095238,9.0,6.88095238095238,6.5,,14.388374448671629,0.4950269093785245,,,
2005-02,0.41,-2.26,18.196998426620517,1.7462938362670222,-672.0760650161111,98.05019597,42.9314011629222,-8.39611539375971,8.8125,8.25,6.2925,5.73,,36.09661201485843,0.5415998941158546,,,
2005-03,0.34,-2.45,-6.935743583606223,1.5563607907866024,-1073.3487762362138,97.80404367,46.4371608373741,-9.25279726758123,8.2,7.75,5.239999999999999,4.79,,41.47421353831567,0.5879470862258875,,,
2005-04,0.51,-2.85,-4.266458884135331,1.4372003020028916,-569.7096325652957,97.09917748,27.024329382408,-9.947617439868752,7.702380952380952,7.5,4.732380952380952,4.529999999999999,,45.36368057244087,0.6339363803678372,,,
2005-05,0.38,-3.0,3.236527139886221,1.440466921677671,-424.49140064413854,95.41110848,7.48637602179835,-10.3368674058158,7.428571428571429,7.25,4.338571428571429,4.16,,33.75767004398676,0.6333918061383615,,,
2005-06,0.25,-2.31,10.840256662453614,1.5494740961590237,-766.9654424698897,95.74844598,-2.27605005159091,-10.498100661934568,7.159090909090909,7.0,3.809090909090909,3.65,,36.33544459981904,0.6212303664147562,,,
2005-07,0.25,-1.74,10.575828172540346,1.65101266006837,-732.8555427993139,96.9190493,-0.0139415001054219,-10.4887106031749,6.892857142857143,6.75,3.582857142857143,3.44,,39.58968289994165,0.6125403463295861,,,
2005-08,0.17,-1.5,4.103000389911711,1.6506177749517366,-698.5840639156592,97.58437333,10.4172682374383,-10.383058523730568,6.5978260869565215,6.25,2.9678260869565216,2.62,,43.694141829393615,0.6052925546979466,,,
2005-09,0.14,-1.84,6.377448733109005,1.6885290521139606,-828.5501418643059,96.60087725,23.3503758637273,-10.2458486583797,6.1477272727272725,6.0,2.2177272727272723,2.07,,38.70289648429544,0.6015678896791584,,,
2005-10,0.15,-2.16,-10.55903408865604,1.4480033824673717,-1062.2215792459992,93.95892489,29.3274511650011,-10.109764872773468,6.0,6.0,1.9800000000000004,1.9800000000000004,,22.92858016299464,0.595872948395026,,,
2005-11,0.17,-2.22,3.16103895977351,1.4471773863646815,-1025.4024263090205,94.14023464,26.5419006964727,-9.927543916345776,6.0,6.0,1.97,1.97,,11.264265396346683,0.5795523513053779,,,
2005-12,0.11,-2.58,-1.8400092564824757,1.3733588776948382,-333.1084938241823,93.81762426,18.0060183856463,-9.640681896529465,6.0,6.0,1.91,1.91,,19.40542199755741,0.5910651162175498,,,
2006-01,0.11,-2.42,6.822120459529439,1.4223896518147705,-622.2002901987272,94.01898763,6.64367911594866,-9.273817165389028,6.0,6.0,1.5300000000000002,1.5300000000000002,,38.12977293998703,0.6227666743154091,,,
2006-02,0.14,-2.25,4.58183013777604,1.4408737705555943,-527.919507413011,93.04806249,-4.93872107702109,-9.09128576349962,6.0,6.0,1.4800000000000004,1.4800000000000004,,14.98573260616114,0.6841237189340669,,,
2006-03,0.2,-2.25,-0.6670976171824425,1.3847944380292148,-680.7899856069208,90.32288782,-14.1816237046927,-9.086019611150492,6.0,6.0,1.0,1.0,,27.432504277114568,0.7660748894987789,,,
2006-04,0.15,-1.77,5.59807050395208,1.4194469374672185,-651.5634752957639,89.32399991,-22.1487374812195,-8.946559129231147,6.0,6.0,1.1399999999999997,1.1399999999999997,,23.83152713480092,0.8112531311984871,,,
2006-05,0.18,-1.69,-12.777438600049518,1.1993895551833291,-1131.4019261333997,91.21987334,-27.6809542922731,-8.35493998982259,6.0,6.0,0.9500000000000002,0.9500000000000002,,27.157741619591924,0.8203288526334761,,,
2006-06,0.6,-2.79,0.7665628892242419,1.1809176182811107,-1824.4607364150097,88.4949607,-31.4134288986487,-7.624789061974006,6.107142857142857,6.25,1.057142857142857,1.2000000000000002,,25.643655227128768,0.7757770703344735,,,
2006-07,0.62,-2.25,5.546121998240775,1.2187629585287971,-1517.9662717602134,87.05218618,-33.2782397252121,-7.084007256068269,6.369047619047619,6.75,1.059047619047619,1.4400000000000004,,18.848556553025663,0.7405525421129527,,,
2006-08,0.54,-2.86,-2.0510491810099007,1.165184773639639,-523.1547044428579,88.30292725,-33.4435983996848,-6.886610492169424,6.815217391304348,7.25,1.505217391304348,1.9400000000000004,,17.45654956422229,0.7196164322386688,,,
2006-09,0.61,-2.96,-1.698261297454642,1.1209062969613135,-467.5126613328754,90.33328833,-31.7413741805087,-6.819938838132523,7.345238095238095,7.75,2.005238095238095,2.41,,21.29353591269816,0.7104420569180957,,,
2006-10,0.53,-2.61,2.9253004937249063,1.1315691028592023,-475.89585160263294,92.81799245,-28.3719462942998,-6.774145367107393,7.809523809523809,8.0,2.4995238095238097,2.6900000000000004,,19.98556602572279,0.694216876418493,,,
2006-11,0.54,-2.44,2.184943078668928,1.1343416377825508,-465.9802841129092,96.11669443,-24.0207514407764,-6.6908508184913424,8.0,8.0,2.6900000000000004,2.6900000000000004,,33.95682155535982,0.6787577448790273,,,
2006-12,0.64,-2.0,8.582135051115205,1.2099802850284909,-469.3278976492781,98.52656878,-20.0512954685318,-6.502290831500486,8.0,8.0,2.83,2.83,,16.58660699485861,0.6483632138773251,,,
2007-01,0.5,-2.22,-3.159434430083008,1.1482142962249693,-582.4846601832751,98.94689984,-16.7295151576536,-6.43005014550846,8.0,8.0,2.67,2.67,,4.68424353462884,0.6363401661383005,,,
2007-02,0.46,-2.44,-2.8602565818404293,1.0968186625427958,-242.38520405028493,99.80515503,-11.8900827168768,-6.5399430211991705,8.0,8.0,2.59,2.59,,14.4551260414169,0.6567556716891936,,,
2007-03,0.39,-2.03,0.2224102977936092,1.0886385447513918,-549.0585512949692,101.91636245,-3.24589511833993,-6.824404321663033,8.0,8.0,2.7,2.7,,5.063156850348238,0.6941081479686626,,,
2007-04,0.25,-1.92,8.54537381741179,1.1673892024717625,-678.3757495444385,103.66026116,12.8853333831769,-7.143369968318317,8.0,8.0,2.71,2.71,,10.819100351581625,0.7202275475171284,,,
2007-05,0.27,-1.64,5.039882319624938,1.20536148903672,-835.8169321389611,102.66911981,29.3955268205762,-7.539131624796673,8.0,8.0,2.72,2.72,,3.35967665859378,0.7036355205018537,,,
2007-06,0.12,-1.6,8.325975485823879,1.2820947842729642,-549.4192612755168,101.95748254,38.3521459410399,-7.864287289638046,7.952380952380952,7.75,2.642380952380952,2.4400000000000004,,8.376835944750226,0.6817479392000071,,,
2007-07,0.09,-1.92,1.1585659458280526,1.27299753410712,-1274.135466043888,103.62362429,33.0742334040124,-7.790566253761913,7.75,7.75,2.47,2.47,,9.987271059667368,0.6532112386302426,,,
2007-08,0.24,-2.21,-6.358231191632307,1.173882727755443,-1071.4436745969083,100.28513945,20.7143950604684,-7.41116471293761,7.75,7.75,2.79,2.79,,10.854050859678011,0.6498173964965255,,,
2007-09,0.12,-2.03,3.681738947028868,1.2045651014280332,-841.6954044540817,101.74993936,13.3521716693471,-6.811358686107134,7.7,7.5,3.12,2.92,,11.823343870757231,0.6433228201357434,,,
2007-10,0.18,-2.08,-3.628429401628546,1.1497601155939412,-586.2950270533861,103.3688976,18.5137862442466,-6.511630578093047,7.5,7.5,2.9000000000000004,2.9000000000000004,,15.21364371005436,0.6393062624449811,6.485097231961627,11.955510337134143,-5.470413105172516
2007-11,0.32,-2.86,-5.929880648611851,1.0687597813287126,-720.1018641018743,102.57782651,29.8263324173256,-6.525846530591873,7.5,7.5,2.84,2.84,,11.164219674035555,0.6196010341854054,6.859279146561168,11.35962644640947,-4.500347299848301
2007-12,0.11,-3.04,1.852557841235736,1.080000111146571,-1036.0803405317856,103.37110028,38.2446210291488,-6.893295689324369,7.5,7.5,4.44,4.44,,11.52865511279446,0.600823287452005,7.1389996086673,10.26701820684449,-3.1280185981771904
2008-01,0.13,-3.53,-10.520730777191172,0.957424762326068,-847.001384666637,102.58418338,38.1985151363464,-7.277498429854677,7.5,7.5,4.279999999999999,4.279999999999999,,15.108395368463778,0.598525478775498,6.859279146561168,8.93076054666667,-2.071481400105502
2008-02,0.48,-4.65,0.1114355635355226,0.9564230924541046,-914.00928653516,100.28454159,28.3593583898325,-7.447036142079473,7.5,7.5,4.49,4.49,,8.163276925708175,0.6183519501036052,6.6723632042908125,7.675969455550189,-1.0036062512593764
2008-03,1.04,-5.11,-7.62113744547714,0.8831110580808219,-846.7530933508485,102.1224813,12.1314141363385,-7.143954620075611,7.5,7.5,4.99,4.99,,17.592637205790073,0.6547997878373012,6.485097231961627,6.560289314553609,-0.0751920825919816
2008-04,0.72,-4.33,4.015334501430643,0.920684634984779,-563.882923576987,105.14379706,-6.66203048290821,-6.516235909208717,8.021739130434783,8.25,5.651739130434783,5.88,,12.696358629584248,0.6681470502810233,6.391332574365285,5.92711089333333,0.4642216810319555
2008-05,0.77,-4.04,-0.0079265724836381,0.9233944295002436,-507.71807585819136,107.40276606,-17.6953958334117,-5.786568035425653,8.302631578947368,8.5,6.322631578947368,6.52,,16.06135941978126,0.6535728941031488,6.765864847381486,5.876485865481246,0.88937898190024
2008-06,0.75,-4.51,-9.711751034521848,0.8318226719685435,-652.3257185744444,109.04232038,-17.3693214355614,-5.349330217183617,8.5,8.5,6.029999999999999,6.029999999999999,,19.86023017777772,0.626533157704492,6.485097231961627,6.19430288233608,0.2907943496255472
2008-07,0.6,-3.82,8.934975906829271,0.9077190784721036,-835.0758130692075,113.73078431,-2.87037356222782,-5.28140517673038,8.5,8.5,6.41,6.41,,18.13921739469681,0.6006813000084149,6.485097231961627,6.58482558666667,-0.0997283547050429
2008-08,0.59,-4.1,-5.411825941932007,0.8591584248893086,-778.7906672488973,110.83559629,22.4108486498368,-5.795777904200343,8.5,8.5,6.5600000000000005,6.5600000000000005,,10.690367485427156,0.5913687191272131,6.297479916138839,6.804014080484707,-0.5065341643458687
2008-09,1.1,-4.32,-10.178976561391748,0.7731853892087159,-790.8201547280206,108.36456132,43.7268777376538,-6.747919102914733,8.5,8.5,6.470000000000001,6.470000000000001,,7.1030909642068485,0.5901476527936508,5.543470688810053,6.958211839601083,-1.4147411507910306
2008-10,2.23,-5.78,-28.423490505540865,0.55615968546452,-1934.0537608992909,100.64055672,42.5369172465615,-8.138595920775094,9.318181818181818,11.5,9.098181818181818,11.28,,-5.104033631672422,0.6056542243178341,4.974209189481401,7.25266027666667,-2.2784510871852683
2008-11,2.08,-5.93,-6.0045758457540215,0.5308582764413451,-2234.8097328498543,97.75170503,25.8729553046884,-9.226720552621993,11.4,11.0,10.88,10.48,,20.75145974016386,0.6885965194031712,4.1141943331175215,7.767163006829132,-3.6529686737116105
2008-12,1.16,-6.03,-3.5688009364508395,0.5211624824535942,-723.1660963963861,100.73510763,4.65041843096723,-9.369041062269549,10.547619047619047,10.0,10.407619047619049,9.86,,41.42048089253516,0.7870943627132654,3.4401426717332315,8.262012229102467,-4.821869557369236
2009-01,0.83,-6.79,-5.927122807390155,0.5014833848019747,-432.9576591408152,95.59484746,-20.8544763361983,-8.551210423370032,9.775,9.5,9.545,9.27,,31.133553990301067,0.9009945220674588,3.05292050348228,8.34246654666667,-5.289546043184389
