Date,Term_Premium,Risk_Premium,Stock_Prices_mom%_change,Stock_Prices_mom24mma%_change,Stock_Market_Volatility,REER,Current_Account_Balance_change_yryr%,Current_Account_Balance_over_GDP,One-Day_Repo_Rate_AVG,One-Day_Repo_Rate_EOP,Policy_Rate_&_Fed_Funds_Rate_Differential_AVG,Policy_Rate_&_Fed_Funds_Rate_Differential_EOP,Broad_Money_mo12m%_change_x,Velocity_of_Money_mo12m%_change,Portfolio_Flows,Foreign_Exchange_Reserve_change_yryr%,FER/GDP MA3,Broad_Money_mo12m%_change_y
2008-01,0.0499999999999998,-1.99,-14.197551274480883,0.9270721263159244,-3240.1490425436277,108.5166512,49.1942227222239,-6.312157910628514,5.011363636363637,5.25,1.7913636363636365,2.03,12.920668900040312,-0.0115436487559773,81.0,33.69935754556182,0.4796661519020039,12.920668900040312
2008-02,0.1699999999999999,-2.4200000000000004,-0.4729222136051846,0.9153618539226854,-2914.3978390255606,109.37345325,38.8842952940324,-6.137843476827647,5.273809523809524,5.5,2.263809523809524,2.49,13.468066350841164,-0.0198820296459105,338.0,42.4321932685227,0.4913830750168316,13.468066350841164
2008-03,0.1299999999999999,-2.51,1.0295862968730247,0.91839751430349,-1635.6583544117095,111.67609097,28.2806252271901,-5.75782663065813,5.5375,5.75,3.0275,3.24,13.641912492846414,-0.0261307754848498,-3250.0,52.26143439316522,0.5233538664923494,13.641912492846414
2008-04,0.08,-2.2,-2.7481875092686603,0.8876462556339011,-1284.1748132469595,115.00543646,21.236886118291,-5.554368910271741,5.75,5.75,3.38,3.38,14.955154652136658,-0.0432898629487522,-191.0,53.19960389410016,0.5470056748088702,14.955154652136658
2008-05,0.1100000000000003,-2.21,-0.1443507045342273,0.8844780210421035,-942.6564861670972,115.87536597,20.5974881478989,-5.739219624382653,5.75,5.75,3.77,3.77,15.136050832727406,-0.0505869802266364,654.0,43.55668050736592,0.5504062462148505,15.136050832727406
2008-06,0.1599999999999992,-2.62,-11.749588842246684,0.7762652113289966,-1475.6403284204896,116.4339938,25.8097294550997,-6.266530797662163,5.785714285714286,6.0,3.3157142857142854,3.53,16.341984076903454,-0.0641316546711665,2536.0,52.09248541589433,0.5493193221588805,16.341984076903454
2008-07,0.0599999999999996,-2.25,3.061201674222638,0.799712878427941,-2260.60217492664,120.40245351,37.1254378516081,-6.704162602093987,6.0,6.0,3.91,3.91,16.752385861449483,-0.06900910558791,573.0,52.22314591829888,0.5462996632615936,16.752385861449483
2008-08,0.0700000000000002,-2.22,-4.537182741146674,0.7655272210193498,-1492.0878241635323,118.4776543,51.4833707107574,-7.044300304695738,6.0,6.0,4.0600000000000005,4.0600000000000005,16.84084923527564,-0.0711812421582984,1189.0,46.130395479385314,0.5514277196985616,16.84084923527564
2008-09,0.1400000000000005,-1.99,-7.693506711658081,0.7082393522530073,-1182.2760757845865,114.98181556,57.059902200489,-7.304920152853444,6.0,6.0,3.97,3.97,17.33236558539445,-0.0787626775430702,-1982.0,27.62071004959812,0.5443980612129126,17.33236558539445
2008-10,0.1500000000000003,-2.59,-24.00564878464691,0.5410785182878942,-3152.2043095992963,107.54067675,44.0943023467295,-7.832748428536891,6.0,6.0,5.78,5.78,17.30818909842418,-0.0855426299092783,-4047.0,6.7992006073987366,0.5294085722649838,17.30818909842418
2008-11,-0.0600000000000005,-2.93,-4.461623844158519,0.5248382979148726,-3325.4624343894147,103.85223387,22.7420057611774,-8.21834904077294,5.973684210526316,5.75,5.453684210526316,5.23,18.09613503425587,-0.0984298467347357,-221.0,-7.655530218392736,0.5119908463920035,18.09613503425587
2008-12,-0.1799999999999997,-3.22,0.3632498086073407,0.5367388416550941,-897.9338584176246,99.78005499,1.09902560616361,-8.118713484170646,5.607142857142857,5.0,5.467142857142857,4.86,18.625628534393115,-0.1070385876159488,-578.0,-6.040993824464302,0.4976778294254989,18.625628534393115
2009-01,-0.6600000000000001,-2.84,-9.340459163586573,0.4960504638499035,-956.8573902737144,94.95167634,-24.5871528935447,-7.196207925102307,4.892857142857143,4.25,4.662857142857143,4.02,17.623338573925768,-0.1004896464081154,-1076.0,-14.417030326803792,0.4995356929685135,17.623338573925768
2009-02,-0.3099999999999996,-3.16,-12.131117391036634,0.4470558249129681,-1665.9754938309209,86.69190749,-54.6363685013245,-5.59223720785954,4.225,4.0,4.005,3.78,17.81684669860698,-0.0991649154871185,4.0,-15.399119777207185,0.5422243600618367,17.81684669860698
2009-03,-0.3399999999999998,-3.56,10.812765810310845,0.5085892959513932,-1243.073295194613,88.32413403,-76.3247378860867,-3.74198857184042,3.954545454545455,3.75,3.794545454545455,3.59,17.505091737206204,-0.0952135035780061,-294.0,-21.460314354925703,0.5918758056967645,17.505091737206204
2009-04,-0.4699999999999997,-3.02,20.729219191783034,0.6326960984456101,-1745.8627199329846,92.17591016,-78.2608298061347,-2.420629283963873,3.75,3.75,3.55,3.55,14.421596555373648,-0.0709185430205111,1339.0,-20.03514984761817,0.6358354535739316,14.421596555373648
2009-05,-0.5499999999999998,-2.83,1.0479478348729272,0.6577220663331289,-1587.6604409039303,92.63483045,-67.5288454667845,-2.14413946965877,3.75,3.75,3.56,3.56,14.2068271419383,-0.0699660433551347,2346.0,-15.037884941247636,0.6378986653460603,14.2068271419383
2009-06,-0.5599999999999996,-2.76,3.7387732106707614,0.704871506018237,-1054.7552644248533,91.20250255,-57.243816254417,-2.9013852722996867,3.702380952380953,3.5,3.482380952380953,3.28,14.360229811155897,-0.0710525165052964,912.0,-19.6197248025057,0.6315474542641863,14.360229811155897
2009-07,-0.71,-2.56,15.920527380393136,0.8462250441358415,-1152.519033987644,95.77216649,-52.8522371350583,-3.823363635213083,3.5,3.5,3.32,3.32,11.903073075006532,-0.0483175393327881,5221.0,-16.797340402735518,0.6288519241016687,11.903073075006532
2009-08,-0.5200000000000005,-2.68,7.636741071808384,0.9374796572976222,-2158.614151400109,99.78165547,-51.4465414890683,-4.343942840870216,3.5,3.5,3.35,3.35,9.026369329687409,-0.019098243915222,784.0,-10.142368911772005,0.6224355392596087,9.026369329687409
2009-09,-0.4900000000000002,-2.8800000000000003,-0.9865429263681348,0.9504301852842556,-1371.7298193500042,99.46303231,-50.1945903872349,-4.419351107467279,3.5,3.5,3.43,3.43,9.64499049903087,-0.0202552253724288,1965.0,1.8304956776637349,0.620659047854251,9.64499049903087
2009-10,-0.5,-2.71,2.2544778756540604,0.9957699332582752,-846.4528901504863,98.29946288,-46.8750270984824,-4.38590506393815,3.5,3.5,3.39,3.39,11.868845754553748,-0.036710653844264,3440.0,26.90434555230514,0.6180299184107723,11.868845754553748
2009-11,-0.4699999999999997,-2.95,3.002870856229228,1.053773130537711,-907.746531062415,99.27340788,-40.0822783125057,-4.426648555812217,3.5,3.5,3.37,3.37,7.953761933188029,-0.0026674032502953,815.0,30.31449084171378,0.6067266351179766,7.953761933188029
2009-12,-0.4500000000000002,-2.3800000000000003,1.0219423270826844,1.0851241299640408,-597.2336437482289,99.67794548,-27.1321304494004,-4.586472696716744,3.5,3.5,3.45,3.45,8.105308977380185,-0.0113198329093651,504.0,24.537425053188056,0.5837908068151758,8.105308977380185
2010-01,-0.6699999999999999,-2.46,0.1807383035908429,1.1066849464556434,-681.4455281072097,100.57201716,4.48719066083735,-4.814977462485774,3.5,3.5,3.38,3.38,6.306486796012864,-0.0100606177410093,6784.0,41.43822678972669,0.5802492976901673,6.306486796012864
2010-02,-0.6400000000000006,-2.3800000000000003,-3.369217734369893,1.0789487397904916,-1322.557036782025,100.58013997,86.472904224729,-5.092942598625286,3.5,3.5,3.37,3.37,5.091302138558375,-0.015382390000844,1744.0,35.19031112252322,0.6081770982769803,5.091302138558375
2010-03,-0.5099999999999998,-1.6799999999999995,9.656507944873251,1.1953732014860174,-1396.793225884628,103.28606742,247.277079593058,-5.17817485862736,3.5,3.5,3.41,3.41,5.533777794679921,-0.0316585034581915,1630.0,36.85574366576774,0.6574524424455782,5.533777794679921
2010-04,-0.4900000000000002,-1.89,1.999363434119781,1.227286950687809,-1285.5713013791128,103.31892681,201.891724606241,-4.952176136621226,3.5,3.5,3.3,3.3,6.058141809075228,-0.0332055515639397,1800.0,35.39726415296247,0.6950409424140577,6.058141809075228
2010-05,-0.5,-2.44,-4.076851990649308,1.1819943067729648,-1243.5025533533758,97.48431189,53.1942911433082,-4.554391273815923,3.5,3.5,3.31,3.31,7.65355401418746,-0.0350872753798376,2012.0,24.565987875019445,0.7256855646360432,7.65355401418746
2010-06,-0.5099999999999998,-2.9599999999999995,-5.147159565510201,1.1279695707838788,-919.7248263631308,95.62731567,0.141676505312869,-4.230508129026807,3.5,3.5,3.41,3.41,7.0744653246685845,-0.018597393789843,1385.0,24.08071685466349,0.7497502706556975,7.0744653246685845
2010-07,-0.5200000000000005,-2.93,7.798977824949792,1.218489268519297,-710.6386850831558,96.98823716,-0.578328879913647,-4.23922815293641,3.5,3.5,3.32,3.32,7.810254022543359,-0.0211547778210947,3733.0,27.88118094974592,0.7743790643995311,7.810254022543359
2010-08,-0.2699999999999996,-2.9599999999999995,-0.5864167585861869,1.211258618453439,-1151.2175255566283,99.00094512,18.1442974353456,-4.604076180503733,3.5,3.5,3.29,3.29,9.363122655535308,-0.03641362165408,4486.0,22.69867824061942,0.7768303337872421,9.363122655535308
2010-09,-0.3700000000000001,-2.9500000000000006,7.156254337845239,1.2952545086568263,-863.1912871257601,100.3393267,37.1166243406915,-5.236300645652737,3.5,3.5,3.35,3.35,8.910700594557843,-0.0352299258815052,1657.0,27.05640520561288,0.7838538504211066,8.910700594557843
2010-10,-0.4099999999999992,-3.01,2.194854091985443,1.3113717093713608,-973.5162028019482,101.92166513,39.6857668297744,-5.711676074173743,3.5,3.5,3.3,3.3,6.3779975955961445,-0.0133807541774071,-169.0,19.53432966523505,0.7539459207878437,6.3779975955961445
2010-11,-0.5800000000000001,-3.23,-1.878731375568897,1.2601739421289326,-749.1765824634583,101.33084628,29.8001932074577,-5.881094158617787,3.5,3.5,3.3,3.3,9.072087171595502,-0.0363035300775236,774.0,13.980633395311216,0.71621039172866,9.072087171595502
2010-12,-0.6499999999999995,-2.67,4.693099170720629,1.2920489346210169,-847.7100646965933,99.55020068,15.287603814211,-5.746366954315943,3.5,3.5,3.37,3.37,8.8052427696708,-0.0296157480824958,3052.0,17.606253559041242,0.6693048009421004,8.8052427696708
2011-01,-0.5600000000000005,-2.9000000000000004,-0.7015174381252807,1.254178363478003,-591.5498863363166,102.49334538,-0.583123540295426,-5.409882894298356,3.595238095238096,3.75,3.425238095238096,3.58,8.1750188458466,-0.0162250189138139,1541.0,12.439650523682833,0.6530370322542862,8.1750188458466
2011-02,-0.5,-2.63,0.8146233965183389,1.233674237586107,-367.7755053575844,101.76188488,-11.2773868663241,-4.9329961184223405,3.75,3.75,3.59,3.59,8.44123902659888,-0.0099948457723441,-420.0,21.97701038812381,0.6829026630353935,8.44123902659888
2011-03,-0.54,-2.79,2.500835596121316,1.2301436351693775,-596.9262303965507,100.51320871,-8.59900051697398,-4.49644760434425,3.75,3.75,3.65,3.65,11.044799288156597,-0.0254318902725136,2545.0,25.493965730811414,0.7355335933751767,11.044799288156597
2011-04,-0.4400000000000004,-2.6900000000000004,2.6249835059962274,1.2304745629483045,-940.7146889484048,102.3370125,18.6406568798209,-4.414704504744403,3.9625,4.0,3.8725,3.91,9.570535644959126,-0.0103516392492525,1564.0,26.747938416343843,0.785078528116733,9.570535644959126
2011-05,-0.4900000000000002,-2.97,0.033254027576642,1.2049536781951808,-706.4088818743123,103.3373037,63.1198655670648,-4.756156584964667,4.166666666666667,4.25,4.066666666666667,4.15,7.813501641930417,0.0034615979333702,1031.0,24.60525149968864,0.7862120995531746,7.813501641930417
2011-06,-0.5199999999999996,-2.57,-3.220850280486335,1.142407315750834,-590.0456182721457,102.16201273,95.8028766800283,-5.36704711729316,4.428571428571429,4.5,4.3585714285714285,4.43,7.348064736317042,0.0047825089256602,4183.0,28.51788255912313,0.7680479677340295,7.348064736317042
2011-07,-0.6499999999999995,-2.98,-2.6061069484343142,1.0932916233704115,-702.9751331499803,101.40319943,82.0137558623423,-6.011102987934113,4.5,4.5,4.39,4.39,7.514331880749065,0.00188295744908,1291.0,13.51480431240044,0.7430999000275964,7.514331880749065
2011-08,-0.5800000000000001,-3.32,-10.45593851286768,0.9678593913139114,-3086.079050483041,98.32686962,46.4662600282038,-6.443907902130984,4.5,4.5,4.42,4.42,8.83539119355893,-0.0092817132470706,3774.0,13.41868747799282,0.7448087798570063,8.83539119355893
2011-09,-0.6399999999999997,-3.95,-9.363825535178258,0.8736695682858547,-2173.5139857844474,93.20837833,13.3209858954267,-6.575348687251602,4.5,4.5,4.44,4.44,10.17563527156855,-0.0180878618951123,254.0,0.5266160482348514,0.7475539360315907,10.17563527156855
2011-10,-0.6500000000000004,-3.5,7.5568446839784515,0.9390764527389291,-1360.689025595158,93.21550181,-11.1895620696684,-6.176413146183183,4.5,4.5,4.41,4.41,10.455287454315943,-0.015806980335772,337.0,1.644685100872456,0.7494323418273989,10.455287454315943
2011-11,-0.54,-3.82,-4.029672993581752,0.8988992744793641,-1424.1179494419955,91.93160852,-26.839133069782,-5.411261949892606,4.5,4.5,4.4,4.4,11.78904124304221,-0.0245987899284558,318.0,0.8983165073329191,0.7263018168174523,11.78904124304221
2011-12,-0.4900000000000002,-3.94,-4.826537984639759,0.8555780274226483,-1197.1995580163568,90.44035249,-28.2417289220918,-4.62396007220018,4.5,4.5,4.46,4.46,12.486473518722692,-0.0319029977723646,277.0,3.904392992340888,0.7050309076481732,12.486473518722692
2012-01,-0.4900000000000002,-3.66,8.863601543165867,0.9335291680417128,-741.4016285880264,91.79427145,-8.7110528041981,-4.434820092454143,4.5,4.5,4.39,4.39,13.713029425645413,-0.0496705019448242,2227.0,3.189969524448544,0.7032368498727085,13.713029425645413
2012-02,-0.4500000000000002,-3.39,1.546139233160882,0.9471801276520662,-1540.200055212217,96.299277,24.5667388025912,-4.833199671247491,4.5,4.5,4.4,4.4,12.386485034130198,-0.0510788183977865,2710.0,-3.382811989066892,0.7220444688731912,12.386485034130198
2012-03,-0.4599999999999999,-3.18,-0.7059338723861917,0.9379534983859846,-573.2781846077755,97.34917324,41.685520361991,-5.542240542048414,4.5,4.5,4.41,4.41,9.148572883539108,-0.0335006529969205,1038.0,-8.044172140006033,0.7455360968834105,9.148572883539108
2012-04,-0.5099999999999998,-3.4399999999999995,-2.407507567760907,0.916395704927606,-578.1577432702519,96.43966192,18.7424604166632,-5.95135963466283,4.5,4.5,4.34,4.34,10.181094819480949,-0.0460305567898782,-2433.0,-9.568614208640003,0.7681806803486108,10.181094819480949
2012-05,-0.4400000000000004,-3.850000000000001,-6.158046265982843,0.8624342324976834,-1040.9314757555107,93.82489262,-14.7254184977691,-5.86844559370314,4.690476190476191,4.75,4.530476190476191,4.59,11.143012659914543,-0.0529994354733616,2695.0,-9.794161860304872,0.7827373616101779,11.143012659914543
2012-06,-0.4299999999999997,-3.47,7.983631082316085,0.9346082156248784,-1391.724257129553,93.21605087,-37.1748554913295,-5.290396573461007,4.75,4.75,4.66,4.66,10.957978092321277,-0.049777749460968,3890.0,-8.174962262886787,0.7990842371273672,10.957978092321277
2012-07,-0.4699999999999997,-3.34,-1.5852880408361545,0.9185487679100004,-1125.5905453303612,94.75592283,-43.7088466048662,-4.71279971524925,4.75,4.75,4.62,4.62,10.980134522133584,-0.051244827184159,272.0,-4.753181105283922,0.8021434405055697,10.980134522133584
2012-08,-0.5299999999999994,-3.28,3.50976784879758,0.9528768248211692,-913.1584395587904,96.51214065,-42.1570829201664,-4.346716585209687,4.75,4.75,4.62,4.62,9.774305215054818,-0.0458022571414762,2232.0,-3.267316553799915,0.8065294779834012,9.774305215054818
2012-09,-0.4699999999999997,-3.03,5.21061818843077,1.0031427278697491,-953.0031735341588,96.43306441,-38.4963540357053,-4.1502471081806505,4.75,4.75,4.66,4.66,7.619750300189517,-0.0348687617739958,2679.0,4.851609856792116,0.7968328941929457,7.619750300189517
2012-10,-0.4500000000000002,-2.78,-1.1599730314329104,0.9929268671571236,-805.2943347228472,97.2157537,-37.9646496396252,-3.79734627940004,4.75,4.75,4.57,4.57,7.991575470738522,-0.0483263086636376,1520.0,3.011972849105637,0.772720364111868,7.991575470738522
2012-11,-0.5299999999999998,-2.39,4.122598678214775,1.036835085329162,-516.7792508490968,96.33495272,-42.4700622151361,-3.2046317641276567,4.547619047619048,4.5,4.387619047619048,4.34,5.682930116189818,-0.0367434445069477,2249.0,9.184735309632044,0.7485212487670907,5.682930116189818
2012-12,-0.4969999999999999,-1.93,5.433442467956049,1.0935343912405897,-1087.981866360156,97.95411453,-51.4407882506042,-2.4967903270191565,4.289473684210527,4.25,4.199473684210528,4.16,4.527973971580196,-0.0337408965697876,842.0,11.849407462736483,0.7221199729755474,4.527973971580196
2013-01,-0.5099999999999998,-1.9,-1.3072740983624416,1.0792692789733185,-1093.2305407967112,97.10790133,-59.7184972035205,-2.0102865137150934,4.068181818181818,4.0,3.9181818181818175,3.85,4.436026955275007,-0.0385313232275439,3720.0,8.514512518165196,0.7184358610378591,4.436026955275007
2013-02,-0.3269999999999999,-2.0700000000000003,-1.1951071890248022,1.0666950932090478,-566.2809687009064,96.58529372,-62.198622766145,-1.8876177922316468,3.8,3.75,3.66,3.61,5.520124570298973,-0.0495404252762184,-913.0,6.235360858858274,0.735016389169196,5.520124570298973
2013-03,-0.4950000000000001,-2.05,-2.4476689463954058,1.0418471648328234,-570.4198652991942,96.08834847,-59.5209580838323,-2.145309675827667,3.345238095238096,3.25,3.255238095238096,3.16,6.5764888038111184,-0.061048798079183,1085.0,10.29029208840968,0.7878973796549573,6.5764888038111184
2013-04,-0.4380000000000001,-1.55,-2.1825980888893897,1.022630191492292,-1048.7568026299818,96.67950041,-50.3662413632317,-2.55543933906015,3.25,3.25,3.11,3.11,7.410431776548888,-0.0683380746612227,-56.0,7.48485144229547,0.8333161810764147,7.410431776548888
2013-05,-0.4329999999999998,-1.4099999999999997,8.251766556813989,1.113295623052076,-1048.1444966543315,95.86980185,-36.6659126523601,-2.938441956556853,3.05,3.0,2.96,2.91,6.519285276413624,-0.0594561734404854,783.0,14.046172566469938,0.8602909546908174,6.519285276413624
2013-06,-0.6839999999999997,-1.82,-6.397791589985754,1.0443181197938134,-1503.0134232657167,93.95642171,-23.5192639447959,-3.16199191531686,2.7875,2.75,2.7175,2.68,6.992615734487448,-0.0629613545066088,-2598.0,7.368337469834674,0.8466979436085899,6.992615734487448
2013-07,-0.6730000000000005,-1.4700000000000002,4.866966614440625,1.099063349848332,-1573.9866011816753,94.53405418,-23.7449481619973,-3.2057255882782063,2.532608695652174,2.5,2.442608695652174,2.41,6.562855886432059,-0.0596011921262525,-207.0,9.444515996495962,0.8418445303318002,6.562855886432059
2013-08,-0.5349999999999997,-1.65,4.147688950499357,1.1449026837005916,-1424.8431150812237,96.16241868,-35.502323562557,-3.00410569394481,2.5,2.5,2.43,2.43,6.080421649749311,-0.0551104475945889,-962.0,7.283485280871438,0.8308407670904047,6.080421649749311
2013-09,-0.6480000000000001,-1.82,2.925746000059738,1.170800290540204,-1332.7818366179397,95.88786472,-51.2060506950123,-2.5441200701001065,2.5,2.5,2.44,2.44,6.110252274051172,-0.0523566985110753,560.0,2.813849236680644,0.8205020450381729,6.110252274051172
2013-10,-0.6799999999999997,-1.6,6.572342766717332,1.233356220828198,-1364.2194508576997,97.35225365,-67.4742180577289,-1.8371194654237837,2.5,2.5,2.43,2.43,5.869994248906018,-0.0431930125868769,-312.0,1.050535814422493,0.7752851623808971,5.869994248906018
2013-11,-0.7249999999999996,-1.7599999999999998,2.0463976737739555,1.2437548634302462,-1345.554264084691,97.13291324,-81.7146385914178,-1.105616284488226,2.5,2.5,2.43,2.43,5.721635766876608,-0.03341243194432,779.0,1.2866907921190274,0.7316688472408841,5.721635766876608
2013-12,-0.6830000000000003,-1.2800000000000002,-6.25289622189168,1.1494300640573545,-1102.8703384704888,97.84964795,-75.6125574272588,-0.6149660338725681,2.5,2.5,2.43,2.43,6.239445546617582,-0.0293162861226421,723.0,-0.9767980559725276,0.6883400313414003,6.239445546617582
2014-01,-0.5790000000000006,-2.0200000000000005,-0.8826101580894709,1.124904750993431,-1294.7903744955424,97.9613521,-25.4280108024243,-0.6950756710311081,2.5,2.5,2.43,2.43,5.361969624482584,-0.0124967849966866,-72.0,-0.0146788105337636,0.679799850225649,5.361969624482584
2014-02,-0.6280000000000001,-1.7000000000000002,5.861883973377987,1.1800687454029746,-999.614447457672,98.09544959,35.3405034203662,-1.429219716045422,2.5,2.5,2.44,2.44,5.2347162758350905,-0.0041812980868969,89.0,-1.6387225185535814,0.6869232932678928,5.2347162758350905
2014-03,-0.4569999999999998,-1.4899999999999998,-2.671985252168228,1.1358230802576608,-1441.0821886541075,98.05559375,67.3241288625904,-2.59511826426822,2.5,2.5,2.44,2.44,5.1896717292289205,0.0006885430838434197,-435.0,-4.836904436775324,0.7128513584782364,5.1896717292289205
2014-04,-0.4820000000000002,-1.3600000000000003,-0.9178311080018268,1.1142159426257012,-1133.7604100730966,97.89009268,74.6527629507534,-3.760199871026484,2.5,2.5,2.41,2.41,5.443485438844859,-0.0034110352348518,911.0,-5.832093886723633,0.7294300965377821,5.443485438844859
2014-05,-0.3660000000000001,-1.19,0.3356922361246169,1.1064546821877084,-659.850871944131,97.54712646,69.6703512853893,-4.53420015132543,2.5,2.5,2.42,2.42,5.238663560511624,-0.005839546106142,1682.0,-6.721812108957847,0.7325161193226938,5.238663560511624
2014-06,-0.3930000000000002,-0.9000000000000004,-0.2535772678917149,1.089874845159536,-818.9477037243715,97.94644976,64.4110275689223,-4.835165585021473,2.5,2.5,2.41,2.41,5.238732114635362,-0.0078156948863341,3523.0,-5.215787075161704,0.7189392589498828,5.238732114635362
2014-07,-0.5419999999999998,-0.8199999999999998,-3.6542258448743743,1.0399331562711516,-890.4161102695948,97.63331697,65.6494801780737,-4.796801424963227,2.5,2.5,2.42,2.42,6.037516638908699,-0.0124151463091252,-969.0,-6.165916338671695,0.7104529780704777,6.037516638908699
2014-08,-0.6859999999999999,-0.8999999999999999,3.660582383638375,1.0688621184283489,-746.8735613235656,96.15468003,72.1961369031633,-4.56244029825927,2.5,2.5,2.43,2.43,7.429509190700456,-0.0212462923864058,341.0,-6.793716805045391,0.7104158249745686,7.429509190700456
2014-09,-0.6499999999999999,-0.52,5.802740261625647,1.120976276855078,-1405.2864870566295,95.51460399,81.9438625890239,-4.072158549573484,2.5,2.5,2.43,2.43,7.875742299875953,-0.0256614512978863,2146.0,-4.438296051164281,0.7227390203061314,7.875742299875953
2014-10,-0.5209999999999999,-0.1799999999999997,-1.6928280578688442,1.0916509576213298,-1036.2213899893393,94.79093768,90.2446093206585,-3.189983648763144,2.130434782608696,2.0,2.060434782608696,1.93,7.667598203912457,-0.0312979489731273,-3278.0,-4.633971255326619,0.7205317019391554,7.667598203912457
2014-11,-0.4029999999999998,-0.1999999999999997,-1.3021602763172613,1.0677876681134315,-587.3605433643719,96.25761122,45.282614783941,-1.9907918178127768,2.0,2.0,1.92,1.92,8.388152374559489,-0.0464897501474437,837.0,-6.082638446546806,0.7082411540105253,8.388152374559489
2014-12,-0.367,-0.33,-3.4386680807037795,1.0240261176443175,-583.6578118085249,94.51259504,-113.971742543171,-0.8514892515927358,2.0,2.0,1.94,1.94,8.184161249888906,-0.0499445903687238,-1070.0,-5.308018899260992,0.691509864170698,8.184161249888906
2015-01,-0.2909999999999999,-0.29,1.3348158786122897,1.0342999196361675,-1012.4271017719506,92.31948813,-93.5964975717759,-0.2239109553362071,2.0,2.0,1.94,1.94,8.55559630968474,-0.0515759423921133,1207.0,-6.47702076954404,0.7061080941191983,8.55559630968474
2015-02,-0.2660000000000002,-0.1300000000000003,2.306650424289557,1.0535718316710647,-615.4673891354762,93.76708967,-71.3087332800009,-0.3004523345107838,2.0,2.0,1.94,1.94,8.705609990572398,-0.0469951873707443,669.0,-6.059091773730019,0.7368763122302019,8.705609990572398
2015-03,-0.3759999999999999,-0.3599999999999999,1.4766375864120311,1.0629804476013194,-613.9277330761289,92.93321247,-64.3025540275049,-0.8817446231501448,1.568181818181818,1.5,1.5081818181818178,1.44,8.738408748506945,-0.0392112180651429,499.0,-4.817051598743927,0.7897584975590196,8.738408748506945
2015-04,-0.3779999999999996,-0.56,4.411742956171161,1.10180755869827,-897.0833957105567,94.44048645,-64.8141507527204,-1.50212749664068,1.5,1.5,1.42,1.42,7.068896106727564,-0.019160953505479,-376.0,1.4891068188892742,0.8324289361155534,7.068896106727564
2015-05,-0.4519999999999999,-0.81,-1.674820623860504,1.072616479825976,-1034.282283811228,94.00380643,-66.1589690866325,-1.84796597568535,1.5,1.5,1.42,1.42,7.535290776220509,-0.0223611881708728,-363.0,1.1509379810577425,0.8513766242767199,7.535290776220509
2015-06,-0.5089999999999999,-0.96,-3.966754898410438,1.0237035429904564,-1252.4252231911855,92.61158784,-62.4542682926829,-1.9907553061716967,1.5,1.5,1.42,1.42,8.186429465564716,-0.0305464841146208,1796.0,3.458150662255144,0.8502892277521982,8.186429465564716
2015-07,-0.415,-0.73,-1.0839134744373524,1.0057048025250397,-1037.429344354833,92.51677249,-50.1157143426771,-2.2463560563604497,1.5,1.5,1.42,1.42,8.500867649304034,-0.0377041185708828,-1314.0,-3.540460480629515,0.8279951217332456,8.500867649304034
2015-08,-0.4809999999999998,-0.71,-2.7877417918998315,0.9731650261826752,-745.1982993622323,92.7927588,-33.7163212365567,-2.685803861194263,1.5,1.5,1.42,1.42,7.244642897386829,-0.0284588269296024,-675.0,-2.2131371806204503,0.820254022876936,7.244642897386829
2015-09,-0.375,-0.7599999999999998,-2.8388830191975973,0.9437407724962978,-1199.7749245494165,93.09520567,-22.5189960856551,-2.937103577267893,1.5,1.5,1.43,1.43,8.290354717926535,-0.0325483632077581,3252.0,0.6589543357681471,0.8117802699728912,8.290354717926535
2015-10,-0.5660000000000003,-0.5,0.8972677948780009,0.9525674512792164,-871.9387758425681,91.7302222,-33.1095182962128,-2.501889984291944,1.5,1.5,1.43,1.43,8.945266057917674,-0.0240687348278778,-1233.0,1.4231489934175778,0.797024277476292,8.945266057917674
2015-11,-0.5880000000000001,-0.4599999999999999,-4.686020848728853,0.9103277394683827,-937.76770727616,90.3457531,-135.267836893908,-1.343214423279503,1.5,1.5,1.42,1.42,9.348219884344736,-0.0138531720817034,2543.0,-1.4050046102379143,0.7713286607777786,9.348219884344736
2015-12,-0.6779999999999999,-0.6400000000000001,-3.0230668686037814,0.8875779169547349,-1750.844451235006,90.22718405,1566.29213483146,-0.0087192293816262,1.5,1.5,1.3,1.3,9.062074487874616,-0.0052833825881855,1934.0,-4.935880537106796,0.7295069263855284,9.062074487874616
2016-01,-0.5730000000000004,-1.0100000000000002,-4.685717163308959,0.8492442277387368,-1563.1087629696522,88.67127958,-973.833724263748,0.7387778805096601,1.5,1.5,1.21,1.21,10.18558489056244,-0.0228558298241497,-3209.0,1.22506644646867,0.732605891230294,10.18558489056244
2016-02,-0.7290000000000001,-1.2,2.5744834336380245,0.8756844925829399,-1197.0957454533263,89.05554985,-73.2999912257612,0.5774347389236597,1.5,1.5,1.21,1.21,10.06752848041446,-0.0392657486362001,-3511.0,2.6103650614528684,0.7585527354989808,10.06752848041446
2016-03,-0.649,-1.05,7.89574532762172,0.951229146548472,-1148.3106639788746,90.43471977,-44.8541552008806,-0.1042544640091366,1.5,1.5,1.25,1.25,9.040544368795976,-0.0472252648384652,448.0,4.548589297011274,0.8154241682777409,9.040544368795976
