Date,GDP in mil Local,US/Local,GDP in mil USD
2020-01-31,38669276.38246413,306.46,126180.5
2020-02-29,37254083.05115847,306.46,121562.63
2020-03-31,35647406.08,326.12,109307.64
2020-04-30,34446857.37396613,360.5,95553.0
2020-05-31,33828260.99520701,360.5,93837.06
2020-06-30,34023197.6,360.5,94377.8
2020-07-31,35154023.58583937,360.5,97514.63
2020-08-31,36980105.49632505,376.79,98145.14
2020-09-30,39089460.61,379.5,103002.53
2020-10-31,41260466.5977601,379.55,108708.91
2020-11-30,42887849.90355189,379.5,113011.46
2020-12-31,43564006.29,379.5,114793.17
2021-01-31,42904351.54170786,379.5,113054.94
2021-02-28,41589772.30766102,379.5,109590.97
2021-03-31,40014482.74,379.5,105440.01
2021-04-30,38953682.88551073,379.5,102644.75
2021-05-31,38596230.31092493,397.15,97183.0
2021-06-30,39123713.32,409.66,95502.89
2021-07-31,40636691.74717374,409.63,99203.41
2021-08-31,42802334.79694609,409.65,104485.13
2021-09-30,45113448.06,410.02,110027.43
2021-10-31,47300520.43309693,410.41,115251.87
2021-11-30,48802247.41210011,410.81,118795.18
2021-12-31,49276018.23,411.13,119855.08
2022-01-31,48410863.5436201,414.54,116782.13
2022-02-28,46954347.76585144,416.15,112830.34
2022-03-31,45317823.33,415.83,108981.61
2022-04-30,44329811.42066258,415.4,106715.96
2022-05-31,44175728.01284246,415.08,106427.02
2022-06-30,45004520.89,415.02,108439.4
2022-07-31,46912538.400092244,415.11,113012.31
2022-08-31,49518082.65966122,419.97,117908.62
2022-09-30,52255809.62,428.75,121879.44
2022-10-31,54820484.71032273,436.12,125700.46
2022-11-30,56486921.40816892,441.88,127833.17
2022-12-31,56757889.95,445.97,127268.4
2023-01-31,55254659.4265012,454.97,121446.82
2023-02-28,53169517.60186459,460.43,115477.96
2023-03-31,51242151.21,460.43,111291.95
2023-04-30,50652924.9391946,460.42,110014.61
2023-05-31,51124609.94863516,460.7,110971.59
2023-06-30,52103927.13,607.75,85732.5
