date,imf_fci,fci
2005-03-01,1.189528553,0.561136132615289
2005-04-01,1.185414915,0.06969326851428143
2005-05-01,1.163242874,0.1497946981687191
2005-06-01,1.130077374,0.3663724177993723
2005-07-01,1.19662502,0.5460489332067557
2005-08-01,1.220184949,0.5963874639948364
2005-09-01,1.160493675,0.8560934964671995
2005-10-01,1.138383431,0.6227338870313985
2005-11-01,1.034640401,0.5473854123911551
2005-12-01,1.094150934,0.6812866672891099
2006-01-01,1.154011538,0.903917257206763
2006-02-01,1.12051006,1.0267656076412155
2006-03-01,0.990432218,1.098194405526041
2006-04-01,1.119023667,1.473808250664086
2006-05-01,0.921454128,0.7855243358843812
2006-06-01,0.791516982,0.6714611616238726
2006-07-01,0.998776474,1.114563951605233
2006-08-01,1.055291783,0.6624438215431789
2006-09-01,0.864944688,0.5584966123467358
2006-10-01,0.973554385,0.7940474845390657
2006-11-01,1.065243135,0.8692222334348344
2006-12-01,1.042404562,0.6880800165162416
2007-01-01,1.113756901,0.8909482490202876
2007-02-01,1.108483491,0.44445362430291646
2007-03-01,1.148608874,0.7563684035181804
2007-04-01,1.133608176,0.7466865814326641
2007-05-01,1.046968206,1.015538572587603
2007-06-01,1.052006885,0.940970672608856
2007-07-01,0.940737913,0.4334785739124838
2007-08-01,0.867420302,-0.00840854176159222
2007-09-01,1.012136167,-0.0892732529810758
2007-10-01,0.875160596,0.09226528417660984
2007-11-01,0.813289789,-0.7150137001661925
2007-12-01,0.699653361,-0.6987618325962957
2008-01-01,0.490368559,-1.3132283345217062
2008-02-01,0.470704193,-1.372984935225172
2008-03-01,0.461250759,-1.3572897374304111
2008-04-01,0.401724345,-1.3715289143075229
2008-05-01,0.535026033,-1.4237197504072208
2008-06-01,0.354002879,-1.8641586806311676
2008-07-01,0.253263296,-1.5939792291448034
2008-08-01,0.139142984,-1.8056489639045945
2008-09-01,-0.099616959,-1.860030175490897
2008-10-01,-0.324866561,-2.810190184506019
2008-11-01,-0.821787358,-2.729983951522076
2008-12-01,-0.921603122,-3.003279245752256
2009-01-01,-1.194842352,-3.0371436214266803
2009-02-01,-0.885435069,-3.3082919973901
2009-03-01,-0.903309214,-3.1529389815587816
2009-04-01,-0.784405007,-2.4572811128587535
2009-05-01,-0.757352771,-2.2413423478934513
2009-06-01,-0.588486811,-2.0464256851385874
2009-07-01,-0.34904815,-1.4389439490205245
2009-08-01,-0.303896989,-1.053339817007492
2009-09-01,-0.262288937,-1.0774443854921911
2009-10-01,-0.062082321,-0.7504163125707608
2009-11-01,0.140664477,-0.6450226872661262
2009-12-01,0.184944557,-0.33555303552142324
2010-01-01,0.373868933,-0.09830163764522268
2010-02-01,0.398252418,-0.13661677580932155
2010-03-01,0.474924977,0.4388188579122493
2010-04-01,0.401213853,0.3554414819888275
2010-05-01,0.360116173,0.02370907837219721
2010-06-01,0.46509841,-0.3608752435121797
2010-07-01,0.408440468,-0.1046798176710339
2010-08-01,0.450015029,-0.19378147586574845
2010-09-01,0.556857031,0.11189770299976436
2010-10-01,0.499346631,0.17479587192710666
2010-11-01,0.408318454,-0.0723343997192949
2010-12-01,0.615705352,0.1823526772453088
2011-01-01,0.703233625,-0.0186372798628655
2011-02-01,0.519506114,-0.06138326303272973
2011-03-01,0.794818059,-0.11762330253185282
2011-04-01,0.547048878,-0.0317686521350593
2011-05-01,0.74333234,-0.20160233726308363
2011-06-01,0.133940756,-0.23974845868436803
2011-07-01,0.220982552,-0.638604915629672
2011-08-01,0.242615408,-1.1087273883698985
2011-09-01,-0.234862883,-1.648542675487841
2011-10-01,-0.032178775,-1.271600590923304
2011-11-01,-0.196130096,-1.487441863078239
2011-12-01,-0.238941005,-1.5336824766047994
2012-01-01,-0.24185998,-1.2642136112860491
2012-02-01,-0.146853021,-1.1216727987375268
2012-03-01,-0.082818144,-1.080850362797833
2012-04-01,0.024159637,-1.3068363228859936
2012-05-01,0.056856956,-1.5136335602911
2012-06-01,0.094301134,-1.1014243123501632
2012-07-01,0.087163788,-1.0523374194844284
2012-08-01,0.396830414,-0.8960973993444097
2012-09-01,0.501949473,-0.5829024395041493
2012-10-01,0.677318486,-0.5676361922395234
2012-11-01,0.720645726,-0.28123461786400294
2012-12-01,0.839764612,-0.09875686943578509
2013-01-01,0.81201137,-0.11347970542096844
2013-02-01,0.815820436,-0.21805290837759503
2013-03-01,0.835406797,-0.299388692087307
2013-04-01,0.900840259,-0.1933807277214731
2013-05-01,0.798968972,0.09636492945996925
2013-06-01,0.643957078,-0.23359401957811185
2013-07-01,0.940009078,0.00609375377960225
2013-08-01,0.6238391,0.14560353702657725
2013-09-01,0.677243102,0.08875216118708223
2013-10-01,0.691485824,0.4099434194439234
2013-11-01,0.574550018,0.3964388544427926
2013-12-01,0.867994438,0.26778692797294285
2014-01-01,0.866609737,-0.11658754949840631
2014-02-01,0.937130088,0.1829524427413296
2014-03-01,0.932218816,0.02809453237980092
2014-04-01,0.855428147,0.01131514454995846
2014-05-01,1.077342287,0.07636966869554818
2014-06-01,1.134405452,-0.00438271340655482
2014-07-01,1.13660775,-0.07294917340899948
2014-08-01,1.146062495,-0.03962238653106487
2014-09-01,1.221637525,0.291896769230503
2014-10-01,1.079336222,0.26694608605900566
2014-11-01,1.170778412,0.18895490748752664
2014-12-01,1.052648776,-0.03512276321139596
2015-01-01,1.056597614,0.04355791515351659
2015-02-01,1.137942155,0.14322402511312532
2015-03-01,1.143104308,0.13404881332926516
2015-04-01,1.289419552,0.25022273921945715
2015-05-01,1.224807083,0.05812936120883039
