Date,Foreign Exchange Reserves USD mn,GDP in mil USD,FER/GDP,FER/GDP MA3
2021-06-30,32990.71492314,95502.89,0.3454420585925725,0.3438386718237128
2021-07-31,33492.39792756,99203.41,0.3376133736487485,0.34492173811722315
2021-08-31,35979.76449952,104485.13,0.3443529667764207,0.3424694663392472
2021-09-30,41571.36800538,110027.43,0.3778273109294655,0.35326455045154487
2021-10-31,41300.11111724,115251.87,0.3583465597325232,0.3601756124794698
2021-11-30,40478.08024277,118795.18,0.3407384057397783,0.358970758800589
2021-12-31,40230.8032288,119855.08,0.3356620614562186,0.34491567564284004
2022-01-31,39319.72151395,116782.13,0.3366929641885278,0.3376978104615082
2022-02-28,39668.53424359,112830.34,0.3515768386729137,0.34131062143922003
2022-03-31,39275.44576533,108981.61,0.3603859932453741,0.34955193203560525
2022-04-30,38540.45268538,106715.96,0.3611498475521374,0.3577042264901418
2022-05-31,38600.5805337,106427.02,0.3626953055126414,0.36141038210338433
2022-06-30,39163.6500739,108439.4,0.36115701556722,0.36166738954399963
2022-07-31,38309.16591341,113012.31,0.3389822393101246,0.354278186796662
2022-08-31,38353.32984627,117908.62,0.3252801181649823,0.3418064576807756
2022-09-30,37394.38154333,121879.44,0.3068145172256288,0.3236922915669119
2022-10-31,36872.09334047,125700.46,0.293333002444621,0.30847587927841075
2022-11-30,36900.47239487,127833.17,0.2886611698268141,0.296269563165688
2022-12-31,36608.22737534,127268.4,0.2876458521937889,0.2898800081550747
2023-01-31,36395.49302467,121446.82,0.2996825526157869,0.2919965248787966
2023-02-28,36048.4029353,115477.96,0.3121669532030181,0.29983178600419796
2023-03-31,35144.28712045,111291.95,0.3157846288114279,0.30921137821007766
2023-04-30,34957.62728898,110014.61,0.3177544081552441,0.31523533005656335
2023-05-31,34387.69620344,110971.59,0.3098783770101879,0.31447247132561995
2023-06-30,33713.40255098,85732.5,0.3932394663748286,0.3402907505134202
