Date,Foreign Exchange Reserves USD mn,GDP in mil USD,FER/GDP,FER/GDP MA3
2005-04-30,16658.66291554,19360.59,0.8604419036578947,
2005-05-31,16345.53153967,20377.9,0.802120509948032,
2005-06-30,16654.45756676,21401.01,0.7782089521363712,0.8135904552474327
2005-07-31,18009.36960396,23243.65,0.7748081563764727,0.7850458728202919
2005-08-31,20261.02585279,25906.57,0.7820806016693835,0.7783659033940759
2005-09-30,20071.46945408,27723.67,0.7239831326112308,0.760290630219029
2005-10-31,20023.86525201,28639.95,0.6991585268832522,0.7350740870546222
2005-11-30,19646.29009611,29003.07,0.6773865696324561,0.7001760763756465
2005-12-31,19888.80480411,28919.35,0.6877334657974679,0.6880928541043921
2006-01-31,20988.76880432,26953.8,0.7786942399335158,0.71460475845448
2006-02-28,21093.48863754,24231.08,0.8705137632140209,0.7789804896483349
2006-03-31,22027.06513857,22146.3,0.994616036925807,0.8812746800244479
2006-04-30,23089.86413357,22935.55,1.0067281636398515,0.9572859879265598
2006-05-31,23385.30638441,26086.35,0.8964575873746232,0.9659339293134273
2006-06-30,23226.7910612,28079.5,0.8271796528143308,0.9101218012762685
2006-07-31,23332.1198173,29839.5,0.7819206024665293,0.8351859475518277
2006-08-31,23692.58482411,32242.47,0.7348253661741795,0.7813085404850132
2006-09-30,23769.75429341,33882.67,0.7015313224551075,0.7394257636986055
2006-10-31,27014.2564435,36146.07,0.7473635845750313,0.7279067577347726
2006-11-30,28148.05068471,39139.86,0.7191658499726366,0.7226869190009252
2006-12-31,28122.52997524,40937.13,0.686968773219813,0.7178327359224936
2007-01-31,28209.7803893,37120.26,0.7599564332065561,0.7220303521330019
2007-02-28,28641.61372131,33367.27,0.8583745005602796,0.7684332356622162
2007-03-31,28793.39264488,31064.41,0.9268932725546696,0.8484080687738351
2007-04-30,29247.78122668,32630.13,0.8963427735862529,0.893870182233734
2007-05-31,29513.00288272,36438.82,0.8099330022959031,0.8777230161456085
2007-06-30,29744.13521666,40354.07,0.7370789418926021,0.8144515725915861
2007-07-31,30764.23469174,45386.3,0.6778308584691856,0.7416142675525635
2007-08-31,33690.13278804,45797.41,0.7356340192172438,0.7168479398596772
2007-09-30,35843.11290082,47781.62,0.7501443630588498,0.7212030802484263
2007-10-31,36475.0286517,53025.41,0.6878782955511329,0.7245522259424089
2007-11-30,37369.03316343,56288.47,0.6638843294804425,0.7006356626968083
2007-12-31,36955.75349435,55529.13,0.6655201242005773,0.6724275830773842
2008-01-31,37920.71415367,49452.04,0.7668179948424777,0.6987408161744991
2008-02-29,38333.85609519,44582.99,0.8598314311173387,0.7640565167201313
2008-03-31,39631.66953414,42103.88,0.9412830725847594,0.8559774995148587
2008-04-30,39322.77518841,44688.99,0.8799208751061504,0.8936784596027495
2008-05-31,38972.66531224,48309.42,0.8067301431530332,0.8759780302813143
2008-06-30,39107.49658816,53229.45,0.7346966122730932,0.8071158768440924
2008-07-31,39215.29838351,58972.6,0.6649748931454609,0.735467216190529
2008-08-31,37898.37354969,59756.35,0.6342150005763404,0.677962168664965
2008-09-30,36519.55246132,59291.67,0.6159305761048728,0.6383734899422246
2008-10-31,34529.43362847,57214.34,0.6035101275042236,0.617885234728479
2008-11-30,34448.07598628,56853.68,0.6059075856880328,0.6084494297657097
2008-12-31,36375.80308802,56648.66,0.6421299830926275,0.6171825654282946
2009-01-31,33186.02160695,44949.83,0.7382902584270064,0.662109275735889
2009-02-28,32701.27372756,35858.76,0.9119465850899472,0.764122275536527
2009-03-31,33194.45795225,30864.98,1.075473172257037,0.9085700052579968
2009-04-30,32841.27943981,31698.63,1.036047281532672,1.0078223462932188
2009-05-31,37859.7991102,36571.4,1.0352296906927272,1.0489167148274787
2009-06-30,37034.99375185,41491.6,0.8925901568474102,0.9879557096909363
2009-07-31,38947.74335753,44095.43,0.8832603142214511,0.937026720587196
2009-08-31,38594.63316573,46035.38,0.8383689493978328,0.8714064734888979
2009-09-30,39989.20306001,49046.32,0.815335443311751,0.8456549023103449
2009-10-31,40438.05470316,53404.91,0.7571973195565725,0.8036339040887187
2009-11-30,41645.62508667,57040.35,0.7301081617954659,0.7675469748879298
2009-12-31,39157.1453935,55913.45,0.7003171042656106,0.7292075285392162
2010-01-31,37498.30803337,49567.24,0.7565139401219434,0.7289797353943399
2010-02-28,39288.65986958,40301.56,0.974866974617856,0.8105660063351365
2010-03-31,42018.08623683,34368.87,1.2225623430979835,0.9846477526125943
2010-04-30,41774.71825865,33370.12,1.2518599950689415,1.1497631042615937
2010-05-31,38375.40407513,34311.33,1.118446999143723,1.1976231124368826
2010-06-30,37669.48136712,36645.99,1.0279291504232797,1.1327453815453146
2010-07-31,40044.00384547,40794.2,0.981610225117051,1.0426621248946846
2010-08-31,38950.71819841,43352.6,0.898463257069011,0.9693342108697806
2010-09-30,43147.94816811,45526.35,0.947757686880455,0.942610389688839
2010-10-31,43705.63315833,51041.19,0.8562816258463017,0.9008341899319227
2010-11-30,41715.35667011,52062.67,0.8012527338707369,0.8684306821991644
2010-12-31,41980.40885239,49786.57,0.8432074925505011,0.8335806174225132
2011-01-31,43761.94550786,46022.68,0.9508778173687408,0.8651126812633262
2011-02-28,43263.42709925,41700.85,1.0374711090841076,0.9438521396677831
2011-03-31,45499.12068946,39158.65,1.1619174994403536,1.0500888086310673
2011-04-30,46541.24474553,40893.02,1.1381219764529498,1.1125035283258036
2011-05-31,46154.69455902,43673.55,1.0568111490597856,1.1189502083176963
2011-06-30,49095.56783165,47008.76,1.0443918927376514,1.079775006083462
2011-07-31,46149.79781335,49160.83,0.9387513964542502,1.0133181460838958
2011-08-31,46154.24553249,51847.31,0.8901955671854529,0.9577796187924514
2011-09-30,44513.60757037,51870.35,0.8581705650794722,0.8957058429063917
2011-10-31,44184.52846176,54261.86,0.8142833375368997,0.8542164899339415
2011-11-30,42102.77760995,55077.17,0.764432479191469,0.8122954606026136
2011-12-31,42470.11212162,52519.7,0.8086510799113475,0.795788965546572
2012-01-31,42086.18736634,46161.67,0.9117128424153632,0.8282654671727264
2012-02-29,44113.4087196,40841.42,1.0801144700551548,0.9334927974606217
2012-03-31,45662.50979216,36129.34,1.2638622734918492,1.0852298619874556
2012-04-30,44943.50317464,36393.02,1.234948437217906,1.19297506025497
2012-05-31,41078.32675614,38299.1,1.07256637247716,1.1904590277289715
2012-06-30,41382.84698833,41162.3,1.0053579850574432,1.1042909315841698
2012-07-31,39215.33203715,42158.28,0.9301928835130372,1.0027057470158802
2012-08-31,38667.86603766,44688.85,0.8652687647513866,0.9336065444406222
2012-09-30,41420.63068142,48673.86,0.850983067326487,0.8821482385303036
2012-10-31,40894.95567476,51685.25,0.7912306833140983,0.8358275051306571
2012-11-30,40398.3006286,53513.06,0.754924136810715,0.7990459624837666
2012-12-31,40997.75297374,54030.5,0.7587890723524675,0.7683146308257602
2013-01-31,42582.47107875,49819.67,0.8547320983609487,0.7894817691747104
2013-02-28,42036.04977841,42590.73,0.9869765035351588,0.8668325580828582
2013-03-31,41242.45172847,35622.04,1.1577790527569447,0.999829218217684
2013-04-30,42544.3198996,35657.18,1.193148754321009,1.1126347702043706
2013-05-31,42422.32799303,39603.25,1.0711829961690011,1.1407036010823182
2013-06-30,41995.13501459,43349.85,0.9687492578311112,1.0776936694403738
2013-07-31,44177.76490663,46665.65,0.9466870151091864,0.9955397563697662
2013-08-31,42417.81597228,49739.02,0.852807634172929,0.9227479690377421
2013-09-30,44744.96385323,52142.9,0.8581218891398446,0.8858721794739867
2013-10-31,46876.8424118,56929.9,0.8234133980878238,0.8447809738001991
2013-11-30,44064.0512243,58754.38,0.7499704911242362,0.8105019261173014
2013-12-31,44777.60259923,58199.66,0.7693791097616377,0.7809209996578991
2014-01-31,44333.37904433,51209.63,0.865723479047398,0.7950243599777572
2014-02-28,43652.19726079,44705.91,0.9764301243569362,0.8705109043886573
2014-03-31,43040.28465045,39786.92,1.0817697034716434,0.9746411022919924
2014-04-30,44945.16654978,40013.53,1.1232492246942472,1.0604830175076088
2014-05-31,41831.04287498,43954.52,0.9516892204710689,1.052236049545653
2014-06-30,42743.8352253,48428.11,0.8826244762659538,0.9858543071437564
2014-07-31,41352.37714478,51444.27,0.8038286313476701,0.8793807760282308
2014-08-31,40581.67605088,53044.12,0.7650551286529025,0.817169412088842
2014-09-30,39208.90429572,53996.02,0.7261443398183792,0.7650093666063172
2014-10-31,40335.99946672,56157.36,0.718267373443481,0.7364889473049209
2014-11-30,39119.47517411,56992.58,0.6863959338936753,0.7102692157185118
2014-12-31,38965.02616194,54828.65,0.7106690783365995,0.7051107952245852
2015-01-31,34523.09272977,46382.11,0.7443191508486784,0.7137947210263177
2015-02-28,34117.63951073,40359.24,0.8453489092145937,0.7667790461332905
2015-03-31,32853.11002594,34149.44,0.9620394954043168,0.8505691851558629
2015-04-30,33577.3833948,33772.75,0.9942152591897314,0.933867887936214
2015-05-31,33210.38926401,37295.31,0.8904709268808867,0.9489085604916448
2015-06-30,33572.61414602,40821.13,0.8224322586371324,0.9023728149025835
2015-07-31,32135.57011612,43440.74,0.7397565077418111,0.81755323108661
2015-08-31,32830.8488549,46908.74,0.6998876724230922,0.7540254796006786
2015-09-30,32511.0998556,50168.58,0.6480370753088885,0.6958937518245972
2015-10-31,34934.2157393,53565.42,0.6521785088084814,0.6667010855134873
2015-11-30,33896.55268783,52652.69,0.6437762759667169,0.6479972866946956
2015-12-31,34995.32101978,51386.5,0.6810216889607192,0.6589921579119724
2016-01-31,34302.87495902,45634.91,0.7516805655806048,0.692159510169347
2016-02-29,33489.26377451,40581.42,0.8252363710907603,0.7526462085440281
2016-03-31,35618.51167941,36017.16,0.9889317114233882,0.8552828826982509
2016-04-30,35709.84374603,36816.49,0.969941560046327,0.9280365475201585
2016-05-31,35878.88527292,40100.31,0.8947283767362397,0.951200549401985
2016-06-30,33932.04916808,43703.57,0.7764136698233118,0.8803612022019595
2016-07-31,35117.072525,46411.27,0.7566496785155848,0.8092639083583788
2016-08-31,35368.55391295,49368.86,0.7164142318244741,0.7498258600544568
2016-09-30,36034.80431074,51847.18,0.695019561541052,0.722694490627037
2016-10-31,36291.95923377,53616.51,0.6768802973891811,0.6961046969182356
2016-11-30,35040.24913136,54678.58,0.6408405106965104,0.6709134565422478
2016-12-31,34803.15518307,52656.24,0.6609502536274903,0.6595570205710605
2017-01-31,35907.75197227,48443.4,0.7412310443170793,0.6810072695470266
2017-02-28,35287.05417872,42855.58,0.8233946239607537,0.7418586406351078
2017-03-31,35774.31524884,38335.87,0.9331812542363066,0.8326023075047132
2017-04-30,37828.77991156,38663.94,0.9783995089884786,0.9116584623951796
2017-05-31,38497.53601262,43043.78,0.8943809305925271,0.9353205646057706
2017-06-30,38800.40127466,47902.7,0.8099835974727938,0.8942546790179331
2017-07-31,39558.70334769,52996.95,0.7464335843419292,0.81693270413575
2017-08-31,40175.58874259,57668.11,0.6966690731253373,0.7510287516466866
2017-09-30,37963.4855679,61462.25,0.617671588135807,0.6869247485343578
2017-10-31,38134.3524122,64722.4,0.5891986763809748,0.634513112547373
2017-11-30,37931.62121827,66201.46,0.5729725782221419,0.5932809475796411
2017-12-31,38854.82755733,65331.79,0.5947307973243959,0.5856340173091708
2018-01-31,40193.6058686,60653.72,0.6626733837363974,0.610125586427645
2018-02-28,41400.28421102,53766.29,0.7700044807075214,0.6758028872561047
2018-03-31,41346.474486,47989.13,0.8615799970951755,0.7647526205130313
2018-04-30,39077.86322172,48224.99,0.8103239258674808,0.8139694678900592
2018-05-31,37257.51359237,51069.95,0.7295388695773151,0.8004809308466571
2018-06-30,35699.23948283,55468.52,0.6435945917221156,0.7278191290556371
2018-07-31,35345.75198683,59932.36,0.5897607233693116,0.6542980615562474
2018-08-31,34640.90486928,62828.06,0.5513604091751361,0.5949052414221877
2018-09-30,35136.02563162,67091.21,0.5237053502481175,0.554942160930855
2018-10-31,35317.50382874,70027.65,0.5043365560423634,0.5264674384885389
2018-11-30,35472.64925376,71989.2,0.4927495965194779,0.5069305009366528
2018-12-31,36503.92528956,70737.73,0.5160460378013262,0.5043773967877224
2019-01-31,35182.35827436,63205.99,0.5566301275300015,0.5218085872836018
2019-02-28,35594.16045653,54395.83,0.6543545793221649,0.5756769148844975
2019-03-31,34591.55910177,48227.48,0.7172582747796484,0.6427476605439382
2019-04-30,36368.66133589,48255.79,0.7536641993818772,0.7084256844945634
2019-05-31,35244.89887818,52563.85,0.6705159321126591,0.7138128020913949
