Date,CPI yryrl
1977-01-31,5.036960514796345
1977-02-28,4.8835994738243125
1977-03-31,4.961241992925245
1977-04-30,4.8698760658925115
1977-05-31,4.928938134932128
1977-06-30,5.014978365829767
1977-07-31,2.7499441368145416
1977-08-31,2.877228641710648
1977-09-30,2.230575753635702
1977-10-31,2.701608178065803
1977-11-30,2.801303621883428
1977-12-31,2.999287607611715
1978-01-31,3.600749031611779
1978-02-28,4.0418613461054065
1978-03-31,3.9396321194825092
1978-04-30,4.030998045542244
1978-05-31,4.437285152700449
1978-06-30,4.169118191542414
1978-07-31,4.853179965333755
1978-08-31,5.863135516795865
1978-09-30,5.455085046071796
1978-10-31,4.843996276083818
1978-11-30,4.940384934996525
1978-12-31,4.777835226989476
1979-01-31,5.169109326008655
1979-02-28,5.23051062782131
1979-03-31,5.0502815221200805
1979-04-30,5.0502815221200805
1979-05-31,5.077232534173997
1979-06-30,5.575768424280151
1979-07-31,6.66358034901161
1979-08-31,12.17059226194225
1979-09-30,12.500954489372207
1979-10-31,13.11204325445713
1979-11-30,13.353139266202268
1979-12-31,13.331129798047343
1980-01-31,11.787632357159723
1980-02-29,11.145150978283036
1980-03-31,12.037279302692863
1980-04-30,12.45248440198717
1980-05-31,10.458479492428035
1980-06-30,10.878952971356156
1980-07-31,8.372076495114822
1980-08-31,2.340612708117642
1980-09-30,2.8768070180770966
1980-10-31,3.295513883496523
1980-11-30,3.0026393874409374
1980-12-31,4.297170505195305
1981-01-31,3.7066828862852335
1981-02-28,4.250128311755875
1981-03-31,5.26791086981733
1981-04-30,3.2611676213890486
1981-05-31,3.8256011920952084
1981-06-30,3.127402855483759
1981-07-31,4.215446309358082
1981-08-31,4.779081975300299
1981-09-30,4.912312035241723
1981-10-31,4.7595575885265005
1981-11-30,6.087084891182011
1981-12-31,6.4279087268765025
1982-01-31,5.887889836285064
1982-02-28,4.974866913293653
1982-03-31,3.744796266308664
1982-04-30,5.589494164500856
1982-05-31,5.60406696132148
1982-06-30,6.854646396860681
1982-07-31,6.070302081374135
1982-08-31,6.95258466970944
1982-09-30,8.667832998563272
1982-10-31,8.76751543073811
1982-11-30,7.943673472439383
1982-12-31,8.094031959170387
1983-01-31,7.935835269453893
1983-02-28,8.445380523111801
1983-03-31,8.3837765231948
1983-04-30,8.013990568811783
1983-05-31,8.033530707754002
1983-06-30,6.9992293032153
1983-07-31,7.3660277567740104
1983-08-31,6.73333001332219
1983-09-30,6.040911285487024
1983-10-31,5.904913602550031
1983-11-30,5.540610780365389
1983-12-31,5.129332626254995
1984-01-31,5.702789140004342
1984-02-29,7.895855727173689
1984-03-31,8.3801155329155
1984-04-30,8.924541524181507
1984-05-31,8.94449001770477
1984-06-30,8.91458942110119
1984-07-31,9.963989513536665
1984-08-31,8.681744284395226
1984-09-30,7.73867310728648
1984-10-31,7.296047462304335
1984-11-30,7.509035935336361
1984-12-31,7.548687128519916
1985-01-31,6.958404268415333
1985-02-28,6.913761286474609
1985-03-31,6.734813942974943
1985-04-30,6.6071674569489955
1985-05-31,6.42042769404525
1985-06-30,6.300479429838418
1985-07-31,5.832859153156504
1985-08-31,6.100082473735885
1985-09-30,6.6863012039074645
1985-10-31,7.0980930121473556
1985-11-30,7.380399401419116
1985-12-31,7.508594155000709
1986-01-31,6.988859105038175
1986-02-28,5.2254311552594075
1986-03-31,5.07920428820021
1986-04-30,5.0643607766895204
1986-05-31,4.797789474888052
1986-06-30,4.118235767765217
1986-07-31,4.375994150042244
1986-08-31,4.893352732101563
1986-09-30,5.139273691797812
1986-10-31,5.411946134784448
1986-11-30,5.573001748966063
1986-12-31,5.236789502241388
1987-01-31,5.533526618244809
1987-02-28,5.785181851268613
1987-03-31,5.28635308307797
1987-04-30,6.346956313048417
1987-05-31,8.341977014290315
1987-06-30,8.733153865741288
1987-07-31,9.435818598378908
1987-08-31,9.990134190808558
1987-09-30,9.634071825348697
1987-10-31,9.932167281474662
1987-11-30,10.039495819783612
1987-12-31,10.387519547574831
1988-01-31,16.374994394348384
1988-02-29,16.356107784249797
1988-03-31,16.378279318049195
1988-04-30,15.643990663267296
1988-05-31,13.857595153988925
1988-06-30,12.557720718816617
1988-07-31,13.80666513114018
1988-08-31,13.934857225384917
1988-09-30,14.292927551037007
1988-10-31,14.338468197476184
1988-11-30,14.09006103683689
1988-12-31,13.801548585957896
1989-01-31,11.269222459456126
1989-02-28,14.186840092838695
1989-03-31,14.534776233382201
1989-04-30,15.436847996422925
1989-05-31,15.895204997963466
1989-06-30,17.543980669328384
1989-07-31,16.507972705510056
1989-08-31,17.414292040620744
1989-09-30,16.61950583287485
1989-10-31,16.869907848017696
1989-11-30,16.60370834003423
1989-12-31,16.666185147286164
1990-01-31,20.456370774679556
1990-02-28,21.765125470814837
1990-03-31,23.106981405355825
1990-04-30,23.57353698500965
1990-05-31,23.779755232824822
1990-06-30,23.36418715581182
1990-07-31,24.5900542959426
1990-08-31,25.558677678895602
1990-09-30,27.05226747194106
1990-10-31,27.323884263456467
1990-11-30,28.954613508201405
1990-12-31,28.783603752355102
1991-01-31,29.31664411953706
1991-02-28,28.63374734335454
1991-03-31,29.502347489008596
1991-04-30,30.608768415534556
1991-05-31,31.423136656129152
1991-06-30,32.62533777661993
1991-07-31,32.35317227405577
1991-08-31,29.41438571798346
1991-09-30,29.295658076898185
1991-10-31,29.20605290306351
1991-11-30,28.38335454879431
1991-12-31,27.932539163031127
1992-01-31,24.83183376693941
1992-02-29,23.325325505100352
1992-03-31,22.156043308356715
1992-04-30,20.31704426981155
