"Date","Price","Open","High","Low","Change %"
"15/11/2021","11.472","11.472","11.472","11.472","0.00%"
"12/11/2021","11.472","11.472","11.472","11.472","-0.02%"
"09/11/2021","11.474","11.474","11.474","11.474","-0.01%"
"08/11/2021","11.475","11.475","11.475","11.475","0.00%"
"05/11/2021","11.475","11.475","11.475","11.475","-0.24%"
"04/11/2021","11.503","11.503","11.503","11.503","-0.01%"
"03/11/2021","11.504","11.504","11.504","11.504","-0.01%"
"02/11/2021","11.505","11.505","11.505","11.505","0.00%"
"01/11/2021","11.505","11.505","11.505","11.505","0.00%"
"29/10/2021","11.505","11.505","11.505","11.505","4.15%"
"28/10/2021","11.047","11.047","11.047","11.047","-0.02%"
"27/10/2021","11.049","11.049","11.049","11.049","0.00%"
"26/10/2021","11.049","11.049","11.049","11.049","-0.01%"
"25/10/2021","11.050","11.050","11.050","11.050","-0.02%"
"21/10/2021","11.052","11.052","11.052","11.052","1.43%"
"20/10/2021","10.896","10.896","10.896","10.896","-0.02%"
"18/10/2021","10.898","10.898","10.898","10.898","-0.01%"
"15/10/2021","10.899","10.899","10.899","10.899","-0.01%"
"14/10/2021","10.900","10.900","10.900","10.900","1.92%"
"13/10/2021","10.695","10.695","10.695","10.695","-0.01%"
"12/10/2021","10.696","10.696","10.696","10.696","0.00%"
"11/10/2021","10.696","10.696","10.696","10.696","-0.01%"
"08/10/2021","10.697","10.697","10.697","10.697","-0.25%"
"07/10/2021","10.724","10.724","10.724","10.724","4.73%"
"06/10/2021","10.240","10.240","10.240","10.240","-0.01%"
"05/10/2021","10.241","10.241","10.241","10.241","-0.01%"
"04/10/2021","10.242","10.242","10.242","10.242","-0.01%"
"30/09/2021","10.243","10.243","10.243","10.243","-0.02%"
"29/09/2021","10.245","10.245","10.245","10.245","-0.04%"
"28/09/2021","10.249","10.249","10.249","10.249","2.88%"
"27/09/2021","9.962","9.962","9.962","9.962","-3.30%"
"24/09/2021","10.302","10.302","10.302","10.302","-0.01%"
"23/09/2021","10.303","10.303","10.303","10.303","-1.40%"
"22/09/2021","10.449","10.449","10.449","10.449","-2.40%"
"21/09/2021","10.706","10.706","10.706","10.706","-0.01%"
"20/09/2021","10.707","10.707","10.707","10.707","-0.04%"
"17/09/2021","10.711","10.711","10.711","10.711","-0.51%"
"16/09/2021","10.766","10.766","10.766","10.766","-0.03%"
"15/09/2021","10.769","10.769","10.769","10.769","-0.01%"
"14/09/2021","10.770","10.770","10.770","10.770","-0.01%"
"10/09/2021","10.771","10.771","10.771","10.771","-0.01%"
"09/09/2021","10.772","10.772","10.772","10.772","1.94%"
"08/09/2021","10.567","10.567","10.567","10.567","-0.01%"
"07/09/2021","10.568","10.568","10.568","10.568","0.31%"
"06/09/2021","10.535","10.535","10.535","10.535","1.38%"
"03/09/2021","10.392","10.392","10.392","10.392","-1.59%"
"02/09/2021","10.560","10.560","10.560","10.560","-0.48%"
"31/08/2021","10.611","10.611","10.611","10.611","-0.03%"
"27/08/2021","10.614","10.614","10.614","10.614","-0.01%"
"26/08/2021","10.615","10.615","10.615","10.615","1.84%"
"25/08/2021","10.423","10.423","10.423","10.423","-0.02%"
"24/08/2021","10.425","10.425","10.425","10.425","-6.06%"
"23/08/2021","11.098","11.098","11.098","11.098","-0.01%"
"20/08/2021","11.099","11.099","11.099","11.099","-0.41%"
"19/08/2021","11.145","11.145","11.145","11.145","-0.03%"
"18/08/2021","11.148","11.148","11.148","11.148","-0.01%"
"16/08/2021","11.149","11.149","11.149","11.149","-0.02%"
"12/08/2021","11.151","11.151","11.151","11.151","-2.19%"
"11/08/2021","11.401","11.401","11.401","11.401","-2.30%"
"10/08/2021","11.669","11.669","11.669","11.669","-0.26%"
"09/08/2021","11.699","11.699","11.699","11.699","0.00%"
"06/08/2021","11.699","11.699","11.699","11.699","-0.01%"
"05/08/2021","11.700","11.700","11.700","11.700","-0.78%"
"04/08/2021","11.792","11.792","11.792","11.792","-0.03%"
"03/08/2021","11.795","11.795","11.795","11.795","0.46%"
"02/08/2021","11.741","11.741","11.741","11.741","-0.90%"
"30/07/2021","11.848","11.848","11.848","11.848","-0.01%"
"29/07/2021","11.849","11.849","11.849","11.849","-0.02%"
"28/07/2021","11.851","11.851","11.851","11.851","0.00%"
"27/07/2021","11.851","11.851","11.851","11.851","-0.01%"
"26/07/2021","11.852","11.852","11.852","11.852","0.00%"
"23/07/2021","11.852","11.852","11.852","11.852","-1.22%"
"22/07/2021","11.998","11.998","11.998","11.998","-0.21%"
"19/07/2021","12.023","12.023","12.023","12.023","-0.02%"
"16/07/2021","12.026","12.026","12.026","12.026","0.00%"
"15/07/2021","12.026","12.026","12.026","12.026","-0.89%"
"14/07/2021","12.134","12.134","12.134","12.134","0.71%"
"13/07/2021","12.049","12.049","12.049","12.049","0.00%"
"12/07/2021","12.049","12.049","12.049","12.049","0.00%"
"09/07/2021","12.049","12.049","12.049","12.049","0.00%"
"08/07/2021","12.049","12.049","12.049","12.049","0.83%"
"07/07/2021","11.950","11.950","11.950","11.950","0.61%"
"06/07/2021","11.878","11.878","11.878","11.878","0.55%"
"05/07/2021","11.813","11.813","11.813","11.813","0.10%"
"02/07/2021","11.801","11.801","11.801","11.801","-6.36%"
"01/07/2021","12.602","12.602","12.602","12.602","0.01%"
"30/06/2021","12.601","12.601","12.601","12.601","0.01%"
"29/06/2021","12.600","12.600","12.600","12.600","0.00%"
"28/06/2021","12.600","12.600","12.600","12.600","0.00%"
"25/06/2021","12.600","12.600","12.600","12.600","0.00%"
"24/06/2021","12.600","12.600","12.600","12.600","0.65%"
"23/06/2021","12.519","12.519","12.519","12.519","0.00%"
"22/06/2021","12.519","12.519","12.519","12.519","0.00%"
"21/06/2021","12.519","12.519","12.519","12.519","0.00%"
"18/06/2021","12.519","12.519","12.519","12.519","0.01%"
"17/06/2021","12.518","12.518","12.518","12.518","0.94%"
"16/06/2021","12.401","12.401","12.401","12.401","0.00%"
"15/06/2021","12.401","12.401","12.401","12.401","-0.02%"
"11/06/2021","12.403","12.403","12.403","12.403","2.00%"
"10/06/2021","12.160","12.160","12.160","12.160","0.00%"
"09/06/2021","12.160","12.160","12.160","12.160","0.00%"
"08/06/2021","12.160","12.160","12.160","12.160","0.00%"
"07/06/2021","12.160","12.160","12.160","12.160","0.00%"
"04/06/2021","12.160","12.160","12.160","12.160","0.00%"
"03/06/2021","12.160","12.160","12.160","12.160","-3.11%"
"02/06/2021","12.550","12.550","12.550","12.550","0.00%"
"01/06/2021","12.550","12.550","12.550","12.550","0.00%"
"31/05/2021","12.550","12.550","12.550","12.550","-0.60%"
"28/05/2021","12.626","12.626","12.626","12.626","-2.34%"
"27/05/2021","12.928","12.928","12.928","12.928","0.83%"
"26/05/2021","12.821","12.821","12.821","12.821","0.42%"
"25/05/2021","12.768","12.768","12.768","12.768","-0.02%"
"24/05/2021","12.771","12.771","12.771","12.771","0.40%"
"21/05/2021","12.720","12.720","12.720","12.720","0.78%"
"20/05/2021","12.621","12.621","12.621","12.621","0.00%"
"19/05/2021","12.621","12.621","12.621","12.621","-0.02%"
"18/05/2021","12.624","12.624","12.624","12.624","-0.11%"
"17/05/2021","12.638","12.638","12.638","12.638","2.29%"
"14/05/2021","12.355","12.355","12.355","12.355","-2.72%"
"11/05/2021","12.701","12.701","12.701","12.701","0.00%"
"10/05/2021","12.701","12.701","12.701","12.701","2.80%"
"07/05/2021","12.355","12.355","12.355","12.355","0.00%"
"06/05/2021","12.355","12.355","12.355","12.355","0.00%"
"04/05/2021","12.355","12.355","12.355","12.355","0.00%"
"30/04/2021","12.355","12.355","12.355","12.355","0.00%"
"29/04/2021","12.355","12.355","12.355","12.355","3.93%"
"28/04/2021","11.888","11.888","11.888","11.888","-0.01%"
"27/04/2021","11.889","11.889","11.889","11.889","0.00%"
"26/04/2021","11.889","11.889","11.889","11.889","0.00%"
"23/04/2021","11.889","11.889","11.889","11.889","0.00%"
"22/04/2021","11.889","11.889","11.889","11.889","-0.01%"
"21/04/2021","11.890","11.890","11.890","11.890","-0.35%"
"20/04/2021","11.932","11.932","11.932","11.932","0.00%"
"19/04/2021","11.932","11.932","11.932","11.932","-0.01%"
"16/04/2021","11.933","11.933","11.933","11.933","0.00%"
"15/04/2021","11.933","11.933","11.933","11.933","-0.01%"
"14/04/2021","11.934","11.934","11.934","11.934","13.82%"
"13/04/2021","10.485","10.485","10.485","10.485","0.00%"
"12/04/2021","10.485","10.485","10.485","10.485","-0.01%"
"09/04/2021","10.486","10.486","10.486","10.486","4.49%"
"08/04/2021","10.035","10.035","10.035","10.035","-0.04%"
"07/04/2021","10.039","10.039","10.039","10.039","-0.02%"
"01/04/2021","10.041","10.041","10.041","10.041","-0.06%"
"31/03/2021","10.047","10.047","10.047","10.047","0.00%"
"30/03/2021","10.047","10.047","10.047","10.047","2.00%"
"29/03/2021","9.850","9.850","9.850","9.850","0.01%"
"26/03/2021","9.849","9.849","9.849","9.849","-0.05%"
"24/03/2021","9.854","9.854","9.854","9.854","-0.01%"
"23/03/2021","9.855","9.855","9.855","9.855","-0.01%"
"22/03/2021","9.856","9.856","9.856","9.856","-0.16%"
"19/03/2021","9.872","9.872","9.872","9.872","-0.01%"
"18/03/2021","9.873","9.873","9.873","9.873","-0.04%"
"17/03/2021","9.877","9.877","9.877","9.877","-0.01%"
"16/03/2021","9.878","9.878","9.878","9.878","1.86%"
"15/03/2021","9.698","9.698","9.698","9.698","11.99%"
"12/03/2021","8.660","8.660","8.660","8.660","-1.18%"
"11/03/2021","8.763","8.763","8.763","8.763","2.58%"
"10/03/2021","8.543","8.543","8.543","8.543","-14.24%"
"08/03/2021","9.962","9.962","9.962","9.962","-0.01%"
"05/03/2021","9.963","9.963","9.963","9.963","-0.01%"
"04/03/2021","9.964","9.964","9.964","9.964","48.45%"
"03/03/2021","6.712","6.712","6.712","6.712","-0.04%"
"02/03/2021","6.715","6.715","6.715","6.715","-0.06%"
"01/03/2021","6.719","6.719","6.719","6.719","-0.04%"
"26/02/2021","6.722","6.722","6.722","6.722","-0.06%"
"25/02/2021","6.726","6.726","6.726","6.726","3.40%"
"24/02/2021","6.505","6.505","6.505","6.505","-23.79%"
"23/02/2021","8.536","8.536","8.536","8.536","-0.02%"
"22/02/2021","8.538","8.538","8.538","8.538","-0.04%"
"19/02/2021","8.541","8.541","8.541","8.541","-0.02%"
"18/02/2021","8.543","8.543","8.543","8.543","-3.37%"
"17/02/2021","8.841","8.841","8.841","8.841","-2.01%"
"16/02/2021","9.022","9.022","9.022","9.022","11.26%"
"15/02/2021","8.109","8.109","8.109","8.109","-0.06%"
"12/02/2021","8.114","8.114","8.114","8.114","1.70%"
"11/02/2021","7.978","7.978","7.978","7.978","-0.11%"
"10/02/2021","7.987","7.987","7.987","7.987","8.61%"
"09/02/2021","7.354","7.354","7.354","7.354","16.32%"
"05/02/2021","6.322","6.322","6.322","6.322","-0.05%"
"04/02/2021","6.325","6.325","6.325","6.325","-0.17%"
"03/02/2021","6.336","6.336","6.336","6.336","-0.06%"
"02/02/2021","6.340","6.340","6.340","6.340","-0.05%"
"01/02/2021","6.343","6.343","6.343","6.343","-4.72%"
"29/01/2021","6.657","6.657","6.657","6.657","-0.06%"
"28/01/2021","6.661","6.661","6.661","6.661","-0.19%"
"26/01/2021","6.674","6.674","6.674","6.674","9.66%"
"25/01/2021","6.086","6.086","6.086","6.086","14.16%"
"22/01/2021","5.331","5.331","5.331","5.331","-0.07%"
"21/01/2021","5.335","5.335","5.335","5.335","0.00%"
"20/01/2021","5.335","5.335","5.335","5.335","-6.37%"
"19/01/2021","5.698","5.698","5.698","5.698","2.26%"
"18/01/2021","5.572","5.572","5.572","5.572","0.61%"
"13/01/2021","5.538","5.538","5.538","5.538","-0.07%"
"12/01/2021","5.542","5.542","5.542","5.542","0.89%"
"11/01/2021","5.493","5.493","5.493","5.493","0.94%"
"08/01/2021","5.442","5.442","5.442","5.442","-0.95%"
"07/01/2021","5.494","5.494","5.494","5.494","-2.02%"
"06/01/2021","5.607","5.607","5.607","5.607","3.20%"
"05/01/2021","5.433","5.433","5.433","5.433","0.31%"
"04/01/2021","5.416","5.416","5.416","5.416","-0.11%"
"31/12/2020","5.422","5.422","5.422","5.422","13.15%"
"30/12/2020","4.792","4.792","4.792","4.792","-0.35%"
"29/12/2020","4.809","4.809","4.809","4.809","5.65%"
"23/12/2020","4.552","4.552","4.552","4.552","7.43%"
"21/12/2020","4.237","4.237","4.237","4.237","31.30%"
"18/12/2020","3.227","3.227","3.227","3.227","-0.15%"
"17/12/2020","3.232","3.232","3.232","3.232","-0.46%"
"16/12/2020","3.247","3.247","3.247","3.247","-0.49%"
"11/12/2020","3.263","3.263","3.263","3.263","-3.77%"
"09/12/2020","3.391","3.391","3.391","3.391","167.01%"
"03/12/2020","1.270","1.270","1.270","1.270","0.55%"
"02/12/2020","1.263","1.263","1.263","1.263","-0.47%"
"01/12/2020","1.269","1.269","1.269","1.269","-24.10%"
"30/11/2020","1.672","1.672","1.672","1.672","-0.65%"
"26/11/2020","1.683","1.683","1.683","1.683","-12.34%"
"25/11/2020","1.920","1.920","1.920","1.920","-13.36%"
"23/11/2020","2.216","2.216","2.216","2.216","-0.23%"
"20/11/2020","2.221","2.221","2.221","2.221","-0.27%"
"19/11/2020","2.227","2.227","2.227","2.227","-0.71%"
"18/11/2020","2.243","2.243","2.243","2.243","-4.63%"
"17/11/2020","2.352","2.352","2.352","2.352","-0.47%"
"13/11/2020","2.363","2.363","2.363","2.363","-0.21%"
"12/11/2020","2.368","2.368","2.368","2.368","-0.88%"
"10/11/2020","2.389","2.389","2.389","2.389","7.76%"
"09/11/2020","2.217","2.217","2.217","2.217","-0.23%"
"06/11/2020","2.222","2.222","2.222","2.222","-0.36%"
"05/11/2020","2.230","2.230","2.230","2.230","-7.66%"
"04/11/2020","2.415","2.415","2.415","2.415","-20.64%"
"03/11/2020","3.043","3.043","3.043","3.043","-1.71%"
"02/11/2020","3.096","3.096","3.096","3.096","1.84%"
"30/10/2020","3.040","3.040","3.040","3.040","-0.72%"
"28/10/2020","3.062","3.062","3.062","3.062","-0.49%"
"27/10/2020","3.077","3.077","3.077","3.077","-0.39%"
"26/10/2020","3.089","3.089","3.089","3.089","-4.69%"
"23/10/2020","3.241","3.241","3.241","3.241","2.30%"
"22/10/2020","3.168","3.168","3.168","3.168","-0.44%"
"21/10/2020","3.182","3.182","3.182","3.182","5.47%"
"20/10/2020","3.017","3.017","3.017","3.017","-1.18%"
"19/10/2020","3.053","3.053","3.053","3.053","-19.42%"
"16/10/2020","3.789","3.789","3.789","3.789","-0.16%"
"15/10/2020","3.795","3.795","3.795","3.795","-5.05%"
"14/10/2020","3.997","3.997","3.997","3.997","2.12%"
"13/10/2020","3.914","3.914","3.914","3.914","-0.13%"
"12/10/2020","3.919","3.919","3.919","3.919","-0.23%"
"08/10/2020","3.928","3.928","3.928","3.928","-0.33%"
"07/10/2020","3.941","3.941","3.941","3.941","-0.13%"
"06/10/2020","3.946","3.946","3.946","3.946","-21.14%"
"05/10/2020","5.004","5.004","5.004","5.004","18.72%"
"02/10/2020","4.215","4.215","4.215","4.215","-0.12%"
"30/09/2020","4.220","4.220","4.220","4.220","-0.50%"
"29/09/2020","4.241","4.241","4.241","4.241","0.00%"
"28/09/2020","4.241","4.241","4.241","4.241","-0.12%"
"25/09/2020","4.246","4.246","4.246","4.246","-0.09%"
"24/09/2020","4.250","4.250","4.250","4.250","-11.03%"
"23/09/2020","4.777","4.777","4.777","4.777","-0.08%"
"22/09/2020","4.781","4.781","4.781","4.781","-0.08%"
"21/09/2020","4.785","4.785","4.785","4.785","-0.08%"
"18/09/2020","4.789","4.789","4.789","4.789","-0.08%"
"17/09/2020","4.793","4.793","4.793","4.793","-4.12%"
"16/09/2020","4.999","4.999","4.999","4.999","-2.80%"
"15/09/2020","5.143","5.143","5.143","5.143","-0.06%"
"14/09/2020","5.146","5.146","5.146","5.146","-0.08%"
"11/09/2020","5.150","5.150","5.150","5.150","-0.64%"
"10/09/2020","5.183","5.183","5.183","5.183","-10.19%"
"08/09/2020","5.771","5.771","5.771","5.771","-0.05%"
"07/09/2020","5.774","5.774","5.774","5.774","-2.14%"
"04/09/2020","5.900","5.900","5.900","5.900","-6.20%"
"03/09/2020","6.290","6.290","6.290","6.290","-0.33%"
"02/09/2020","6.311","6.311","6.311","6.311","-0.69%"
"01/09/2020","6.355","6.355","6.355","6.355","-0.44%"
"31/08/2020","6.383","6.383","6.383","6.383","2.62%"
"28/08/2020","6.220","6.220","6.220","6.220","-1.80%"
"27/08/2020","6.334","6.334","6.334","6.334","-0.14%"
"26/08/2020","6.343","6.343","6.343","6.343","0.25%"
"25/08/2020","6.327","6.327","6.327","6.327","-0.08%"
"24/08/2020","6.332","6.332","6.332","6.332","-0.05%"
"21/08/2020","6.335","6.335","6.335","6.335","-1.34%"
"19/08/2020","6.421","6.421","6.421","6.421","-0.05%"
"18/08/2020","6.424","6.424","6.424","6.424","-0.05%"
"17/08/2020","6.427","6.427","6.427","6.427","-0.05%"
"14/08/2020","6.430","6.430","6.430","6.430","-0.05%"
"13/08/2020","6.433","6.433","6.433","6.433","-0.14%"
"12/08/2020","6.442","6.442","6.442","6.442","-4.36%"
"11/08/2020","6.736","6.736","6.736","6.736","15.22%"
"10/08/2020","5.846","5.846","5.846","5.846","-1.70%"
"07/08/2020","5.947","5.947","5.947","5.947","-6.51%"
"06/08/2020","6.361","6.361","6.361","6.361","-0.14%"
"05/08/2020","6.370","6.370","6.370","6.370","29.00%"
"29/07/2020","4.938","4.938","4.938","4.938","-0.28%"
"28/07/2020","4.952","4.952","4.952","4.952","-0.08%"
"27/07/2020","4.956","4.956","4.956","4.956","-0.06%"
"24/07/2020","4.959","4.959","4.959","4.959","1.14%"
"23/07/2020","4.903","4.903","4.903","4.903","-0.23%"
"22/07/2020","4.914","4.914","4.914","4.914","-0.08%"
"21/07/2020","4.918","4.918","4.918","4.918","-7.43%"
"20/07/2020","5.313","5.313","5.313","5.313","-6.01%"
"17/07/2020","5.653","5.653","5.653","5.653","-0.05%"
"16/07/2020","5.656","5.656","5.656","5.656","-0.18%"
"15/07/2020","5.666","5.666","5.666","5.666","-1.68%"
"14/07/2020","5.763","5.763","5.763","5.763","-2.44%"
"13/07/2020","5.907","5.907","5.907","5.907","-0.07%"
"10/07/2020","5.911","5.911","5.911","5.911","-0.05%"
"09/07/2020","5.914","5.914","5.914","5.914","0.87%"
"08/07/2020","5.863","5.863","5.863","5.863","-1.87%"
"07/07/2020","5.975","5.975","5.975","5.975","-4.66%"
"06/07/2020","6.267","6.267","6.267","6.267","-0.41%"
"03/07/2020","6.293","6.293","6.293","6.293","-2.48%"
"02/07/2020","6.453","6.453","6.453","6.453","-9.41%"
"01/07/2020","7.123","7.123","7.123","7.123","-0.03%"
"30/06/2020","7.125","7.125","7.125","7.125","-0.04%"
"29/06/2020","7.128","7.128","7.128","7.128","-0.04%"
"26/06/2020","7.131","7.131","7.131","7.131","-0.14%"
"24/06/2020","7.141","7.141","7.141","7.141","0.61%"
"23/06/2020","7.098","7.098","7.098","7.098","-4.47%"
"22/06/2020","7.430","7.430","7.430","7.430","-0.07%"
"18/06/2020","7.435","7.435","7.435","7.435","-11.44%"
"17/06/2020","8.395","8.395","8.395","8.395","-0.06%"
"15/06/2020","8.400","8.400","8.400","8.400","-3.17%"
"11/06/2020","8.675","8.675","8.675","8.675","-0.02%"
"10/06/2020","8.677","8.677","8.677","8.677","-0.10%"
"09/06/2020","8.686","8.686","8.686","8.686","-0.02%"
"08/06/2020","8.688","8.688","8.688","8.688","-0.02%"
"05/06/2020","8.690","8.690","8.690","8.690","12.84%"
"02/06/2020","7.701","7.701","7.701","7.701","-2.85%"
"01/06/2020","7.927","7.927","7.927","7.927","-6.80%"
"29/05/2020","8.505","8.505","8.505","8.505","-10.43%"
"28/05/2020","9.495","9.495","9.495","9.495","-1.63%"
"27/05/2020","9.652","9.652","9.652","9.652","-0.05%"
"22/05/2020","9.657","9.657","9.657","9.657","-0.24%"
"21/05/2020","9.680","9.680","9.680","9.680","-0.05%"
"20/05/2020","9.685","9.685","9.685","9.685","-3.34%"
"19/05/2020","10.020","10.020","10.020","10.020","-1.04%"
"18/05/2020","10.125","10.125","10.125","10.125","-0.01%"
"15/05/2020","10.126","10.126","10.126","10.126","8.39%"
"14/05/2020","9.342","9.342","9.342","9.342","-0.05%"
"13/05/2020","9.347","9.347","9.347","9.347","-0.02%"
"12/05/2020","9.349","9.349","9.349","9.349","-0.02%"
"11/05/2020","9.351","9.351","9.351","9.351","-0.02%"
"08/05/2020","9.353","9.353","9.353","9.353","-0.02%"
"07/05/2020","9.355","9.355","9.355","9.355","11.05%"
"05/05/2020","8.424","8.424","8.424","8.424","-4.81%"
"04/05/2020","8.850","8.850","8.850","8.850","10.71%"
"30/04/2020","7.994","7.994","7.994","7.994","-5.09%"
"29/04/2020","8.423","8.423","8.423","8.423","-12.77%"
"27/04/2020","9.656","9.656","9.656","9.656","-0.10%"
"21/04/2020","9.666","9.666","9.666","9.666","-0.01%"
"20/04/2020","9.667","9.667","9.667","9.667","-11.75%"
"17/04/2020","10.954","10.954","10.954","10.954","-0.01%"
"16/04/2020","10.955","10.955","10.955","10.955","-0.03%"
"15/04/2020","10.958","10.958","10.958","10.958","-0.02%"
"14/04/2020","10.960","10.960","10.960","10.960","3.34%"
"09/04/2020","10.606","10.606","10.606","10.606","-3.25%"
"08/04/2020","10.962","10.962","10.962","10.962","-4.53%"
"07/04/2020","11.482","11.482","11.482","11.482","-1.89%"
"06/04/2020","11.703","11.703","11.703","11.703","-0.39%"
"03/04/2020","11.749","11.749","11.749","11.749","-0.01%"
"02/04/2020","11.750","11.750","11.750","11.750","-0.02%"
"01/04/2020","11.752","11.752","11.752","11.752","-0.01%"
"31/03/2020","11.753","11.753","11.753","11.753","-0.01%"
"30/03/2020","11.754","11.754","11.754","11.754","-0.01%"
"27/03/2020","11.755","11.755","11.755","11.755","-2.89%"
"26/03/2020","12.105","12.105","12.105","12.105","-1.04%"
"25/03/2020","12.232","12.232","12.232","12.232","0.61%"
"24/03/2020","12.158","12.158","12.158","12.158","-0.35%"
"23/03/2020","12.201","12.201","12.201","12.201","8.00%"
"20/03/2020","11.297","11.297","11.297","11.297","0.96%"
"19/03/2020","11.190","11.190","11.190","11.190","0.48%"
"18/03/2020","11.136","11.136","11.136","11.136","-1.00%"
"17/03/2020","11.248","11.248","11.248","11.248","-0.75%"
"13/03/2020","11.333","11.333","11.333","11.333","-0.02%"
"11/03/2020","11.335","11.335","11.335","11.335","10.86%"
"06/03/2020","10.225","10.225","10.225","10.225","46.68%"
"04/03/2020","6.971","6.971","6.971","6.971","-0.03%"
"03/03/2020","6.973","6.973","6.973","6.973","-0.07%"
"28/02/2020","6.978","6.978","6.978","6.978","-0.03%"
"27/02/2020","6.980","6.980","6.980","6.980","-19.65%"
"21/02/2020","8.687","8.687","8.687","8.687","-10.49%"
"20/02/2020","9.705","9.705","9.705","9.705","-0.04%"
"19/02/2020","9.709","9.709","9.709","9.709","-0.02%"
"18/02/2020","9.711","9.711","9.711","9.711","-0.01%"
"17/02/2020","9.712","9.712","9.712","9.712","-0.11%"
"14/02/2020","9.723","9.723","9.723","9.723","-1.05%"
"13/02/2020","9.826","9.826","9.826","9.826","3.81%"
"12/02/2020","9.465","9.465","9.465","9.465","-0.34%"
"11/02/2020","9.497","9.497","9.497","9.497","-0.03%"
"10/02/2020","9.500","9.500","9.500","9.500","-0.53%"
"07/02/2020","9.551","9.551","9.551","9.551","-1.48%"
"06/02/2020","9.694","9.694","9.694","9.694","1.67%"
"05/02/2020","9.535","9.535","9.535","9.535","0.32%"
"04/02/2020","9.505","9.505","9.505","9.505","0.93%"
"03/02/2020","9.417","9.417","9.417","9.417","-1.28%"
"31/01/2020","9.539","9.539","9.539","9.539","-0.17%"
"30/01/2020","9.555","9.555","9.555","9.555","-0.94%"
"29/01/2020","9.646","9.646","9.646","9.646","-0.02%"
"28/01/2020","9.648","9.648","9.648","9.648","-0.03%"
"27/01/2020","9.651","9.651","9.651","9.651","-0.02%"
"24/01/2020","9.653","9.653","9.653","9.653","-1.01%"
"23/01/2020","9.751","9.751","9.751","9.751","-2.97%"
"22/01/2020","10.049","10.049","10.049","10.049","1.58%"
"21/01/2020","9.893","9.893","9.893","9.893","-0.03%"
"20/01/2020","9.896","9.896","9.896","9.896","-0.02%"
"17/01/2020","9.898","9.898","9.898","9.898","1.13%"
"14/01/2020","9.787","9.787","9.787","9.787","-0.02%"
"13/01/2020","9.789","9.789","9.789","9.789","-0.63%"
"10/01/2020","9.851","9.851","9.851","9.851","1.23%"
"09/01/2020","9.731","9.731","9.731","9.731","-3.84%"
"08/01/2020","10.120","10.120","10.120","10.120","0.09%"
"07/01/2020","10.111","10.111","10.111","10.111","-0.42%"
"06/01/2020","10.154","10.154","10.154","10.154","1.71%"
"03/01/2020","9.983","9.983","9.983","9.983","-0.02%"
"02/01/2020","9.985","9.985","9.985","9.985","-0.06%"
"31/12/2019","9.991","9.991","9.991","9.991","-0.02%"
"30/12/2019","9.993","9.993","9.993","9.993","-0.04%"
"27/12/2019","9.997","9.997","9.997","9.997","-0.02%"
"24/12/2019","9.999","9.999","9.999","9.999","-5.63%"
"23/12/2019","10.595","10.595","10.595","10.595","-2.39%"
"20/12/2019","10.854","10.854","10.854","10.854","-0.02%"
"19/12/2019","10.856","10.856","10.856","10.856","-0.05%"
"18/12/2019","10.861","10.861","10.861","10.861","0.10%"
"16/12/2019","10.850","10.850","10.850","10.850","-0.40%"
"13/12/2019","10.894","10.894","10.894","10.894","-1.16%"
"12/12/2019","11.022","11.022","11.022","11.022","-0.04%"
"11/12/2019","11.026","11.026","11.026","11.026","-0.02%"
"10/12/2019","11.028","11.028","11.028","11.028","0.19%"
"09/12/2019","11.007","11.007","11.007","11.007","-0.02%"
"06/12/2019","11.009","11.009","11.009","11.009","-5.45%"
"04/12/2019","11.643","11.643","11.643","11.643","-2.76%"
"03/12/2019","11.974","11.974","11.974","11.974","-1.67%"
"02/12/2019","12.177","12.177","12.177","12.177","-0.02%"
"29/11/2019","12.179","12.179","12.179","12.179","0.00%"
"28/11/2019","12.179","12.179","12.179","12.179","-0.02%"
"27/11/2019","12.182","12.182","12.182","12.182","-0.02%"
"26/11/2019","12.184","12.184","12.184","12.184","0.00%"
"25/11/2019","12.184","12.184","12.184","12.184","-0.62%"
"21/11/2019","12.260","12.260","12.260","12.260","1.49%"
"20/11/2019","12.080","12.080","12.080","12.080","-0.02%"
"19/11/2019","12.083","12.083","12.083","12.083","1.16%"
"18/11/2019","11.945","11.945","11.945","11.945","-0.01%"
"15/11/2019","11.946","11.946","11.946","11.946","-2.96%"
"14/11/2019","12.311","12.311","12.311","12.311","-0.02%"
"13/11/2019","12.314","12.314","12.314","12.314","0.90%"
"12/11/2019","12.204","12.204","12.204","12.204","-0.02%"
"08/11/2019","12.206","12.206","12.206","12.206","-0.06%"
"07/11/2019","12.213","12.213","12.213","12.213","-0.02%"
"06/11/2019","12.216","12.216","12.216","12.216","-5.70%"
"05/11/2019","12.955","12.955","12.955","12.955","0.42%"
"04/11/2019","12.901","12.901","12.901","12.901","0.85%"
"01/11/2019","12.792","12.792","12.792","12.792","6.55%"
"31/10/2019","12.006","12.006","12.006","12.006","-4.07%"
"30/10/2019","12.515","12.515","12.515","12.515","-2.96%"
"29/10/2019","12.897","12.897","12.897","12.897","-7.74%"
"28/10/2019","13.979","13.979","13.979","13.979","0.00%"
"25/10/2019","13.979","13.979","13.979","13.979","-0.63%"
"24/10/2019","14.067","14.067","14.067","14.067","-0.36%"
"23/10/2019","14.118","14.118","14.118","14.118","0.00%"
