"Date","Price","Open","High","Low","Change %"
"23/12/2022","13.929","13.929","13.929","13.929","-0.01%"
"22/12/2022","13.930","13.930","13.930","13.930","-0.04%"
"21/12/2022","13.935","13.935","13.935","13.935","-0.01%"
"20/12/2022","13.936","13.936","13.936","13.936","-0.01%"
"19/12/2022","13.937","13.937","13.937","13.937","-0.01%"
"16/12/2022","13.938","13.938","13.938","13.938","-0.01%"
"15/12/2022","13.939","13.939","13.939","13.939","-0.03%"
"14/12/2022","13.943","13.943","13.943","13.943","-0.01%"
"13/12/2022","13.944","13.944","13.944","13.944","-0.01%"
"12/12/2022","13.945","13.945","13.945","13.945","-0.01%"
"09/12/2022","13.946","13.946","13.946","13.946","-0.01%"
"08/12/2022","13.947","13.947","13.947","13.947","-0.02%"
"07/12/2022","13.950","13.950","13.950","13.950","-0.53%"
"06/12/2022","14.024","14.024","14.024","14.024","-0.01%"
"05/12/2022","14.025","14.025","14.025","14.025","-0.01%"
"02/12/2022","14.026","14.026","14.026","14.026","-0.01%"
"01/12/2022","14.028","14.028","14.028","14.028","-1.54%"
"30/11/2022","14.247","14.247","14.247","14.247","-0.72%"
"29/11/2022","14.350","14.350","14.350","14.350","-1.57%"
"28/11/2022","14.579","14.579","14.579","14.579","-0.01%"
"25/11/2022","14.580","14.580","14.580","14.580","-0.01%"
"24/11/2022","14.581","14.581","14.581","14.581","-0.01%"
"23/11/2022","14.583","14.583","14.583","14.583","0.01%"
"22/11/2022","14.581","14.581","14.581","14.581","-0.01%"
"21/11/2022","14.582","14.582","14.582","14.582","-0.01%"
"18/11/2022","14.583","14.583","14.583","14.583","-0.01%"
"17/11/2022","14.584","14.584","14.584","14.584","-0.02%"
"16/11/2022","14.587","14.587","14.587","14.587","0.00%"
"15/11/2022","14.587","14.587","14.587","14.587","-0.01%"
"14/11/2022","14.588","14.588","14.588","14.588","-0.01%"
"11/11/2022","14.589","14.589","14.589","14.589","-0.01%"
"10/11/2022","14.590","14.590","14.590","14.590","-0.02%"
"09/11/2022","14.593","14.593","14.593","14.593","-0.01%"
"08/11/2022","14.594","14.594","14.594","14.594","-0.01%"
"07/11/2022","14.595","14.595","14.595","14.595","-0.01%"
"04/11/2022","14.596","14.596","14.596","14.596","-0.01%"
"03/11/2022","14.597","14.597","14.597","14.597","-0.02%"
"02/11/2022","14.600","14.600","14.600","14.600","0.12%"
"01/11/2022","14.582","14.582","14.582","14.582","1.24%"
"31/10/2022","14.403","14.403","14.403","14.403","1.07%"
"28/10/2022","14.250","14.250","14.250","14.250","-0.01%"
"27/10/2022","14.251","14.251","14.251","14.251","-0.63%"
"26/10/2022","14.342","14.342","14.342","14.342","-0.01%"
"25/10/2022","14.343","14.343","14.343","14.343","-0.01%"
"24/10/2022","14.344","14.344","14.344","14.344","-0.01%"
"21/10/2022","14.345","14.345","14.345","14.345","-0.01%"
"20/10/2022","14.347","14.347","14.347","14.347","-0.02%"
"19/10/2022","14.350","14.350","14.350","14.350","-0.01%"
"18/10/2022","14.351","14.351","14.351","14.351","4.70%"
"17/10/2022","13.707","13.707","13.707","13.707","-0.01%"
"14/10/2022","13.709","13.709","13.709","13.709","-0.01%"
"13/10/2022","13.710","13.710","13.710","13.710","-0.03%"
"12/10/2022","13.714","13.714","13.714","13.714","-0.01%"
"11/10/2022","13.716","13.716","13.716","13.716","-0.02%"
"07/10/2022","13.719","13.719","13.719","13.719","-0.01%"
"06/10/2022","13.720","13.720","13.720","13.720","-0.03%"
"05/10/2022","13.724","13.724","13.724","13.724","5.05%"
"04/10/2022","13.064","13.064","13.064","13.064","-0.02%"
"30/09/2022","13.067","13.067","13.067","13.067","-0.02%"
"29/09/2022","13.069","13.069","13.069","13.069","-0.04%"
"28/09/2022","13.074","13.074","13.074","13.074","-0.02%"
"27/09/2022","13.076","13.076","13.076","13.076","-0.02%"
"26/09/2022","13.078","13.078","13.078","13.078","-0.01%"
"23/09/2022","13.079","13.079","13.079","13.079","-0.02%"
"22/09/2022","13.081","13.081","13.081","13.081","-0.04%"
"21/09/2022","13.086","13.086","13.086","13.086","2.09%"
"20/09/2022","12.818","12.818","12.818","12.818","-0.02%"
"19/09/2022","12.820","12.820","12.820","12.820","-0.02%"
"16/09/2022","12.822","12.822","12.822","12.822","-0.75%"
"15/09/2022","12.919","12.919","12.919","12.919","1.12%"
"14/09/2022","12.776","12.776","12.776","12.776","-2.04%"
"13/09/2022","13.042","13.042","13.042","13.042","-0.01%"
"12/09/2022","13.043","13.043","13.043","13.043","-0.01%"
"09/09/2022","13.044","13.044","13.044","13.044","-0.01%"
"08/09/2022","13.045","13.045","13.045","13.045","-0.02%"
"07/09/2022","13.048","13.048","13.048","13.048","-0.01%"
"06/09/2022","13.049","13.049","13.049","13.049","0.05%"
"05/09/2022","13.042","13.042","13.042","13.042","-0.01%"
"02/09/2022","13.043","13.043","13.043","13.043","-0.01%"
"01/09/2022","13.044","13.044","13.044","13.044","-0.02%"
"31/08/2022","13.047","13.047","13.047","13.047","-0.01%"
"30/08/2022","13.048","13.048","13.048","13.048","-0.01%"
"29/08/2022","13.049","13.049","13.049","13.049","-0.01%"
"26/08/2022","13.050","13.050","13.050","13.050","2.76%"
"25/08/2022","12.700","12.700","12.700","12.700","-0.02%"
"24/08/2022","12.703","12.703","12.703","12.703","-0.02%"
"23/08/2022","12.705","12.705","12.705","12.705","-0.01%"
"22/08/2022","12.706","12.706","12.706","12.706","-0.01%"
"19/08/2022","12.707","12.707","12.707","12.707","-0.01%"
"18/08/2022","12.708","12.708","12.708","12.708","-0.03%"
"17/08/2022","12.712","12.712","12.712","12.712","-0.01%"
"16/08/2022","12.713","12.713","12.713","12.713","-0.01%"
"15/08/2022","12.714","12.714","12.714","12.714","-0.01%"
"12/08/2022","12.715","12.715","12.715","12.715","-1.16%"
"11/08/2022","12.864","12.864","12.864","12.864","2.93%"
"10/08/2022","12.498","12.498","12.498","12.498","-0.01%"
"09/08/2022","12.499","12.499","12.499","12.499","-0.02%"
"08/08/2022","12.501","12.501","12.501","12.501","5.06%"
"05/08/2022","11.899","11.899","11.899","11.899","-0.01%"
"04/08/2022","11.900","11.900","11.900","11.900","-0.04%"
"03/08/2022","11.905","11.905","11.905","11.905","-0.01%"
"02/08/2022","11.906","11.906","11.906","11.906","1.49%"
"01/08/2022","11.731","11.731","11.731","11.731","-0.01%"
"29/07/2022","11.732","11.732","11.732","11.732","-0.02%"
"28/07/2022","11.734","11.734","11.734","11.734","-0.06%"
"26/07/2022","11.741","11.741","11.741","11.741","-0.42%"
"25/07/2022","11.790","11.790","11.790","11.790","0.02%"
"22/07/2022","11.788","11.788","11.788","11.788","0.65%"
"21/07/2022","11.712","11.712","11.712","11.712","-0.04%"
"20/07/2022","11.717","11.717","11.717","11.717","-0.02%"
"19/07/2022","11.719","11.719","11.719","11.719","9.60%"
"18/07/2022","10.693","10.693","10.693","10.693","-0.02%"
"15/07/2022","10.695","10.695","10.695","10.695","-0.02%"
"14/07/2022","10.697","10.697","10.697","10.697","-0.06%"
"13/07/2022","10.703","10.703","10.703","10.703","-0.07%"
"08/07/2022","10.710","10.710","10.710","10.710","-0.02%"
"07/07/2022","10.712","10.712","10.712","10.712","-0.06%"
"06/07/2022","10.718","10.718","10.718","10.718","-0.02%"
"05/07/2022","10.720","10.720","10.720","10.720","-0.03%"
"04/07/2022","10.723","10.723","10.723","10.723","-0.02%"
"01/07/2022","10.725","10.725","10.725","10.725","0.25%"
"30/06/2022","10.698","10.698","10.698","10.698","-0.06%"
"29/06/2022","10.704","10.704","10.704","10.704","-0.02%"
"28/06/2022","10.706","10.706","10.706","10.706","-0.04%"
"27/06/2022","10.710","10.710","10.710","10.710","-0.01%"
"24/06/2022","10.711","10.711","10.711","10.711","-0.02%"
"23/06/2022","10.713","10.713","10.713","10.713","-0.06%"
"22/06/2022","10.719","10.719","10.719","10.719","0.09%"
"21/06/2022","10.709","10.709","10.709","10.709","-0.63%"
"20/06/2022","10.777","10.777","10.777","10.777","0.20%"
"17/06/2022","10.755","10.755","10.755","10.755","0.25%"
"16/06/2022","10.728","10.728","10.728","10.728","-0.04%"
"15/06/2022","10.732","10.732","10.732","10.732","-0.16%"
"14/06/2022","10.749","10.749","10.749","10.749","-0.04%"
"10/06/2022","10.753","10.753","10.753","10.753","0.22%"
"09/06/2022","10.729","10.729","10.729","10.729","0.60%"
"08/06/2022","10.665","10.665","10.665","10.665","-0.02%"
"07/06/2022","10.667","10.667","10.667","10.667","-0.03%"
"06/06/2022","10.670","10.670","10.670","10.670","-0.20%"
"03/06/2022","10.691","10.691","10.691","10.691","-3.41%"
"02/06/2022","11.068","11.068","11.068","11.068","-0.05%"
"01/06/2022","11.074","11.074","11.074","11.074","0.76%"
"31/05/2022","10.990","10.990","10.990","10.990","1.46%"
"30/05/2022","10.832","10.832","10.832","10.832","-0.02%"
"27/05/2022","10.834","10.834","10.834","10.834","-0.03%"
"26/05/2022","10.837","10.837","10.837","10.837","-0.06%"
"25/05/2022","10.843","10.843","10.843","10.843","-0.02%"
"24/05/2022","10.845","10.845","10.845","10.845","-0.02%"
"23/05/2022","10.847","10.847","10.847","10.847","-0.44%"
"20/05/2022","10.895","10.895","10.895","10.895","-2.01%"
"19/05/2022","11.118","11.118","11.118","11.118","-0.06%"
"18/05/2022","11.125","11.125","11.125","11.125","0.58%"
"17/05/2022","11.061","11.061","11.061","11.061","-0.02%"
"16/05/2022","11.063","11.063","11.063","11.063","-0.02%"
"13/05/2022","11.065","11.065","11.065","11.065","-0.02%"
"12/05/2022","11.067","11.067","11.067","11.067","-0.05%"
"11/05/2022","11.073","11.073","11.073","11.073","-0.03%"
"10/05/2022","11.076","11.076","11.076","11.076","-0.08%"
"09/05/2022","11.085","11.085","11.085","11.085","-0.02%"
"06/05/2022","11.087","11.087","11.087","11.087","-0.02%"
"05/05/2022","11.089","11.089","11.089","11.089","-0.05%"
"04/05/2022","11.095","11.095","11.095","11.095","2.66%"
"29/04/2022","10.807","10.807","10.807","10.807","0.01%"
"28/04/2022","10.806","10.806","10.806","10.806","-0.06%"
"27/04/2022","10.813","10.813","10.813","10.813","-0.59%"
"26/04/2022","10.877","10.877","10.877","10.877","-0.02%"
"25/04/2022","10.879","10.879","10.879","10.879","0.02%"
"22/04/2022","10.877","10.877","10.877","10.877","-0.02%"
"21/04/2022","10.879","10.879","10.879","10.879","-0.04%"
"20/04/2022","10.883","10.883","10.883","10.883","1.44%"
"19/04/2022","10.729","10.729","10.729","10.729","-0.02%"
"14/04/2022","10.731","10.731","10.731","10.731","-0.02%"
"13/04/2022","10.733","10.733","10.733","10.733","-0.11%"
"12/04/2022","10.745","10.745","10.745","10.745","-0.02%"
"11/04/2022","10.747","10.747","10.747","10.747","-0.02%"
"08/04/2022","10.749","10.749","10.749","10.749","2.95%"
"07/04/2022","10.441","10.441","10.441","10.441","-0.07%"
"06/04/2022","10.448","10.448","10.448","10.448","-0.02%"
"05/04/2022","10.450","10.450","10.450","10.450","-1.41%"
"04/04/2022","10.599","10.599","10.599","10.599","2.78%"
"01/04/2022","10.312","10.312","10.312","10.312","-0.02%"
"31/03/2022","10.314","10.314","10.314","10.314","-0.07%"
"30/03/2022","10.321","10.321","10.321","10.321","0.64%"
"29/03/2022","10.255","10.255","10.255","10.255","-0.02%"
"28/03/2022","10.257","10.257","10.257","10.257","0.09%"
"25/03/2022","10.248","10.248","10.248","10.248","0.98%"
"24/03/2022","10.149","10.149","10.149","10.149","0.14%"
"23/03/2022","10.135","10.135","10.135","10.135","-0.10%"
"22/03/2022","10.145","10.145","10.145","10.145","1.12%"
"21/03/2022","10.033","10.033","10.033","10.033","-0.68%"
"18/03/2022","10.102","10.102","10.102","10.102","-0.02%"
"17/03/2022","10.104","10.104","10.104","10.104","-0.04%"
"16/03/2022","10.108","10.108","10.108","10.108","-0.01%"
"15/03/2022","10.109","10.109","10.109","10.109","0.22%"
"14/03/2022","10.087","10.087","10.087","10.087","0.95%"
"10/03/2022","9.992","9.992","9.992","9.992","-0.05%"
"09/03/2022","9.997","9.997","9.997","9.997","-0.01%"
"08/03/2022","9.998","9.998","9.998","9.998","0.31%"
"07/03/2022","9.967","9.967","9.967","9.967","0.63%"
"04/03/2022","9.905","9.905","9.905","9.905","0.29%"
"03/03/2022","9.876","9.876","9.876","9.876","-0.05%"
"02/03/2022","9.881","9.881","9.881","9.881","-1.71%"
"25/02/2022","10.053","10.053","10.053","10.053","0.00%"
"24/02/2022","10.053","10.053","10.053","10.053","-0.42%"
"22/02/2022","10.095","10.095","10.095","10.095","-3.41%"
"21/02/2022","10.451","10.451","10.451","10.451","0.02%"
"18/02/2022","10.449","10.449","10.449","10.449","-0.11%"
"17/02/2022","10.460","10.460","10.460","10.460","-6.50%"
"16/02/2022","11.187","11.181","11.187","11.181","0.04%"
"15/02/2022","11.182","11.182","11.182","11.182","0.00%"
"14/02/2022","11.182","11.182","11.182","11.182","-0.02%"
"11/02/2022","11.184","11.149","11.184","11.149","0.30%"
"10/02/2022","11.150","11.150","11.150","11.150","-0.83%"
"09/02/2022","11.243","11.243","11.243","11.243","0.40%"
"08/02/2022","11.198","11.198","11.198","11.198","0.00%"
"07/02/2022","11.198","11.198","11.198","11.198","-0.02%"
"03/02/2022","11.200","11.200","11.200","11.200","-0.34%"
"02/02/2022","11.238","11.238","11.238","11.238","2.19%"
"01/02/2022","10.997","10.997","10.997","10.997","-0.01%"
"31/01/2022","10.998","10.998","10.998","10.998","-0.01%"
"28/01/2022","10.999","10.999","10.999","10.999","1.55%"
"27/01/2022","10.831","10.831","10.831","10.831","0.22%"
"26/01/2022","10.807","10.807","10.807","10.807","-5.58%"
"21/01/2022","11.446","11.446","11.446","11.446","-0.23%"
"20/01/2022","11.472","11.472","11.472","11.472","-0.02%"
"19/01/2022","11.474","11.474","11.474","11.474","-0.14%"
"18/01/2022","11.490","11.490","11.490","11.490","0.22%"
"17/01/2022","11.465","11.465","11.465","11.465","1.57%"
"14/01/2022","11.288","11.288","11.288","11.288","-0.02%"
"12/01/2022","11.290","11.290","11.290","11.290","0.00%"
"11/01/2022","11.290","11.290","11.290","11.290","-0.49%"
"10/01/2022","11.346","11.346","11.346","11.346","-1.32%"
"07/01/2022","11.498","11.498","11.498","11.498","-0.01%"
"06/01/2022","11.499","11.499","11.499","11.499","2.02%"
"04/01/2022","11.271","11.271","11.271","11.271","0.01%"
"30/12/2021","11.270","11.270","11.270","11.270","-0.04%"
"29/12/2021","11.274","11.274","11.274","11.274","-0.02%"
"23/12/2021","11.276","11.276","11.276","11.276","-0.01%"
"22/12/2021","11.277","11.277","11.277","11.277","0.00%"
"21/12/2021","11.277","11.277","11.277","11.277","-0.01%"
"20/12/2021","11.278","11.278","11.278","11.278","0.00%"
"17/12/2021","11.278","11.278","11.278","11.278","-0.01%"
"16/12/2021","11.279","11.279","11.279","11.279","-0.01%"
"15/12/2021","11.280","11.280","11.280","11.280","-0.01%"
"13/12/2021","11.281","11.281","11.281","11.281","0.00%"
"10/12/2021","11.281","11.281","11.281","11.281","-0.01%"
"09/12/2021","11.282","11.282","11.282","11.282","-0.04%"
"08/12/2021","11.286","11.286","11.286","11.286","0.51%"
"07/12/2021","11.229","11.229","11.229","11.229","-3.51%"
"06/12/2021","11.637","11.637","11.637","11.637","-0.01%"
"03/12/2021","11.638","11.638","11.638","11.638","0.00%"
"02/12/2021","11.638","11.638","11.638","11.638","-0.01%"
"01/12/2021","11.639","11.639","11.639","11.639","0.00%"
"30/11/2021","11.639","11.639","11.639","11.639","0.00%"
"29/11/2021","11.639","11.639","11.639","11.639","-0.34%"
"26/11/2021","11.679","11.679","11.679","11.679","3.19%"
"23/11/2021","11.318","11.318","11.318","11.318","0.00%"
"22/11/2021","11.318","11.318","11.318","11.318","0.00%"
"19/11/2021","11.318","11.318","11.318","11.318","-1.32%"
"18/11/2021","11.469","11.469","11.469","11.469","-0.02%"
"17/11/2021","11.471","11.471","11.471","11.471","0.00%"
"16/11/2021","11.471","11.471","11.471","11.471","-0.01%"
