date,imf_fci,fci
2015-05-01,1.224807083,0.04659032753751477
2015-06-01,1.119076674,-0.07865896372946769
2015-07-01,1.188520085,-0.06553139844323692
2015-08-01,1.155767733,-0.12262730804921924
2015-09-01,1.076390281,-0.20245488409286252
2015-10-01,1.124575608,-0.04691928711324763
2015-11-01,1.147252658,0.07588991418972377
2015-12-01,1.053398379,0.1646551315618832
2016-01-01,0.76644572,0.06334813058033537
2016-02-01,1.002344104,-0.02040689016893371
2016-03-01,0.958925927,0.00659309436402976
2016-04-01,0.878240589,-0.17702959451305722
2016-05-01,0.924431533,-0.188881264693566
2016-06-01,0.964856871,-0.20444947255985263
2016-07-01,0.962727216,-0.19066838292350155
2016-08-01,1.069350874,-0.2154226505650996
2016-09-01,1.018586094,-0.4451490186107531
2016-10-01,NA,-0.4496454883588775
2016-11-01,NA,-0.39296066293938264
2016-12-01,NA,-0.10086392485879513
2017-01-01,NA,0.13257938057726154
2017-02-01,NA,0.255086716618535
2017-03-01,NA,0.35544592761827337
2017-04-01,NA,0.33658924738026286
2017-05-01,NA,0.25324048543933414
2017-06-01,NA,0.22333127675488176
2017-07-01,NA,0.20131225842071185
2017-08-01,NA,0.1941346885359137
2017-09-01,NA,0.2285486101566995
2017-10-01,NA,0.23718933453936977
2017-11-01,NA,0.266645209518635
2017-12-01,NA,0.3028144622903189
2018-01-01,NA,0.391582879128809
2018-02-01,NA,0.37466887410170063
2018-03-01,NA,0.2496515418355007
2018-04-01,NA,0.35119608862877133
2018-05-01,NA,0.19502856007972413
2018-06-01,NA,0.17258860347479035
2018-07-01,NA,0.2497580890545366
2018-08-01,NA,0.13374517313916404
2018-09-01,NA,0.06976691137065487
2018-10-01,NA,0.01420438610648175
2018-11-01,NA,0.11118506351016308
2018-12-01,NA,0.16115583626696178
2019-01-01,NA,0.31094898820259675
2019-02-01,NA,0.321322597864733
2019-03-01,NA,0.25887305877284666
2019-04-01,NA,0.23417691214357253
2019-05-01,NA,0.20113906525029823
2019-06-01,NA,0.2659735641133972
2019-07-01,NA,0.32058405327215383
2019-08-01,NA,0.13491989869729556
2019-09-01,NA,0.13252229572973984
2019-10-01,NA,0.18896399739367464
2019-11-01,NA,0.3159410494762512
2019-12-01,NA,0.4887497968440866
2020-01-01,NA,0.4131712464468011
2020-02-01,NA,0.28678125033031804
2020-03-01,NA,-0.04227197334485744
2020-04-01,NA,-0.02328785695782528
2020-05-01,NA,0.1023133637392571
2020-06-01,NA,0.11270999625521876
2020-07-01,NA,0.19093546023749253
2020-08-01,NA,0.24401574314094163
2020-09-01,NA,0.1846491406051773
2020-10-01,NA,0.19658020894922512
2020-11-01,NA,0.40594801950934095
2020-12-01,NA,0.600810882680199
2021-01-01,NA,0.707684749579664
2021-02-01,NA,0.6215492029440729
2021-03-01,NA,0.6845871602115258
2021-04-01,NA,0.6803333676814771
2021-05-01,NA,0.808171681445026
2021-06-01,NA,0.9261549640391852
2021-07-01,NA,0.8460018973434456
2021-08-01,NA,0.719963013406088
2021-09-01,NA,0.43326892022173696
2021-10-01,NA,0.06885977255341827
2021-11-01,NA,-0.22264323810795192
2021-12-01,NA,-0.30397224038488574
2022-01-01,NA,-0.2932937035316258
2022-02-01,NA,-0.39489059585375536
2022-03-01,NA,-0.5526124879575045
2022-04-01,NA,-0.88170073373538
2022-05-01,NA,-0.9467052890746936
2022-06-01,NA,-0.9784664536273088
2022-07-01,NA,-0.5868691830644721
2022-08-01,NA,-0.7241182592177591
2022-09-01,NA,-0.9111847458728388
2022-10-01,NA,-1.1547486040068715
2022-11-01,NA,-0.6023738568381608
2022-12-01,NA,-0.5243372224458567
2023-01-01,NA,-0.1988328888451399
2023-02-01,NA,-0.11207732059810076
2023-03-01,NA,-0.02156456710609305
2023-04-01,NA,0.1541856372033696
2023-05-01,NA,0.11464449067909573
2023-06-01,NA,0.2179538165532957
