date,value,mo12m
2013-04-01,225730.453143,3.5665743334586533
2013-05-01,226071.035462,2.6482969413231356
2013-06-01,227782.652761,5.235854227555459
2013-07-01,225905.647746,2.1829519861805933
2013-08-01,229837.778323,4.453131339390815
2013-09-01,231520.583208,4.859705375139692
2013-10-01,233805.493957,6.0708028145406345
2013-11-01,234979.671559,6.470236476577677
2013-12-01,241550.137149,8.805374823903733
2014-01-01,240541.494975,9.675656804782305
2014-02-01,242876.630054,10.658121934445093
2014-03-01,239752.294304,6.416582210881715
2014-04-01,240939.408562,6.737662201637078
2014-05-01,240837.435106,6.531752116684605
2014-06-01,239791.506747,5.272066964028311
2014-07-01,240739.593436,6.566434189674945
2014-08-01,242793.975375,5.6371050688595465
2014-09-01,243434.816812,5.146079643940842
2014-10-01,244700.948495,4.660050691539273
2014-11-01,249308.574995,6.097933213087419
2014-12-01,261671.683103,8.330173682156945
2015-01-01,259296.602395,7.797036192008886
2015-02-01,258654.83641,6.4963872203315445
2015-03-01,255387.787814,6.521519869242452
2015-04-01,257575.705045,6.904763559556535
2015-05-01,257812.664962,7.048418302797777
2015-06-01,260975.531648,8.834351636712015
2015-07-01,260149.632889,8.06267019727277
2015-08-01,262290.073768,8.029893807244553
2015-09-01,263741.501488,8.341733915441699
2015-10-01,265201.389472,8.37775296870944
2015-11-01,269758.600257,8.202696302126851
2015-12-01,286251.725294,9.393466614163499
2016-01-01,284053.905374,9.547870180453017
2016-02-01,283736.22609,9.69685702696195
2016-03-01,280767.849262,9.93785241856764
2016-04-01,285452.480931,10.822750492376514
2016-05-01,290647.303969,12.73585182940474
2016-06-01,295069.347887,13.063989571629747
2016-07-01,294173.055062,13.078404837694707
2016-08-01,295711.548559,12.742180560199877
2016-09-01,296028.07779,12.241750395687744
2016-10-01,296604.775852,11.841335538445795
2016-11-01,301912.513383,11.919513630099956
2016-12-01,314134.602803,9.740684525259157
2017-01-01,309937.900916,9.112353342905033
2017-02-01,312283.330177,10.061141814843547
2017-03-01,315143.195286,12.24333416890708
2017-04-01,319169.305113,11.811711732906618
2017-05-01,321281.23799,10.539899597440396
2017-06-01,321197.329711,8.854861411767518
2017-07-01,324341.891619,10.255472429533564
2017-08-01,329735.290238,11.505719626033338
2017-09-01,332192.818038,12.216658810876378
2017-10-01,336513.679652,13.455246526412573
2017-11-01,339393.510982,12.414522730116978
2017-12-01,349970.053877,11.407673893370193
2018-01-01,348600.122045,12.474183058843883
2018-02-01,352161.174188,12.769763915479402
2018-03-01,351004.459793,11.37935549408106
2018-04-01,354714.949367,11.136924411141392
2018-05-01,356303.386131,10.900776017954117
2018-06-01,362161.468394,12.753573860610182
2018-07-01,360356.359938,11.10385961530547
2018-08-01,365220.545195,10.761740101093542
2018-09-01,366261.572473,10.255716735905706
2018-10-01,368213.812673,9.420161775825019
2018-11-01,376336.326,10.884950307715023
2018-12-01,381075.32178,8.887979859537415
2019-01-01,382602.23044199997,9.753900313497507
2019-02-01,384958.115211,9.313048520644562
2019-03-01,383090.018426,9.141068649646794
2019-04-01,390089.806916,9.972756325079475
2019-05-01,389250.649603,9.246968946819521
2019-06-01,390477.780924,7.818698288243718
2019-07-01,391420.621546,8.620428293077635
2019-08-01,396299.995963,8.50977612757407
2019-09-01,400422.300777,9.326866608840955
2019-10-01,404380.944476,9.82231805495004
2019-11-01,411920.567553,9.45543629317357
2019-12-01,422632,10.90510873962897
2020-01-01,419529,9.65147785869949
2020-02-01,423524.1782,10.01824911987152
2020-03-01,433934.672232,13.272247085660213
2020-04-01,439075.99278,12.557668771526872
2020-05-01,445553.879858,14.464517994362776
2020-06-01,443745.796114,13.641753203972375
2020-07-01,446125.387037,13.975953866439566
2020-08-01,452793.891785,14.255335956973985
2020-09-01,460999.182213,15.128248681068339
2020-10-01,469280.053954,16.049002893075688
2020-11-01,477295.561534,15.870776827036797
2020-12-01,487349.930871,15.31306925907172
2021-01-01,490302.268956,16.869696482483924
2021-02-01,496963.107519,17.339961470705
2021-03-01,499199.698058,15.040288320428695
2021-04-01,503531.656087,14.679842297662507
2021-05-01,505771.403048,13.51520566024285
2021-06-01,519456.541193,17.061737990989233
2021-07-01,525186.963501,17.72182860722134
2021-08-01,533282.413158,17.775973314414397
2021-09-01,535908.266044,16.249287790794614
2021-10-01,542910.653017,15.690119032891475
2021-11-01,547557.426203,14.720829257909399
2021-12-01,564423,15.81472864708398
2022-01-01,566680,15.577682560317541
2022-02-01,570573,14.811943053174367
2022-03-01,567285,13.63889085006807
2022-04-01,569711.696682,13.143173779637284
2022-05-01,569421.351192,12.584726570228664
2022-06-01,569309.426134,9.597123337114263
2022-07-01,575950.796515,9.66585931143423
2022-08-01,576962.815862,8.190857531815595
2022-09-01,581778.629487,8.559368524320146
2022-10-01,580835.761196,6.985515566557239
2022-11-01,584559.596728,6.757678510834748
2022-12-01,603042.013406,6.842211144124174
2023-01-01,603647.945983,6.523601676960539
2023-02-01,612183.890286,7.292824982254677
2023-03-01,613926.403578,8.22186442052937
2023-04-01,618680.433547,8.595353957131993
2023-05-01,624790.65304,9.723783931194804
2023-06-01,624519.300181,9.697691889964451
2023-07-01,622009.279296,7.996947492684026
2023-08-01,626029.658978,8.504333687898535
