date,value,mo12m
2012-05-01,15306488.2603481,0.25857716385790314
2012-06-01,15089725.9747787,0.22575191228479677
2012-07-01,14757045.0789636,0.1618941418942909
2012-08-01,14818559.4344524,0.13718604331434153
2012-09-01,15321567.3017068,0.1639345092366254
2012-10-01,16580691.5208393,0.2873038089255797
2012-11-01,17215646.1834469,0.2971059843062116
2012-12-01,18035937.096111,0.27084467975027665
2013-01-01,16844050.2569541,0.19241148498684468
2013-02-01,17457311.3993637,0.21556273397629425
2013-03-01,17726791.669468,0.16603900419527687
2013-04-01,18196449.5430956,0.19515972428834089
2013-05-01,18293582.634506,0.19515216837137309
2013-06-01,19130406.9281208,0.26777696030370474
2013-07-01,19346384.2323656,0.310993097116995
2013-08-01,19235661.9257578,0.2980790751519247
2013-09-01,18979547.6590462,0.2387471389387106
2013-10-01,19351492.9451206,0.1671101244962456
2013-11-01,19739733.5871209,0.14661589677074977
2013-12-01,20615452.3424316,0.14302086066139638
2014-01-01,20309604.6300022,0.2057435308124505
2014-02-01,19832213.3334089,0.13604053222833395
2014-03-01,20117972.9060527,0.13489080715622032
2014-04-01,20322354.2116469,0.11683074016809757
2014-05-01,19530833.9502293,0.0676330787928633
2014-06-01,20192868.0083763,0.05553781915081655
2014-07-01,20836900.9028012,0.07704368178225443
2014-08-01,20758853.2912911,0.07918580454430048
2014-09-01,21336531.5743595,0.12418546309189267
2014-10-01,20554381.0967961,0.062159966421546996
2014-11-01,20743079.0498126,0.050828723612882314
2014-12-01,20451731.207347,-0.007941670760608302
2015-01-01,20838611.6284756,0.026047134255480633
2015-02-01,20375711.237755,0.027404803246571408
2015-03-01,21095218.2588138,0.048575736597551676
2015-04-01,21258242.2189289,0.04605214521581537
2015-05-01,21471890.7507488,0.09938422524434556
2015-06-01,21127051.2770447,0.04626303050566592
2015-07-01,21224877.998157,0.018619712075495835
2015-08-01,20972164.196204,0.010275659349757526
2015-09-01,21120675.0318635,-0.010116758749833466
2015-10-01,20114522.7180582,-0.021399738414233403
2015-11-01,19739074.5374738,-0.04840190359048306
2015-12-01,21288239.0469778,0.040901566285513155
2016-01-01,21307210.1642712,0.022487032444871113
2016-02-01,22017396.7289128,0.08057070852652509
2016-03-01,22017379.0916983,0.04371421151327569
2016-04-01,22624145.9481513,0.06425290083514833
2016-05-01,22485145.6671379,0.0471898319598969
2016-06-01,23333862.738602,0.10445430517580476
2016-07-01,24289400.1326671,0.14438349821262572
2016-08-01,25670771.9649279,0.22404019560243374
2016-09-01,25971046.7978722,0.22965041404648456
2016-10-01,26432053.481054,0.31407808435464973
2016-11-01,26875736.3513909,0.36154997035795394
2016-12-01,28083906.6091708,0.31922168607730617
2017-01-01,28185796.8046889,0.3228290605567874
2017-02-01,27514881.1461953,0.2496882117795204
2017-03-01,27708099.9482685,0.2584649532021683
