,Date,Last_Price,24mma,mo24mma%change
0,2023-10-12,14261.13,12474.20875,14.960837849777933
1,2023-09-29,14337.52,12405.207083333333,16.237379977303164
2,2023-08-31,13256.21,12334.689583333335,7.864079661329819
3,2023-07-31,13227.1,12289.735416666668,8.132581789276719
4,2023-06-30,12483.34,12232.298333333334,2.2648826301175764
5,2023-05-31,12229.51,12206.86875,0.45925189359518814
6,2023-04-28,12267.59,12173.602499999999,1.0923087693964322
7,2023-03-31,12111.5,12135.037916666668,0.12296473455182148
8,2023-02-28,12310.44,12096.625416666668,2.512102095406533
9,2023-01-31,12139.42,12008.767500000002,1.7349863451199619
10,2022-12-30,11663.53,11932.394583333333,-1.6149400494602308
11,2022-11-29,11730.66,11854.980833333335,-0.19113711570103387
12,2022-10-31,10802.67,11753.124583333332,-7.333766788788827
13,2022-09-30,10639.41,11657.612083333333,-8.198670014878287
14,2022-08-31,12058.08,11589.603333333334,5.199846101096925
15,2022-07-29,12460.07,11462.07,10.344429582207137
16,2022-06-30,12294.26,11291.979166666666,10.35612112960337
17,2022-05-31,12509.77,11140.532916666665,13.913177394921187
18,2022-04-29,12723.23,10981.84625,17.980778280727595
19,2022-03-31,12712.06,10784.155,20.240328181146594
20,2022-02-28,12716.51,10572.210000000001,22.011243402636456
21,2022-01-31,13190.07,10422.408333333335,28.17528014203507
22,2021-12-30,13061.32,10290.650416666667,28.529105903159667
23,2021-11-29,12195.61,10162.149583333334,21.15701396261846
24,2021-10-29,12605.09,10065.954583333334,26.845422731407908
25,2021-09-30,12645.1,9937.362916666667,28.907778147509454
26,2021-08-31,12177.31,9809.415833333334,25.709704638664103
27,2021-07-30,11848.61,9686.849583333335,23.723775933972842
28,2021-06-30,11873.03,9576.66375,25.65096123280431
29,2021-05-31,11431.12,9449.215416666666,22.562090120413785
30,2021-04-29,11342.04,9326.799166666666,23.203201331166323
31,2021-03-31,11189.6,9205.962083333334,23.302017131677495
32,2021-02-26,10201.85,9074.952916666667,13.73710394508386
33,2021-01-29,10306.47,8969.67625,16.722937230967265
34,2020-12-30,9805.6,8829.858333333334,12.334308441627261
35,2020-11-27,9286.11,8728.945,6.6991175011644755
36,2020-10-30,8510.37,8703.080416666666,-2.2184165788303027
37,2020-09-30,9007.2,8703.44875,3.785383230137419
38,2020-08-31,8997.28,8678.678750000001,4.032061197053186
39,2020-07-31,8377.89,8648.564583333333,-2.942595626489756
40,2020-06-30,8659.55,8631.891666666666,0.5984427535394892
41,2020-05-29,8701.29,8608.035833333333,1.3881957649806855
42,2020-04-30,7978.64,8582.152916666668,-7.362533010020922
43,2020-03-31,7625.38,8612.757083333332,-11.9280275132756
44,2020-02-28,9121.27,8658.123333333335,5.689471293091498
45,2020-01-31,10027.88,8630.254166666668,17.131778916377908
46,2019-12-30,9977.3,8561.195,17.815965273852562
47,2019-11-29,9886.93,8468.546666666667,17.962281709970068
48,2019-10-31,9518.89,8381.433333333332,14.525436780657856
49,2019-09-30,9574.37,8311.594583333334,16.180991761527945
50,2019-08-30,9235.72,8240.909166666666,12.746382684311385
51,2019-07-31,9204.15,8191.58875,12.893648317914804
52,2019-06-28,8814.27,8152.93875,8.643993614762193
53,2019-05-31,8493.13,8112.984166666666,4.537317443800337
54,2019-04-30,8441.95,8124.495833333334,4.020194231940107
55,2019-03-29,8045.38,8115.68375,-0.8784634238631029
56,2019-02-28,7675.21,8116.682083333333,-5.5819238925016625
57,2019-01-31,6950.84,8128.962500000001,-14.740692513231105
58,2018-12-31,7383.68,8152.587916666667,-9.293016279194045
59,2018-11-29,8665.36,8140.145,7.459534480206267
60,2018-10-31,8519.21,8063.835416666666,6.587886076761025
61,2018-09-28,8412.72,7992.662499999999,6.071647080962542
62,2018-08-31,8274.54,7931.1675,5.01284971857532
63,2018-07-31,7977.74,7879.549999999999,1.9212042799656017
64,2018-06-29,8087.01,7827.360416666666,4.212339735630413
65,2018-05-31,8080.1,7760.127083333333,5.093736957945753
66,2018-04-30,8713.14,7688.469583333333,14.735826310509509
67,2018-03-30,8714.17,7594.088333333333,16.00739465041595
68,2018-02-28,8452.41,7511.736666666667,13.825246255064084
69,2018-01-31,8370.46,7425.777916666666,14.066775476877453
70,2017-12-29,7753.74,7338.210416666666,6.114087303340977
71,2017-11-29,7796.21,7306.984583333334,7.17082519209485
72,2017-10-31,7842.76,7274.56375,8.205806346541314
73,2017-09-29,7877.92,7248.002916666667,9.253843428624206
74,2017-08-31,8052.03,7210.657083333333,12.35290755843858
75,2017-07-31,8276.55,7166.730416666666,15.93956909141995
76,2017-06-30,7855.36,7138.675833333334,10.398387456338524
77,2017-05-31,8769.41,7115.466249999999,24.16199321959585
78,2017-04-28,8230.46,7062.877916666667,17.00268803271912
79,2017-03-31,8069.34,7034.419583333332,15.390948600949066
80,2017-02-28,7969.94,6993.044166666667,14.532196106127504
81,2017-01-31,7517.85,6958.689583333333,8.349872003335026
82,2016-12-30,7085.05,6938.494583333333,2.1134647699622726
83,2016-11-29,6833.93,6938.409166666667,-1.5664629730466169
84,2016-10-31,6811.06,6942.684583333333,-2.0274888076454145
85,2016-09-30,6936.84,6952.0112500000005,-0.4130410673483605
86,2016-08-31,7035.72,6965.610833333333,0.9400922320129046
87,2016-07-29,6725.19,6970.193750000001,-3.626658071729004
88,2016-06-30,6473.41,6978.267916666667,-7.53303976294076
89,2016-05-31,6360.32,7000.781666666667,-9.343864689697417
90,2016-04-29,6447.99,7015.87375,-8.081408474981886
91,2016-03-31,6737.73,7014.892083333333,-3.7142866329624513
92,2016-02-29,6389.4,6997.642499999999,-8.717206303247348
93,2016-01-29,6268.84,6999.566666666667,-10.498279176398485
94,2015-12-30,7004.32,7004.155833333333,0.3069827705494846
95,2015-11-27,7018.11,6982.88375,0.9157539333921586
96,2015-10-30,7205.3,6954.424583333333,4.319310454661728
97,2015-09-30,6981.62,6906.966666666666,1.6568675570094646
98,2015-08-31,6997.79,6867.829166666666,2.6378245594178695
99,2015-07-31,7603.24,6817.944583333333,13.037598781349535
100,2015-06-30,7298.33,6726.292916666666,9.890838747417025
101,2015-05-29,7507.29,6641.43625,14.554871175571972
102,2015-04-30,7547.46,6553.444583333334,16.809064338572412
103,2015-03-31,7076.33,6461.365000000001,10.543510841219264
104,2015-02-27,7145.43,6401.397916666666,12.717106880844328
105,2015-01-30,7033.17,6339.2595833333335,12.089572804631922
106,2014-12-30,7083.0,6274.597916666666,14.351899282717492
107,2014-11-28,6936.54,6194.037916666667,13.627401248559162
108,2014-10-31,7034.9,6104.636666666666,16.922233974937402
109,2014-09-30,7263.23,6016.734166666666,22.876934518040215
110,2014-08-29,7145.71,5910.979166666667,22.9099324836563
111,2014-07-31,6918.97,5813.777499999999,20.938954607929897
112,2014-06-30,7013.74,5721.043333333334,24.85568478022386
113,2014-05-30,6722.53,5617.4775,21.615713397651533
114,2014-04-30,6424.43,5527.682083333333,17.19618146740511
115,2014-03-31,6323.74,5481.774166666666,16.199545338030422
116,2014-02-28,6435.58,5442.138333333333,19.316554815546453
117,2014-01-31,6378.98,5393.7025,19.64547952318278
118,2013-12-30,6493.79,5331.567916666667,23.887107545191075
119,2013-11-29,6335.09,5241.699583333334,22.90105417439334
120,2013-10-31,6066.31,5154.62625,19.118205097282605
121,2013-09-30,6042.32,5092.680833333333,20.335825121992805
122,2013-08-30,5800.56,5021.214583333333,16.48400859087033
123,2013-07-31,5403.6,4979.705000000001,8.565602559168818
124,2013-06-28,5261.77,4977.267083333333,5.4979668565113995
125,2013-05-31,5395.49,4987.555833333333,8.112953248566814
126,2013-04-30,5337.55,4990.604583333334,6.433040161936235
127,2013-03-29,5637.12,5014.937083333333,12.134992777870472
128,2013-02-28,5654.11,5027.08375,12.277237700741011
129,2013-01-31,5481.29,5035.847083333333,8.673368486357484
130,2012-12-28,5149.56,5043.820833333333,1.9961005440669546
131,2012-11-29,4790.91,5048.78125,-5.344321602215581
132,2012-10-31,4925.24,5061.407916666666,-2.975598320820918
133,2012-09-28,4725.11,5076.29,-7.3826404480158425
134,2012-08-31,4812.87,5101.754166666667,-5.862406030601893
135,2012-07-31,4693.35,5112.590833333333,-8.484119239959414
136,2012-06-29,4528.16,5128.454166666667,-11.859631820637057
137,2012-05-31,4567.44,5137.441666666667,-11.359327661129107
138,2012-04-30,5322.64,5152.75875,2.959537337446456
139,2012-03-30,5372.48,5169.6425,3.4293942555642687
140,2012-02-29,5273.12,5194.345416666667,1.4715086527685075
141,2012-01-31,4887.75,5196.650833333333,-6.078033712498175
142,2011-12-30,4336.95,5204.054166666666,-16.897376881543064
143,2011-11-30,4245.33,5218.788333333333,-19.03837011193815
144,2011-10-31,4579.62,5243.632083333333,-12.586413773999471
145,2011-09-30,4327.13,5239.025416666666,-17.451954932830375
146,2011-08-31,4804.33,5241.953333333333,-7.942282971330458
147,2011-07-29,5345.09,5218.82375,3.597907338126162
148,2011-06-30,5508.7,5159.4574999999995,8.587973113699073
149,2011-05-31,5468.66,5073.029583333333,9.715530741836309
150,2011-04-29,5921.53,4984.399166666667,21.724286756902185
151,2011-03-31,5928.64,4864.707083333334,25.704653517304273
152,2011-02-28,5864.43,4716.325,28.857289315569997
153,2011-01-31,5672.66,4551.104583333334,28.67202290361675
154,2010-12-30,5268.61,4408.619583333333,22.24228765529871
155,2010-11-30,5093.95,4309.973333333333,20.65515396868318
156,2010-10-29,5282.41,4221.908333333334,28.175283849699717
157,2010-09-30,5336.25,4121.239166666667,30.908716239028465
158,2010-08-31,5072.95,4076.31375,24.00843557383953
159,2010-07-30,5074.07,4090.8104166666667,22.940512840703807
160,2010-06-30,4743.86,4127.256249999999,12.934549870284506
161,2010-05-31,4935.05,4200.5391666666665,14.233852961572335
162,2010-04-30,5727.85,4320.129166666667,30.95255446187421
163,2010-03-31,5965.35,4373.9887499999995,35.153283207963284
164,2010-02-26,5328.45,4413.76625,18.35959853762274
165,2010-01-29,5065.43,4501.916249999999,10.043196163044547
166,2009-12-24,4690.57,4603.12875,-2.6262629757486176
167,2009-11-30,4841.58,4817.079166666666,-2.894627586709453
168,2009-10-30,4469.06,4985.903333333333,-14.29192661980018
169,2009-09-30,4397.4,5214.28125,-19.054295830373096
170,2009-08-31,4249.22,5432.5304166666665,-25.23055760455731
171,2009-07-31,3920.3,5683.097083333333,-34.05326221424741
172,2009-06-30,3434.43,5944.645833333333,-44.64416624334767
173,2009-05-29,3341.53,6204.278333333333,-48.00008040216645
174,2009-04-30,3048.92,6426.029166666667,-54.25383137965927
175,2009-03-31,2367.47,6664.864166666666,-65.79968800397118
176,2009-02-27,1899.14,6922.3637499999995,-73.65157680878424
177,2009-01-30,2253.02,7207.79375,-69.87421963210461
178,2008-12-23,2901.1,7478.7108333333335,-62.29034802885255
179,2008-11-28,2980.39,7693.255833333334,-62.294570648973014
180,2008-10-31,2866.35,7904.405416666666,-64.77674385644691
181,2008-09-30,4258.04,8137.663333333333,-48.64642345438202
182,2008-08-29,5420.87,8291.613333333333,-35.35760220758506
183,2008-07-31,5948.77,8385.935833333333,-29.675104706259948
184,2008-06-30,6502.65,8458.981666666667,-23.33631708617525
185,2008-05-30,7805.21,8482.0475,-7.641066315647742
186,2008-04-30,7020.48,8450.952916666667,-17.143442050378628
187,2008-03-31,6920.01,8473.052916666666,-18.561174969111093
188,2008-02-29,7444.05,8497.187916666666,-12.71430851632177
189,2008-01-31,7494.53,8528.37375,-12.380242931609295
190,2007-12-21,9825.38,8553.470416666667,16.71174264779103
191,2007-11-30,8893.36,8418.501666666667,6.759158982037677
