,Date,Last_Price,mom%change
0,2023-10-09,65008.48,-0.5947481422435058
1,2023-09-29,65397.43,-4.433677142063031
2,2023-08-31,68431.46,-5.309461808618486
3,2023-07-31,72268.53,7.409440273518415
4,2023-06-30,67283.22,8.0230748593945
5,2023-05-31,62285.97,-1.052495293771891
6,2023-04-28,62948.5,7.404592760536135
7,2023-03-31,58608.76,-2.6131661942061823
8,2023-02-28,60181.4,-1.8032985361558767
9,2023-01-31,61286.58,6.65457998130265
10,2022-12-30,57462.68,2.505432748619381
11,2022-11-30,56058.18,11.154760169771302
12,2022-10-31,50432.55,9.705999307384024
13,2022-09-30,45970.64,-8.377730418229802
14,2022-08-31,50174.09,-8.786587831155693
15,2022-07-29,55007.36,2.676588502283413
16,2022-06-30,53573.42,-6.718990310154798
17,2022-05-31,57432.29,-0.5587223820352848
18,2022-04-29,57754.98,-11.009769437334397
19,2022-03-31,64900.36,6.1480650983336185
20,2022-02-28,61141.35,-9.310602252411478
21,2022-01-31,67418.41,-2.7098865075835135
22,2021-12-30,69296.26,2.184431767123703
23,2021-11-30,67814.89,-7.843074636698787
24,2021-10-29,73586.32,4.61390435089933
25,2021-09-30,70340.86,-0.8308032620824765
26,2021-08-31,70930.15,4.867385838867082
27,2021-07-30,67637.95,2.377488015613177
28,2021-06-30,66067.21,-0.3281299714519381
29,2021-05-31,66284.71,9.001990608537504
30,2021-04-30,60810.55,4.698656198617465
31,2021-03-31,58081.5,1.9504899921538013
32,2021-02-26,56970.3,-0.014707255415529776
33,2021-01-29,56978.68,-0.08269935173247114
34,2020-12-30,57025.84,8.332894815580328
35,2020-11-30,52639.45,19.369299908975407
36,2020-10-30,44097.98,-10.75366417514292
37,2020-09-30,49411.53,-4.295842779653857
38,2020-08-31,51629.45,2.3010349495602647
39,2020-07-31,50468.16,1.8136071271720007
40,2020-06-30,49569.17,2.995222703627269
41,2020-05-29,48127.64,4.3598672940564205
42,2020-04-30,46117.0,10.792603031571211
43,2020-03-31,41624.62,-15.528525338832633
44,2020-02-28,49276.54,-13.063803969106544
45,2020-01-31,56681.27,-1.9912720929685683
46,2019-12-30,57832.88,0.5751785933532177
47,2019-11-29,57502.14,-0.486094357823453
48,2019-10-31,57783.02,0.8072532767623231
49,2019-09-30,57320.3,1.0235721022010653
50,2019-08-30,56739.53,-4.912084007869872
51,2019-07-31,59670.6,-0.8587008948546262
52,2019-06-28,60187.43,3.932795659467852
53,2019-05-31,57909.95,-3.716903176463747
54,2019-04-30,60145.5,0.8002107661338931
55,2019-03-29,59668.03,-0.3934147640295979
56,2019-02-28,59903.7,-0.7681626943805139
57,2019-01-31,60367.42,4.640140057721806
58,2018-12-28,57690.5,-0.8812029677309164
59,2018-11-30,58203.39,5.226068294249188
60,2018-10-31,55312.71,-6.209520818736698
61,2018-09-28,58974.76,-2.037039867058863
62,2018-08-31,60201.08,0.394583659290244
63,2018-07-31,59964.47,7.166598396838568
64,2018-06-29,55954.44,-2.31883152217082
65,2018-05-30,57282.73,-4.421193456767828
66,2018-04-30,59932.46,2.6637696561444493
67,2018-03-29,58377.42,-5.389932901351279
68,2018-02-28,61703.18,-6.5785168612544425
69,2018-01-31,66048.17,3.611148586111802
70,2017-12-29,63746.2,2.0914213910853414
71,2017-11-30,62440.31,-3.7403858412738673
72,2017-10-31,64866.57,0.8973133950404759
73,2017-09-29,64289.69,-1.0528404081893978
74,2017-08-31,64973.76,3.798979355790232
75,2017-07-31,62595.76,2.58512355953192
76,2017-06-30,61018.36,1.541451309632038
77,2017-05-31,60092.07,-2.51845418314284
78,2017-04-28,61644.56,6.446495511843888
79,2017-03-31,57911.31,-0.6673371026633363
80,2017-02-28,58300.37,5.55480921315636
81,2017-01-31,55232.32,6.7208099543166036
82,2016-12-30,51754.03,6.448946330049543
83,2016-11-30,48618.64,-1.098806317485381
84,2016-10-31,49158.8,4.404508108112702
85,2016-09-30,47084.94,-1.7735646739028315
86,2016-08-31,47935.1,3.8191776264778468
87,2016-07-29,46171.72,3.1804173232059294
88,2016-06-30,44748.53,-2.389879624772196
89,2016-05-31,45844.15,-3.773645895144171
90,2016-04-29,47641.99,-2.8058636380791713
91,2016-03-31,49017.35,7.89574532762172
92,2016-02-29,45430.29,2.5744834336380245
93,2016-01-29,44290.05,-4.685717163308959
94,2015-12-30,46467.38,-3.0230668686037814
95,2015-11-30,47915.91,-4.686020848728853
96,2015-10-30,50271.65,0.8972677948780009
97,2015-09-30,49824.59,-2.8388830191975973
98,2015-08-31,51280.38,-2.7877417918998315
99,2015-07-31,52750.94,-1.0839134744373524
100,2015-06-30,53328.98,-3.966754898410438
101,2015-05-29,55531.79,-1.6748206238605041
102,2015-04-30,56477.69,4.411742956171161
103,2015-03-31,54091.32,1.4766375864120311
104,2015-02-27,53304.21,2.306650424289557
105,2015-01-30,52102.39,1.3348158786122895
106,2014-12-30,51416.08,-3.4386680807037795
107,2014-11-28,53247.07,-1.3021602763172613
108,2014-10-31,53949.58,-1.6928280578688442
109,2014-09-30,54878.58,5.8027402616256465
110,2014-08-29,51868.77,3.660582383638375
111,2014-07-31,50037.12,-3.6542258448743743
112,2014-06-30,51934.94,-0.2535772678917149
113,2014-05-30,52066.97,0.3356922361246169
114,2014-04-30,51892.77,-0.9178311080018268
115,2014-03-31,52373.47,-2.671985252168228
116,2014-02-28,53811.3,5.861883973377987
117,2014-01-31,50831.61,-0.8826101580894709
118,2013-12-30,51284.25,-6.25289622189168
119,2013-11-29,54704.89,2.0463976737739555
120,2013-10-31,53607.86,6.572342766717332
