,Date,Last Price,20 days average,Square of Difference,Square of Difference 20 days average,Volatility
2675,2013-01-25,47613.95,47668.404500000004,2965.292570250773,478914.6406811755,692.0365891202397
2676,2013-01-24,47942.04,47661.7005,78590.23526025105,572598.2245134633,756.7022033227228
2677,2013-01-23,47733.24,47649.6895,6980.686050249591,720748.3031632513,848.9689647821358
2678,2013-01-22,47872.8,47659.065,45682.65022500025,949799.0080387515,974.5763223261437
2679,2013-01-21,47936.61,47638.296500000004,88990.94428224795,1121195.2219716143,1058.865063155648
2680,2013-01-18,47813.69,47595.921,47423.3373610001,1252270.1610121145,1119.0487750818168
2681,2013-01-17,47661.37,47550.883499999996,12207.266682251402,1378892.7555241159,1174.2626433315997
2682,2013-01-16,47521.39,47500.507,436.09968900006805,1491400.6392628024,1221.2291510043488
2683,2013-01-15,47086.54,47460.3235,139714.1048722483,1637308.824722403,1279.573688664472
2684,2013-01-14,47470.12,47431.8695,1463.100750250147,1766897.8678514033,1329.2471056396562
2685,2013-01-11,47440.8,47352.967000000004,7714.6358889997755,1835586.6809356906,1354.8382489934695
2686,2013-01-10,47546.91,47257.8495,83555.97266025397,1879874.8820212402,1371.0852934887896
2687,2013-01-09,47407.28,47181.502499999995,50975.47950625171,1994764.0683522776,1412.3611678151865
2688,2013-01-08,47379.63,47099.768000000004,78322.73904399648,2093790.2253240761,1446.9935125369693
2689,2013-01-07,47589.33,47009.077000000005,336693.5440089965,2179914.437842989,1476.4533307365284
2690,2013-01-04,47888.16,46894.282,987793.4788840085,2231270.6973476517,1493.7438526560206
2691,2013-01-03,48222.72,46750.611,2167104.9078810117,2229454.0125626517,1493.135631000296
2692,2013-01-02,48107.89,46578.867,2337911.334529003,2154732.626596651,1467.9007550228494
2693,2012-12-28,47460.59,46403.7435,1116924.5245622492,2063435.431838251,1436.4663002793525
2694,2012-12-27,47673.03,46263.476,1986842.47891599,2042334.195452251,1429.1025839498895
