"Date","Current_over_GDP"
"2008-11-30",-10.0171600786098
"2008-12-31",-8.46857974472687
"2009-01-31",-7.16789144677342
"2009-02-28",-4.99394859419087
"2009-03-31",-2.51931612691106
"2009-04-30",-0.923875962001184
"2009-05-31",-0.457612425123901
"2009-06-30",-0.303399999086145
"2009-07-31",0.0616046071361982
"2009-08-31",0.46823041235628
"2009-09-30",0.545489268922514
"2009-10-31",0.107969134146799
"2009-11-30",-0.481692423883307
"2009-12-31",-0.859731250513298
"2010-01-31",-0.779144484601137
"2010-02-28",-0.317880166476686
"2010-03-31",0.26217539362646
"2010-04-30",0.734761501366329
"2010-05-31",1.12456871202059
"2010-06-30",1.49573195165205
"2010-07-31",1.81883233654641
"2010-08-31",1.93915273351034
"2010-09-30",1.42598160526211
"2010-10-31",0.168746561970813
"2010-11-30",-1.07242657390862
"2010-12-31",-1.76374661448762
"2011-01-31",-1.3835556826731
"2011-02-28",-0.301433009557654
"2011-03-31",0.629613327480942
"2011-04-30",0.919282244909606
"2011-05-31",0.796897134386443
"2011-06-30",0.703628191341926
"2011-07-31",0.950932913161621
"2011-08-31",1.30512478469543
"2011-09-30",1.46310955108534
"2011-10-31",0.989786314081208
"2011-11-30",0.248704394469202
"2011-12-31",-0.291520241802262
"2012-01-31",-0.339176160706991
"2012-02-29",0.0878258088706286
"2012-03-31",0.691567741018465
"2012-04-30",1.32695474539203
"2012-05-31",1.98416884764917
"2012-06-30",2.93900249903207
"2012-07-31",4.10890965476745
"2012-08-31",4.77760609872701
"2012-09-30",4.18624251761975
"2012-10-31",2.03652186821861
"2012-11-30",-0.340038322130671
"2012-12-31",-1.41325065168732
"2013-01-31",-0.321594177378646
"2013-02-28",2.19304797740772
"2013-03-31",4.45813799790364
"2013-04-30",4.48523679355045
"2013-05-31",3.33818693897242
"2013-06-30",2.69124851194555
"2013-07-31",3.38375650426686
"2013-08-31",4.6320171487154
"2013-09-30",5.25627166500339
"2013-10-31",4.33171910176402
"2013-11-30",2.9676896640427
"2013-12-31",1.73158631069708
"2014-01-31",1.17895487560189
"2014-02-28",0.98180196716874
"2014-03-31",0.602643474459165
"2014-04-30",-0.30705173673298
"2014-05-31",-0.988625476422274
"2014-06-30",-0.78662217243847
"2014-07-31",0.632073395952458
"2014-08-31",2.55659679338759
"2014-09-30",3.69339194075643
"2014-10-31",3.05533631937165
"2014-11-30",1.76316606673461
"2014-12-31",1.12232420101946
"2015-01-31",2.1440344292278
"2015-02-28",3.94080398712989
"2015-03-31",5.22914246512692
"2015-04-30",4.38306921077999
"2015-05-31",2.6026339448867
"2015-06-30",1.39730249679148
"2015-07-31",1.51403007478768
"2015-08-31",2.22997436591463
"2015-09-30",2.55419375810723
"2015-10-31",1.867778121232
"2015-11-30",0.991194967055908
"2015-12-31",0.723538963004257
"2016-01-31",1.81611211439422
"2016-02-29",3.76864701168009
"2016-03-31",5.68071714424282
"2016-04-30",6.26702234027908
"2016-05-31",6.10396809099629
"2016-06-30",5.89169114931142
"2016-07-31",6.22644890602017
"2016-08-31",6.29959940401846
"2016-09-30",5.76410271607865
"2016-10-31",4.26058937458203
"2016-11-30",2.45365235234909
"2016-12-31",1.18260644201008
"2017-01-31",0.900157290577779
"2017-02-28",1.53734554899738
"2017-03-31",2.53070256491089
"2017-04-30",3.4710625300112
"2017-05-31",3.84905795731368
"2017-06-30",3.94519719616458
"2017-07-31",3.71913955687514
"2017-08-31",3.12151920142731
"2017-09-30",2.18713563783498
"2017-10-31",0.933664353694972
"2017-11-30",-0.176920597227018
"2017-12-31",-0.53503199473948
"2018-01-31",0.146315451358058
"2018-02-28",1.43265561761555
"2018-03-31",2.49465008976704
"2018-04-30",2.69359572227036
"2018-05-31",2.26634532294251
"2018-06-30",1.4947411474472
"2018-07-31",0.764327255628001
"2018-08-31",0.0555086004066062
"2018-09-30",-0.647599199903157
"2018-10-31",-1.29272597605807
"2018-11-30",-1.76726776042238
"2018-12-31",-1.92591366971036
"2019-01-31",-1.69649741394232
"2019-02-28",-1.12946930058178
"2019-03-31",-0.415392977848578
"2019-04-30",0.353714174229326
"2019-05-31",0.802189865260008
"2019-06-30",0.776235820097788
"2019-07-31",0.294243292172825
"2019-08-31",-0.52694917685122
"2019-09-30",-1.42653569993437
"2019-10-31",-2.01059401121774
"2019-11-30",-2.23466794264795
"2019-12-31",-1.95571385478955
"2020-01-31",-1.25800231026312
"2020-02-29",-0.533889326164554
"2020-03-31",-0.542530783663992
"2020-04-30",-1.98021128710079
"2020-05-31",-3.54934512348476
"2020-06-30",-3.70450874882789
"2020-07-31",-1.97440014899499
"2020-08-31",0.396902596411769
"2020-09-30",1.6041344430532
"2020-10-31",0.756121919401071
"2020-11-30",-0.821501477043946
"2020-12-31",-1.53844484315314
"2021-01-31",-0.630101467735636
"2021-02-28",1.22766882327658
"2021-03-31",2.37303658234291
"2021-04-30",1.24463366329524
"2021-05-31",-0.903211081075879
"2021-06-30",-2.78222800752089
"2021-07-31",-3.95246407133885
"2021-08-31",-4.61092154228442
"2021-09-30",-5.48311864297307
"2021-10-31",-6.91210439587321
"2021-11-30",-8.18096574282086
"2021-12-31",-8.61039799378259
"2022-01-31",-7.64863064255326
"2022-02-28",-6.03717724298909
"2022-03-31",-5.04905688821908
"2022-04-30",-4.35362291875271
"2022-05-31",-4.82294751463363
"2022-06-30",-5.97339517707123
"2022-07-31",-7.75028596876563
"2022-08-31",-9.44898406982307
"2022-09-30",-11.2095210946408
"2022-10-31",-12.478151633529
"2022-11-30",-11.5358479622185
"2022-12-31",-9.99047865649154
"2023-01-31",-7.23631171905783
"2023-02-28",-3.82810916595658
"2023-03-31",-0.92943115081083
"2023-04-30",0.881151213921535
"2023-05-31",1.26633676032185
"2023-06-30",1.04320311011588
