"Date","Current_over_GDP"
"2001-09-30",0.616851708351517
"2001-10-31",0.0175004940688265
"2001-11-30",-0.694285136250563
"2001-12-31",-0.97469799766782
"2002-01-31",-0.326567041767679
"2002-02-28",0.832668151477666
"2002-03-31",1.73433485699221
"2002-04-30",2.12879243244197
"2002-05-31",1.98885255648038
"2002-06-30",1.53291858747706
"2002-07-31",1.04373907898901
"2002-08-31",0.647634022476862
"2002-09-30",0.407593759945391
"2002-10-31",0.332033735553062
"2002-11-30",0.413836907985677
"2002-12-31",0.659853594160625
"2003-01-31",1.0949448558268
"2003-02-28",2.00299768360812
"2003-03-31",2.87516143844062
"2003-04-30",4.08443780323744
"2003-05-31",5.44036637918364
"2003-06-30",6.80375953858414
"2003-07-31",7.88659670568401
"2003-08-31",8.30355429085672
"2003-09-30",7.7576746232948
"2003-10-31",6.2422494067572
"2003-11-30",4.1709814153345
"2003-12-31",2.52165921349109
"2004-01-31",1.99553519074751
"2004-02-29",2.33049303740788
"2004-03-31",2.80375816877775
"2004-04-30",3.07983444479219
"2004-05-31",3.39785329229883
"2004-06-30",4.19057119018037
"2004-07-31",5.51848192416198
"2004-08-31",6.66060054595086
"2004-09-30",6.68458243010281
"2004-10-31",5.17231247878977
"2004-11-30",2.96689531150605
"2004-12-31",1.65900497654052
"2005-01-31",2.17972368423414
"2005-02-28",3.61224523042472
"2005-03-31",4.32284670099456
"2005-04-30",3.56473471898199
"2005-05-31",1.90751705780878
"2005-06-30",0.357283385768964
"2005-07-31",-0.138121883724049
"2005-08-31",0.150835346601731
"2005-09-30",0.780359596919459
"2005-10-31",1.43815118181832
"2005-11-30",2.17764899931066
"2005-12-31",2.97291414242681
"2006-01-31",3.75009509732532
"2006-02-28",4.02661893924689
"2006-03-31",3.41441971714122
"2006-04-30",1.70794268693319
"2006-05-31",0.0158964468349338
"2006-06-30",-0.456924716984987
"2006-07-31",0.956530952467171
"2006-08-31",3.00000159659478
"2006-09-30",4.11495314752078
"2006-10-31",3.51364336982788
"2006-11-30",2.08379806453487
"2006-12-31",1.24771598310429
"2007-01-31",1.91848829928656
"2007-02-28",3.14013788149687
"2007-03-31",3.46195731899859
"2007-04-30",2.07535687594403
"2007-05-31",-0.0746324511511896
"2007-06-30",-1.70940728006046
"2007-07-31",-1.79490919576286
"2007-08-31",-1.03363868837428
"2007-09-30",-0.336570540856564
"2007-10-31",-0.240835127125796
"2007-11-30",-0.424149523162786
"2007-12-31",-0.404652380418116
"2008-01-31",0.16359573510876
"2008-02-29",1.01465734061413
"2008-03-31",1.69631194714144
"2008-04-30",2.00626985268214
"2008-05-31",1.81064920054679
"2008-06-30",1.13524958075412
"2008-07-31",0.132160837253492
"2008-08-31",-0.943018184927025
"2008-09-30",-1.91857343935669
"2008-10-31",-2.73299427675173
"2008-11-30",-3.27682372092251
"2008-12-31",-3.42173592145716
"2009-01-31",-3.04010901066536
"2009-02-28",-2.44163868048433
"2009-03-31",-2.0565720900446
"2009-04-30",-2.00445557551258
"2009-05-31",-2.12762899877589
"2009-06-30",-2.08362464735717
"2009-07-31",-1.69043324210598
"2009-08-31",-1.19270896435609
"2009-09-30",-0.875463770456026
"2009-10-31",-0.872651966715437
"2009-11-30",-1.11386874909021
"2009-12-31",-1.47747247421627
"2010-01-31",-1.82785342518142
"2010-02-28",-2.18173639651371
"2010-03-31",-2.48439414823039
"2010-04-30",-2.84159499409188
"2010-05-31",-3.11335330415832
"2010-06-30",-3.13876384350931
"2010-07-31",-2.8448262139141
"2010-08-31",-2.41918827271387
"2010-09-30",-2.04279991263025
"2010-10-31",-1.82555643849189
"2010-11-30",-1.81659486412406
"2010-12-31",-2.13465863315873
"2011-01-31",-2.82995736116905
"2011-02-28",-3.61327952233525
"2011-03-31",-3.9345794585321
"2011-04-30",-3.56499223316495
"2011-05-31",-2.86881308363203
"2011-06-30",-2.43243473301611
"2011-07-31",-2.56913604896939
"2011-08-31",-2.95297446943004
"2011-09-30",-3.20617321172625
"2011-10-31",-3.11469148804913
"2011-11-30",-2.9317065939246
"2011-12-31",-2.95586824605474
"2012-01-31",-3.42074945166864
"2012-02-29",-4.12357927958003
"2012-03-31",-4.70859098552469
"2012-04-30",-4.93987894848865
"2012-05-31",-4.64904192820076
"2012-06-30",-3.78067570690707
"2012-07-31",-2.50275031281974
"2012-08-31",-1.38774419848679
"2012-09-30",-1.09162549591461
"2012-10-31",-1.87617729938311
"2012-11-30",-3.10699512577988
"2012-12-31",-3.84240712271141
"2013-01-31",-3.54034735240837
"2013-02-28",-2.35959712378801
"2013-03-31",-1.56091261599899
"2013-04-30",-1.75457069827872
"2013-05-31",-2.37701734869595
"2013-06-30",-2.38585953784395
"2013-07-31",-1.24583327517085
"2013-08-31",0.126745782931059
"2013-09-30",0.66342144258971
"2013-10-31",-0.0783032250700764
"2013-11-30",-1.40213535380105
"2013-12-31",-2.19187170574975
"2014-01-31",-1.65118828178527
"2014-02-28",-0.426033985045206
"2014-03-31",0.258862439467477
"2014-04-30",-0.234178915009671
"2014-05-31",-1.4462626489354
"2014-06-30",-2.45433256797751
"2014-07-31",-2.47655194190085
"2014-08-31",-2.03143256271703
"2014-09-30",-1.7225604409259
"2014-10-31",-1.88180395333691
"2014-11-30",-2.42854284642654
"2014-12-31",-3.15864105090154
"2015-01-31",-3.97828568205738
"2015-02-28",-4.81716271908205
"2015-03-31",-5.22779556451994
"2015-04-30",-5.38900456278577
"2015-05-31",-5.27369204617063
"2015-06-30",-4.94284674806034
"2015-07-31",-4.64112931328876
