"Date","Current_over_GDP"
"2015-08-31",-4.37616072388394
"2015-09-30",-4.41083632637989
"2015-10-31",-4.86419722080493
"2015-11-30",-5.47856374157394
"2015-12-31",-6.08493032287145
"2016-01-31",-6.58077461121379
"2016-02-29",-6.82497026206972
"2016-03-31",-7.39818933000089
"2016-04-30",-7.47672367942222
"2016-05-31",-6.99631850923457
"2016-06-30",-6.42756352193343
"2016-07-31",-5.94059839247531
"2016-08-31",-5.61058955937648
"2016-09-30",-5.40596137958154
"2016-10-31",-5.22933369758466
"2016-11-30",-9.04284860940244
"2016-12-31",-9.59878613515073
"2017-01-31",-8.38151066672555
"2017-02-28",-6.3194962754623
"2017-03-31",-5.41419646865753
"2017-04-30",-4.41205414937911
"2017-05-31",-3.54810875211438
"2017-06-30",-2.94490997187243
"2017-07-31",-2.64123222161483
"2017-08-31",-2.55082313636877
"2017-09-30",-2.52911830916143
"2017-10-31",-2.48768768260391
"2017-11-30",-2.48643503420389
"2017-12-31",-2.64618669197011
"2018-01-31",-2.96643723062637
"2018-02-28",-3.21316827642498
"2018-03-31",-3.07338928849406
"2018-04-30",-2.29346729080151
"2018-05-31",-1.32893322863567
"2018-06-30",-0.777007392607267
"2018-07-31",-1.06768623638408
"2018-08-31",-1.7727123035197
"2018-09-30",-2.44569838485447
"2018-10-31",-2.88481437419974
"2018-11-30",-3.33323439030525
"2018-12-31",-4.01343200480237
"2019-01-31",-5.05309967050684
"2019-02-28",-5.85993481544047
"2019-03-31",-5.91596432260869
"2019-04-30",-4.78397534440572
"2019-05-31",-2.97902078485886
"2019-06-30",-1.36023472521558
"2019-07-31",-0.729564864519309
"2019-08-31",-0.850286331258033
"2019-09-30",-1.38203139217016
"2019-10-31",-2.06324788366346
"2019-11-30",-2.75175360524871
"2019-12-31",-3.17286035448365
"2020-01-31",-3.12108804316656
"2020-02-29",-2.87997612101528
"2020-03-31",-2.90582975854717
"2020-04-30",-3.42110981608423
"2020-05-31",-4.08325987722871
"2020-06-30",-4.41564053608308
"2020-07-31",-3.79283159749312
"2020-08-31",-2.97670662035408
"2020-09-30",-2.56664555213846
"2020-10-31",-2.85283577502342
"2020-11-30",-3.57667197313149
"2020-12-31",-4.3677105560646
"2021-01-31",-4.95625591113027
"2021-02-28",-5.28686796882103
"2021-03-31",-5.49937324960618
"2021-04-30",-5.58005212213996
"2021-05-31",-5.46824728474975
"2021-06-30",-5.05734225180557
"2021-07-31",-4.39017927182898
"2021-08-31",-3.69017496671257
"2021-09-30",-3.13268180254606
"2021-10-31",-2.76800066113706
"2021-11-30",-2.66732604823871
"2021-12-31",-2.97061381379579
"2022-01-31",-3.75195419288549
"2022-02-28",-4.56558218020893
"2022-03-31",-5.16113474921975
"2022-04-30",-4.9578280199497
"2022-05-31",-3.730475819833
"2022-06-30",-2.84152808076864
"2022-07-31",-2.78453333543617
"2022-08-31",-2.94533443693772
"2022-09-30",-2.53064893074672
"2022-10-31",-1.22062293954821
"2022-11-30",0.524645964448421
"2022-12-31",1.3810344722893
"2023-01-31",0.211999548671728
"2023-02-28",-2.40900542652856
"2023-03-31",-4.10575466522603
"2023-04-30",-3.86485690614669
