Date,Current_over_GDP,Curr Balance/GDP MA3
2019-12-31,-3.94479830659033,-4.635149911034209
2020-01-31,-3.17306729592847,-3.918674676118432
2020-02-29,-2.45851158083441,-3.192125727784402
2020-03-31,-2.29792174204315,-2.643166872935342
2020-04-30,-3.33870132672468,-2.698378216534079
2020-05-31,-4.9448762782407,-3.5271664490028427
2020-06-30,-6.19203658612665,-4.825204730364009
2020-07-31,-6.72786525293367,-5.9549260391003385
2020-08-31,-6.59297101815853,-6.504290952406283
2020-09-30,-6.27407220967716,-6.531636160256451
2020-10-31,-5.65564706979258,-6.1742300992094235
2020-11-30,-5.01736144681146,-5.649026908760399
2020-12-31,-4.49382525526659,-5.0556112572902085
2021-01-31,-4.4545529765972,-4.6552465595584165
2021-02-28,-4.83109419428141,-4.593157475381733
2021-03-31,-5.88535716109705,-5.0570014439918864
2021-04-30,-7.18294075829554,-5.966464037891332
2021-05-31,-7.99418854921978,-7.02082882287079
2021-06-30,-8.58274233902067,-7.919957215511996
2021-07-31,-8.7504078424235,-8.442446243554649
2021-08-31,-8.41764508508606,-8.583598422176744
2021-09-30,-7.82414322441378,-8.330732050641112
2021-10-31,-7.18422906103366,-7.808672456844499
2021-11-30,-6.72171394892376,-7.243362078123732
2021-12-31,-6.71391465821405,-6.8732858893904885
2022-01-31,-7.33537425075544,-6.923667619297749
2022-02-28,-8.43439655595954,-7.49456182164301
2022-03-31,-9.92740389187765,-8.565724899530876
2022-04-30,-10.5377877847206,-9.633196077519264
2022-05-31,-10.6512926067829,-10.372161427793715
2022-06-30,-10.6529042900287,-10.613994893844064
2022-07-31,-11.3912506416728,-10.898482512828132
2022-08-31,-11.5651531459883,-11.203102692563263
2022-09-30,-11.2060685136507,-11.387490767103932
2022-10-31,-9.55470346860682,-10.77530837608194
2022-11-30,-7.18350096065805,-9.314757647638523
2022-12-31,-5.53409026061413,-7.424098229959667
2023-01-31,-4.96174595546218,-5.8931123922447854
2023-02-28,-5.2096022319042,-5.235146149326835
2023-03-31,-5.9072476944195,-5.359531960595292
2023-04-30,-6.30942230840946,-5.8087574115777185
2023-05-31,-6.61628610165329,-6.277652034827415
2023-06-30,-6.77049795427228,-6.5654021214450085
