Date,Current_over_GDP,Curr Balance/GDP MA3
2010-03-31,1.93713388452746,
2010-04-30,2.25335844690043,
2010-05-31,3.69990753237534,2.63013328793441
2010-06-30,4.65473514468905,3.5360003746549395
2010-07-31,3.99650316648213,4.1170486145155065
2010-08-31,2.74396647403309,3.7984015950680896
2010-09-30,2.32602166473322,3.022163768416147
2010-10-31,3.47868873804292,2.84955895893641
2010-11-30,5.34479916418283,3.716503188986323
2010-12-31,6.66625818019276,5.1632486941395035
2011-01-31,6.68453852845163,6.231865290942406
2011-02-28,6.01851117923945,6.456435962627946
2011-03-31,5.86324715007419,6.18876561925509
2011-04-30,6.84032064003,6.240692989781214
2011-05-31,7.69361985796375,6.79906254935598
2011-06-30,6.79125724322993,7.108399247074559
2011-07-31,3.37346039379745,5.952779164997043
2011-08-31,-0.709169306986847,3.151849443346844
2011-09-30,-3.11158800317712,-0.1490989721221725
2011-10-31,-2.23294081336261,-2.017899374508859
2011-11-30,0.475267328891637,-1.6230871625493644
2011-12-31,3.24254478124737,0.49495709892546563
2012-01-31,4.86513688766038,2.860982999266463
2012-02-29,5.1123021343125,4.406661267740084
2012-03-31,4.24999827455295,4.742479098841943
2012-04-30,2.52437812898354,3.9622261792829967
2012-05-31,1.15490468507217,2.6430936962028864
2012-06-30,1.16784355614589,1.6157087900671996
2012-07-31,3.04725123550613,1.7899998255747296
2012-08-31,5.64127496304064,3.285456584897553
2012-09-30,7.1954153100054,5.29464716951739
2012-10-31,6.61636946343132,6.484353245492453
2012-11-30,4.93350710263648,6.248430625357732
2012-12-31,3.69475961329819,5.0815453931219965
2013-01-31,3.84620334550875,4.158156687147806
2013-02-28,4.84006614917553,4.127009702660823
2013-03-31,5.56187358003555,4.749381024906609
2013-04-30,5.3633090522313,5.25508292714746
2013-05-31,4.51773102078277,5.147637884349873
2013-06-30,3.57917537550398,4.48673848283935
2013-07-31,2.97142501328948,3.6894438031920758
2013-08-31,2.7025740768229,3.0843914885387864
2013-09-30,2.78766110549137,2.820553398534583
2013-10-31,3.15449578114297,2.8815769878190793
2013-11-30,3.59750962446366,3.179888837032666
2013-12-31,3.86167920740721,3.5378948710046125
2014-01-31,3.78136154353898,3.7468501251366164
2014-02-28,3.27289756705758,3.6386461060012567
2014-03-31,2.45424294766222,3.1695006860862596
2014-04-30,1.26674493627052,2.3312951503301065
2014-05-31,0.270738800387264,1.330575561440001
2014-06-30,-0.188184372548065,0.4497664547032394
2014-07-31,0.0762617023596285,0.05293871006627554
2014-08-31,0.607806507492535,0.1652946124346992
2014-09-30,0.784961289751781,0.4896764998679812
2014-10-31,0.223787105961165,0.5388516344018267
2014-11-30,-0.857977735975452,0.05025688657916442
2014-12-31,-2.19930965198749,-0.9445000940005928
2015-01-31,-3.49105103739433,-2.182779475119091
2015-02-28,-4.68716355009084,-3.4591747464908873
2015-03-31,-5.29671261399017,-4.491642400491781
2015-04-30,-4.05939293391754,-4.68108969933285
2015-05-31,-2.51499013321831,-3.9570318937086735
2015-06-30,-1.76976162785452,-2.7813815649967903
2015-07-31,-2.43552542145321,-2.240092394175347
2015-08-31,-3.75658228181585,-2.65395644370786
2015-09-30,-4.60285135345701,-3.598319685575357
2015-10-31,-4.21173558927264,-4.190389741515166
2015-11-30,-2.98744677518391,-3.9340112393045206
2015-12-31,-1.52605483782897,-2.90841240076184
2016-01-31,-0.0705489376229744,-1.5280168502119518
2016-02-29,1.09228525237431,-0.16810617435921174
2016-03-31,1.52784427840938,0.8498601977202384
2016-04-30,0.931953346738337,1.1840276258406754
2016-05-31,-0.13085658262581,0.7763136808406353
2016-06-30,-1.1100986736917,-0.10300063652639128
2016-07-31,-1.47387087995761,-0.9049420454250402
2016-08-31,-0.685151953746591,-1.0897071691319673
2016-09-30,0.643354173321982,-0.5052228867940732
2016-10-31,1.97199881367408,0.6434003444164901
2016-11-30,3.18112956171507,1.932160849570377
2016-12-31,4.09345019970929,3.0821928583661466
2017-01-31,4.73310172702362,4.002560496149326
2017-02-28,4.98303450963207,4.603195478788327
2017-03-31,4.83554690984453,4.8505610488334066
2017-04-30,4.09506703535818,4.63788281827826
2017-05-31,3.17863988152344,4.036417942242049
2017-06-30,2.44225594067215,3.2386542858512564
2017-07-31,2.16877032747964,2.5965553832250765
2017-08-31,2.33861033650083,2.3165455348842063
2017-09-30,2.90993795663992,2.4724395402067962
2017-10-31,3.68918156879193,2.979243287310893
2017-11-30,4.33591569759043,3.6450117410074263
2017-12-31,4.38747072226274,4.1375226628816995
2018-01-31,3.60715817490471,4.110181531585959
2018-02-28,2.62122564498305,3.538618180716833
2018-03-31,2.42624050894722,2.8848747762783264
2018-04-30,3.55800589674005,2.868490683556773
2018-05-31,4.90900210406739,3.6310828365848864
2018-06-30,5.15847832479015,4.541828775199196
2018-07-31,3.56703877927436,4.544839736043966
2018-08-31,1.13952271232033,3.2883466054616126
2018-09-30,-0.633559105028465,1.3576674621887415
2018-10-31,-0.811056187767662,-0.10169752682526596
2018-11-30,-0.115982616598071,-0.5201993031313997
2018-12-31,0.459343735023905,-0.15589835644727626
2019-01-31,0.241343233515888,0.1949014506472404
2019-02-28,-0.693782382304624,0.0023015287450560695
2019-03-31,-1.83718072814199,-0.7632066256435756
2019-04-30,-2.92545131710683,-1.8188048091844815
2019-05-31,-3.45858625793509,-2.7404061010613034
2019-06-30,-3.31847393292397,-3.234170502655297
2019-07-31,-2.53822118010395,-3.1050937903210034
2019-08-31,-1.68846359993605,-2.5150529043213234
2019-09-30,-1.51351052566612,-1.913398435235374
