Date,Ticker,Close,Annual_Percent_Change
12/31/1996,FR.INR.RISK.ROM,4.04,
12/31/1997,FR.INR.RISK.ROM,-13.1933333,-426.5676559
12/31/1998,FR.INR.RISK.ROM,-8.67,-34.28499225
12/31/1999,FR.INR.RISK.ROM,-8.5666667,-1.191848904
12/31/2000,FR.INR.RISK.ROM,1.9916667,-123.2490275
12/31/2001,FR.INR.RISK.ROM,3.2166667,61.50627512
12/31/2002,FR.INR.RISK.ROM,8.4,161.1398937
12/31/2003,FR.INR.RISK.ROM,10.3683333,23.43253929
12/31/2007,FR.INR.RISK.ROM,6.2391667,
12/31/2008,FR.INR.RISK.ROM,4.5675,-26.79310845
12/31/2009,FR.INR.RISK.ROM,6.3783333,39.64604926
12/31/2010,FR.INR.RISK.ROM,6.8616667,7.577738216
12/31/2011,FR.INR.RISK.ROM,4.81,-29.90041326
12/31/2012,FR.INR.RISK.ROM,5.0604167,5.206168399
12/31/2013,FR.INR.RISK.ROM,5.6308333,11.27212706
12/31/2014,FR.INR.RISK.ROM,4.605,-18.21814366
