Date,REER
2005-09-30,96.60087725
2005-08-31,97.58437333
2005-07-31,96.9190493
2005-06-30,95.74844598
2005-05-31,95.41110848
2005-04-30,97.09917748
2005-03-31,97.80404367
2005-02-28,98.05019597
2005-01-31,97.5448611
2004-12-31,98.25231519
2004-11-30,98.13935566
2004-10-31,97.16568386
2004-09-30,96.38410795
2004-08-31,95.83025062
2004-07-31,95.57016364
2004-06-30,94.03477051
2004-05-31,94.06838054
2004-04-30,94.35993939
2004-03-31,93.92394726
2004-02-29,91.05091475
2004-01-31,89.81602236
2003-12-31,88.30749421
2003-11-30,89.06864725
2003-10-31,89.94009892
2003-09-30,88.90742047
2003-08-31,87.28103711
2003-07-31,85.90354936
2003-06-30,86.94278525
2003-05-31,91.87737381
2003-04-30,90.46759999
2003-03-31,90.19415028
2003-02-28,89.72848099
2003-01-31,91.2395306
2002-12-31,91.85452657
2002-11-30,90.67109511
2002-10-31,88.10856689
2002-09-30,87.63450251
2002-08-31,86.8042058
2002-07-31,86.28316249
2002-06-30,87.04180985
2002-05-31,86.0150329
2002-04-30,85.6010189
2002-03-31,84.21200204
2002-02-28,84.29863506
2002-01-31,84.17135485
2001-12-31,83.01079279
2001-11-30,81.30727567
2001-10-31,80.34647094
2001-09-30,79.99757092
2001-08-31,81.19208361
2001-07-31,80.64400446
2001-06-30,80.79315643
2001-05-31,77.23742542
2001-04-30,74.85442481
2001-03-31,75.18043865
2001-02-28,75.01629696
2001-01-31,75.16770699
2000-12-31,73.82068454
2000-11-30,72.95171376
2000-10-31,72.78485225
2000-09-30,72.87358383
2000-08-31,73.54123553
2000-07-31,73.45956408
2000-06-30,73.00268055
2000-05-31,72.01502192
2000-04-30,72.37278597
2000-03-31,72.64354666
2000-02-29,73.1261345
2000-01-31,73.45996156
1999-12-31,73.5437012
1999-11-30,73.12776706
1999-10-31,72.61985949
1999-09-30,72.72746562
1999-08-31,73.33432556
1999-07-31,73.16541952
1999-06-30,73.00732284
1999-05-31,72.60371364
1999-04-30,71.68380064
1999-03-31,71.01093036
1999-02-28,71.79211395
1999-01-31,71.47304408
1998-12-31,69.9226602
1998-11-30,69.50550109
1998-10-31,68.52654861
1998-09-30,68.72208624
1998-08-31,70.51184583
1998-07-31,71.30014308
1998-06-30,71.62415041
1998-05-31,72.20349052
1998-04-30,72.20669362
1998-03-31,72.26746479
1998-02-28,72.30886236
1998-01-31,72.34090544
1997-12-31,71.96561052
1997-11-30,71.3758254
1997-10-31,71.34971042
1997-09-30,71.57789423
1997-08-31,71.46569363
1997-07-31,71.20513288
1997-06-30,71.97852568
1997-05-31,71.25552114
1997-04-30,71.45936524
1997-03-31,71.46706989
1997-02-28,71.20677715
1997-01-31,70.49078435
1996-12-31,68.70613943
1996-11-30,68.48026042
1996-10-31,68.61454978
1996-09-30,68.30379245
1996-08-31,68.04062774
1996-07-31,68.21657716
1996-06-30,68.58058665
1996-05-31,68.21630744
1996-04-30,67.67044149
1996-03-31,67.20156458
1996-02-29,66.79201586
1996-01-31,66.84235349
1995-12-31,66.34956943
1995-11-30,66.04862073
1995-10-31,65.68685222
1995-09-30,65.85745747
1995-08-31,65.67243284
1995-07-31,65.1910703
1995-06-30,65.13409449
1995-05-31,65.28836678
1995-04-30,64.91600103
1995-03-31,66.77271228
1995-02-28,69.74276534
1995-01-31,69.50077157
1994-12-31,70.02532545
1994-11-30,68.86596212
1994-10-31,67.62714739
1994-09-30,67.14314674
1994-08-31,66.98454005
1994-07-31,70.16862231
1994-06-30,69.82134091
1994-05-31,69.71508432
1994-04-30,69.72797903
1994-03-31,69.03172993
1994-02-28,69.7006951
1994-01-31,70.59290193
1993-12-31,70.41658567
1993-11-30,69.0392926
1993-10-31,68.13941485
1993-09-30,69.71190888
1993-08-31,68.89748055
1993-07-31,67.81877788
1993-06-30,68.4800379
1993-05-31,68.40093923
1993-04-30,68.33583921
1993-03-31,70.37252342
1993-02-28,70.83246365
1993-01-31,71.04431661
1992-12-31,68.89687688
1992-11-30,67.97531691
1992-10-31,66.26196763
1992-09-30,64.00716881
1992-08-31,63.23269001
1992-07-31,62.59548481
1992-06-30,63.85629917
1992-05-31,63.63561461
1992-04-30,62.72992596
1992-03-31,62.74338861
1992-02-29,61.75032776
1992-01-31,60.65896628
1991-12-31,59.66432902
1991-11-30,60.61190466
1991-10-31,61.66848953
1991-09-30,61.43637744
1991-08-31,61.4291043
1991-07-31,61.94374955
1991-06-30,60.88529789
1991-05-31,58.84263626
1991-04-30,57.61830985
1991-03-31,55.1500938
1991-02-28,52.75543007
1991-01-31,53.28580612
1990-12-31,57.09212622
1990-11-30,56.52973385
1990-10-31,54.89042305
