Date,REER
1988-08-31,90.44268501
1988-07-31,88.92462102
1988-06-30,86.76825238
1988-05-31,84.66649824
1988-04-30,86.32042003
1988-03-31,81.60757716
1988-02-29,86.00476074
1988-01-31,81.63005407
1987-12-31,77.93936119
1987-11-30,78.12812886
1987-10-31,80.16107119
1987-09-30,79.23567679
1987-08-31,83.308073
1987-07-31,85.80082536
1987-06-30,79.56449358
1987-05-31,79.4308267
1987-04-30,83.92798096
1987-03-31,86.54957496
1987-02-28,93.82891336
1987-01-31,100.12340511
1986-12-31,114.46447341
1986-11-30,104.32769445
1986-10-31,86.68037261
1986-09-30,249.74707213
1986-08-31,267.27960713
1986-07-31,277.94941637
1986-06-30,313.84226873
1986-05-31,336.11461259
1986-04-30,337.31632548
1986-03-31,346.94986995
1986-02-28,362.52258311
1986-01-31,368.23105605
1985-12-31,394.23325847
1985-11-30,413.87585256
1985-10-31,421.39118882
1985-09-30,445.22052295
1985-08-31,446.13090129
1985-07-31,460.04261299
1985-06-30,492.13950071
1985-05-31,503.63123722
1985-04-30,515.85438001
1985-03-31,556.42308545
1985-02-28,568.28976635
1985-01-31,575.86148113
1984-12-31,561.9145238
1984-11-30,552.13572172
1984-10-31,582.31048486
1984-09-30,605.20977085
1984-08-31,576.20388904
1984-07-31,559.46029268
1984-06-30,544.54329143
1984-05-31,550.25782694
1984-04-30,502.63630492
1984-03-31,468.69073995
1984-02-29,464.21167848
1984-01-31,475.3533592
1983-12-31,461.30097339
1983-11-30,432.75372258
1983-10-31,412.12963441
1983-09-30,405.27792347
1983-08-31,397.40323187
1983-07-31,384.25844564
1983-06-30,376.84827521
1983-05-31,374.25751971
1983-04-30,363.87248367
1983-03-31,365.01888984
1983-02-28,351.20895555
1983-01-31,348.70650001
1982-12-31,348.05221084
1982-11-30,347.3122311
1982-10-31,338.0589744
1982-09-30,331.89572759
1982-08-31,325.33219133
1982-07-31,325.51936923
1982-06-30,323.910067
1982-05-31,315.10273072
1982-04-30,322.05551757
1982-03-31,324.66191944
1982-02-28,324.95835227
1982-01-31,321.46282572
1981-12-31,323.59273243
1981-11-30,322.10180931
1981-10-31,314.43909627
1981-09-30,316.6698179
1981-08-31,312.13712154
1981-07-31,320.81739361
1981-06-30,316.50127024
1981-05-31,326.92865384
1981-04-30,327.92714956
1981-03-31,317.98703326
1981-02-28,330.79865186
1981-01-31,320.07238111
1980-12-31,308.93602352
1980-11-30,311.00247243
1980-10-31,299.95718324
1980-09-30,294.18089758
1980-08-31,296.15146021
1980-07-31,289.58486879
1980-06-30,268.00456884
1980-05-31,266.51813674
1980-04-30,277.3760168
1980-03-31,284.29507443
1980-02-29,284.5453707
1980-01-31,279.99934957
1979-12-31,277.6298523
