"Date","Reserves","YoY_change"
"06/30/2005",24367.12,112.973982114014
"07/31/2005",25161.6,105.7651466147
"08/31/2005",26951.24,115.913926808947
"09/30/2005",28638.24,116.580629060191
"10/31/2005",23921.01,63.2053626253667
"11/30/2005",27075.63,65.6467874753753
"12/31/2005",28279.06,66.7887150826127
"01/31/2006",31317.94,59.8454317539648
"02/28/2006",34319.11,66.9697369234055
"03/31/2006",36201.54,66.0013444619814
"04/30/2006",33063.87,48.8679525623362
"05/31/2006",34094.35,46.3873682402696
"06/30/2006",36479,49.7058331062514
"07/31/2006",38074.22,51.3187555640341
"08/31/2006",39247.82,45.6252847735392
"09/30/2006",40457.86,41.2721591829665
"10/31/2006",41477.69,73.3943926280705
"11/30/2006",42441.55,56.7518465867646
"12/31/2006",42298.11,49.5739603791639
"01/31/2007",43510.78,38.9324457483474
"02/28/2007",42550.61,23.985179102838
"03/31/2007",42633.86,17.7680838991932
"04/30/2007",43530.55,31.6559434815102
"05/31/2007",43168.67,26.6153189604729
"06/30/2007",42626.2,16.8513391266208
"07/31/2007",43263.88,13.6303777201476
"08/31/2007",45010.4,14.6825479733651
"09/30/2007",47930.22,18.4694889942276
"10/31/2007",49209.74,18.6414672562527
"11/30/2007",49963.62,17.7233630722723
"12/31/2007",51333.15,21.3603870243848
"01/31/2008",54215.79,24.6031213414239
"02/29/2008",56908.42,33.7429005130596
"03/31/2008",59756.51,40.1620918209142
"04/30/2008",60815.85,39.7084346510669
"05/31/2008",59180.14,37.090487151909
"06/30/2008",59157.15,38.7811956027045
"07/31/2008",60342.13,39.4746148519273
"08/31/2008",60201.74,33.750733163891
"09/30/2008",62081.86,29.5255060377357
"10/31/2008",58534.15,18.9483016979972
"11/30/2008",57480.5,15.0447065284701
"12/31/2008",53000.36,3.24782328768057
"01/31/2009",50108.65,-7.57554210682902
"02/28/2009",48113.06,-15.4552876358191
"03/31/2009",47081.9,-21.2104254415126
"04/30/2009",45914.47,-24.5024611182775
"05/31/2009",44836.4,-24.2374215404019
"06/30/2009",43462.74,-26.5300306049227
"07/31/2009",43351.39,-28.1573421422147
"08/31/2009",41754.31,-30.6426857429702
"09/30/2009",43343.33,-30.1835834171206
"10/31/2009",43054.77,-26.445041057229
"11/30/2009",43024.68,-25.1490853419855
"12/31/2009",42382.49,-20.0335809039788
"01/31/2010",42075.67,-16.0311243667511
"02/28/2010",41410.1,-13.9316850767754
"03/31/2010",40667.03,-13.6249174311147
"04/30/2010",40322.01,-12.1801689097141
"05/31/2010",38815.79,-13.4279513966331
"06/30/2010",37468.44,-13.7918134015481
"07/31/2010",37155.19,-14.292967307392
"08/31/2010",36769.65,-11.9380729797714
"09/30/2010",34589.01,-20.1976174880887
"10/31/2010",33597.017,-21.9667948522312
"11/30/2010",33059.299,-23.1620107343041
"12/31/2010",32339.252,-23.6966681287484
"01/31/2011",33131.83,-21.2565599074239
"02/28/2011",33246.07,-19.7150695120273
"03/31/2011",33221.8,-18.3077790534494
"04/30/2011",32835.33,-18.5672291634271
"05/31/2011",32100.81,-17.2996092569544
"06/30/2011",31890.91,-14.8859413415664
"07/31/2011",32521.71,-12.4706131229581
"08/31/2011",32914.97,-10.4833198031529
"09/30/2011",31740.23,-8.23608423600445
"10/31/2011",32594.69,-2.98338093527768
"11/30/2011",32125.22,-2.82546523445642
"12/31/2011",32639.78,0.929297931813631
"01/31/2012",34136.57,3.03255208058232
"02/29/2012",33857.37,1.83871356825033
"03/31/2012",35197.44,5.94681805320602
