Date,FCI
2002-12,-0.9552514109695174
2003-01,-1.0503469200715505
2003-02,-1.1061604134774556
2003-03,-0.5215626012164
2003-04,0.016200299521537294
2003-05,-0.5927302181661269
2003-06,-1.3748596580785346
2003-07,-0.3787724686909755
2003-08,-0.08533293464548317
2003-09,-0.9723120518475351
2003-10,-0.21059892048579404
2003-11,-1.173963131970902
2003-12,-0.5969274768425074
2004-01,-0.2828614888277563
2004-02,-0.6928748592131518
2004-03,-0.24969031083909318
2004-04,-0.7858502676556197
2004-05,-0.8406087249764712
2004-06,-0.9194456747508462
2004-07,-1.0337263406262593
2004-08,-0.789148370607449
2004-09,-0.7635130137508691
2004-10,-0.5785899748686866
2004-11,-0.2350390801863588
2004-12,-0.32634994045836785
2005-01,-0.1683137092253814
2005-02,0.6671314731538618
2005-03,-1.6153813924105502
2005-04,-1.2461552453979694
2005-05,-0.6643956282609843
2005-06,-0.24198293729241374
2005-07,-0.1304369858749945
2005-08,-0.5487143277277547
2005-09,-0.4602567495181193
2005-10,-2.010266541681922
2005-11,-0.9932841955322538
2005-12,-0.9324727918691519
2006-01,-0.3866103774642447
2006-02,-0.3914910917616677
2006-03,-0.844619893331755
2006-04,-0.2604825447631758
2006-05,-1.9669359882142305
2006-06,-1.5001784981402724
2006-07,-0.8483739376418828
2006-08,-0.8170695426833311
2006-09,-0.7916466665954988
2006-10,-0.43530568372629763
2006-11,-0.46872901268019446
2006-12,0.074786619000527
2007-01,-0.9066389368465203
2007-02,-0.7091157647875987
2007-03,-0.6656378101899354
2007-04,-0.10648386330905985
2007-05,-0.47392650089969307
2007-06,-0.04788345541066231
2007-07,-1.0895858710308182
2007-08,-1.5457697509156996
2007-09,-0.5704675099919707
2007-10,-0.9376853020772778
2007-11,-1.3261534348225257
2007-12,-1.0378611204460644
2008-01,-1.9724838244683407
2008-02,-1.3462245910741186
2008-03,-1.8824718704350825
2008-04,-0.6849265324072633
2008-05,-0.8395045261412589
2008-06,-1.704265464989544
2008-07,-0.38572467692740564
2008-08,-1.5048208230690907
2008-09,-2.042316172748228
2008-10,-4.525442196058661
2008-11,-3.1980876543337478
2008-12,-1.9781286886301008
2009-01,-1.8492861441567259
2009-02,-2.161969679099955
2009-03,-0.6436404776122252
2009-04,0.4106261034987717
2009-05,0.6696335376437554
2009-06,-0.21344456752530053
2009-07,0.9364916243898257
2009-08,0.6704220521849831
2009-09,0.3893620017668638
2009-10,0.4097774145567163
2009-11,0.39395681334812765
2009-12,0.5605447067924865
2010-01,0.3352662161381258
2010-02,-0.05938085034685144
2010-03,1.3566787881706175
2010-04,0.5287987504952902
2010-05,-0.3565683650443434
2010-06,-0.029257196341078446
2010-07,1.1025689846443325
2010-08,0.7966077891613145
2010-09,0.9621832441409108
2010-10,0.7507367908681533
2010-11,-0.5098005451289315
2010-12,0.2829982341221497
2011-01,0.7429876947867797
2011-02,0.48032558029174194
2011-03,0.5949053790139086
2011-04,0.885766660851124
2011-05,0.4426691074562746
2011-06,0.45494258260785786
2011-07,0.19685618626286733
2011-08,-1.2901161590860721
2011-09,-1.2691179957191696
2011-10,0.7861130651379804
2011-11,0.07442465238041449
2011-12,-0.17589631110620943
2012-01,0.8971728256589577
2012-02,-0.0006999220849452615
2012-03,0.1380479868617882
2012-04,0.20083869585612213
2012-05,-0.6316052176798252
2012-06,0.9476433126650745
2012-07,0.7179047574491729
2012-08,0.8547009119468523
2012-09,1.2061141540509146
2012-10,0.9822631788835858
2012-11,0.17485952705419452
2012-12,0.17664740308612048
2013-01,0.693486616124587
2013-02,0.23725530891049867
2013-03,0.4157614753499913
2013-04,1.2650979244895728
2013-05,1.6033800350428988
2013-06,0.8667040577517894
2013-07,0.6252687628946078
2013-08,0.6839237773868937
2013-09,1.2684271279217676
2013-10,1.2025594878077508
2013-11,1.0378825137363121
2013-12,0.8827654580144966
2014-01,0.888066015002348
2014-02,0.06860959038605666
2014-03,0.4363598144047439
2014-04,0.486070943226963
2014-05,1.4526737277088584
2014-06,0.3092559132813776
2014-07,0.17089021238044855
2014-08,0.7966728461858643
2014-09,0.8211982660954993
2014-10,0.666364249196975
2014-11,0.9475682095476495
2014-12,0.4821182665746386
2015-01,0.5878945389388216
2015-02,1.530138685554563
2015-03,1.660226560018311
2015-04,1.9987143473330566
2015-05,0.9317962747076775
2015-06,1.0594886220181958
2015-07,1.2407173994314251
2015-08,0.4975581080992191
2015-09,0.597889384665335
2015-10,1.0697131733613783
2015-11,1.5151554739757842
2015-12,0.6250580534747321
2016-01,0.7561522442460115
2016-02,0.584433614295077
2016-03,1.766926341306979
2016-04,1.0298263110709809
2016-05,1.1663588716943345
2016-06,1.0942785562062525
2016-07,1.4377471960335206
2016-08,1.245332725077242
2016-09,1.0904386794339287
2016-10,1.6235676862037751
2016-11,0.7451236962861687
2016-12,1.2045238055817782
2017-01,0.4704447040749633
2017-02,0.47067288694699083
2017-03,0.42371832690995587
2017-04,1.0326087851426355
2017-05,1.073089187508849
2017-06,0.8406133616392777
2017-07,0.9847977995670626
2017-08,1.2459461650774157
2017-09,0.5070838217976054
2017-10,1.0934331600908174
2017-11,0.13677440468540888
2017-12,0.3581774856976396
2018-01,0.3644303193517902
2018-02,-0.2027536761726173
2018-03,0.13856742868373567
2018-04,0.7956341234117953
2018-05,-0.11459173018599177
2018-06,0.29693146439069085
2018-07,0.34880355354256987
2018-08,0.48489736838126835
2018-09,0.20374948557479053
2018-10,0.078720874368886
2018-11,0.3599703543170068
2018-12,-0.5431697918012746
2019-01,0.2985008335923373
