Date,Foreign Exchange Reserves USD mn,yryr%
1999-01-31,28380.6,30.757251852124877
1999-02-28,28793.0,20.472803347280344
1999-03-31,27445.1,14.266978649701878
1999-04-30,27248.4,6.724634275306984
1999-05-31,26908.8,3.850874146115557
1999-06-30,26283.4,0.9603048391681357
1999-07-31,27656.3,-2.8857262247130255
1999-08-31,27673.0,-2.9293428885123873
1999-09-30,26653.6,-1.3611433900538206
1999-10-31,26279.1,-4.217071668349359
1999-11-30,25867.2,-6.186486780546185
1999-12-31,26107.1,-4.0515261213914355
2000-01-31,25775.2,-9.18021465367187
2000-02-29,25047.4,-13.008717396589443
2000-03-31,25081.0,-8.613923796961931
2000-04-30,24352.5,-10.627779979741936
2000-05-31,24628.3,-8.47492270186705
2000-06-30,24787.0,-5.69332734729906
2000-07-31,24465.3,-11.538058236278893
2000-08-31,24374.3,-11.92028330864019
2000-09-30,24272.1,-8.935003151544251
2000-10-31,24970.2,-4.980764181421726
2000-11-30,25414.7,-1.749319601657695
2000-12-31,26320.5,0.8174021626300876
2001-01-31,26990.8,4.716161271299546
2001-02-28,27591.0,10.155145843480762
2001-03-31,26845.7,7.036003349148756
2001-04-30,26570.8,9.109126373062315
2001-05-31,25830.0,4.879346118083672
2001-06-30,25887.6,4.4402307661274065
2001-07-31,26583.1,8.656341839258053
2001-08-31,26734.4,9.682739606881018
2001-09-30,26938.7,10.986276424372022
2001-10-31,27588.0,10.483696566307032
2001-11-30,24827.2,-2.3116542788228833
2001-12-31,25152.6,-4.437225736593153
2002-01-31,24919.3,-7.674837351986607
2002-02-28,24971.1,-9.495487659019252
2002-03-31,25568.8,-4.756441441273651
2002-04-30,25702.8,-3.2667439444804103
2002-05-31,25909.4,0.30739450251646705
2002-06-30,26556.8,2.5850214002070437
2002-07-31,27620.8,3.903607931354891
2002-08-31,27661.4,3.467442695553302
2002-09-30,27515.3,2.140415090557446
2002-10-31,27518.8,-0.2508336958097712
2002-11-30,27777.1,11.881726493523214
2002-12-31,27959.4,11.159084945492715
2003-01-31,28568.3,14.643268470623184
2003-02-28,29995.6,20.121260176764345
2003-03-31,29274.6,14.493445136259808
2003-04-30,29166.0,13.474018394883046
2003-05-31,31525.5,21.675916848711264
2003-06-30,30160.9,13.571288709483076
2003-07-31,30087.8,8.931674679951351
2003-08-31,29609.3,7.041942924074696
2003-09-30,30764.2,11.80761249195903
2003-10-31,31661.5,15.054072125238015
2003-11-30,31945.1,15.00516612605347
2003-12-31,31917.9,14.158029142256279
2004-01-31,34838.6,21.94845335564244
2004-02-29,35477.3,18.275013668671413
2004-03-31,34455.3,17.69691131561151
2004-04-30,33450.4,14.689707193307289
2004-05-31,34442.1,9.251558262359039
2004-06-30,34202.0,13.398472857242316
2004-07-31,33806.0,12.357832742839303
2004-08-31,34731.2,17.298281283245466
2004-09-30,34486.2,12.09847810116953
2004-10-31,33337.0,5.29191604946071
2004-11-30,35034.8,9.671905863497066
2004-12-31,34563.8,8.289705776382528
2005-01-31,38810.9,11.40200811743297
2005-02-28,40341.2,13.709893368435576
2005-03-31,36068.5,4.682008283195893
2005-04-30,38617.1,15.445854160189398
2005-05-31,38601.8,12.077370427471035
2005-06-30,39153.9,14.478393076428286
2005-07-31,38789.8,14.742353428385503
2005-08-31,39301.4,13.158773667480549
2005-09-30,38954.3,12.956196971542266
2005-10-31,39579.3,18.724840267570574
2005-11-30,39277.6,12.110244671012804
2005-12-31,40497.0,17.16593661576562
2006-01-31,41075.8,5.835731714544123
2006-02-28,43426.2,7.647268797160223
2006-03-31,42097.4,16.715139248929134
2006-04-30,43038.1,11.448296221104126
2006-05-31,46114.6,19.462304866612424
2006-06-30,44682.5,14.12017704494315
2006-07-31,46070.2,18.768851605318915
2006-08-31,46388.6,18.032945391258327
2006-09-30,46438.9,19.213796679699023
2006-10-31,44919.6,13.492659041468634
2006-11-30,47097.9,19.910330570095947
2006-12-31,46117.5,13.878805837469432
2007-01-31,48812.8,18.835908247678688
2007-02-28,48479.7,11.636984124791017
2007-03-31,48341.0,14.831319748963123
2007-04-30,49582.7,15.206526310408686
2007-05-31,52743.0,14.373755817029753
2007-06-30,52060.1,16.511162088065802
2007-07-31,53649.2,16.45098132849434
2007-08-31,53762.6,15.896146898160325
2007-09-30,55627.1,19.78556770293869
2007-10-31,57293.5,27.54677245567636
2007-11-30,65341.0,38.734423403166595
2007-12-31,62731.4,36.02515314143222
2008-01-31,65262.4,33.69935754556182
2008-02-29,69050.7,42.4321932685227
2008-03-31,73604.7,52.26143439316522
2008-04-30,75960.5,53.199603894100164
2008-05-31,75716.1,43.55668050736592
2008-06-30,79179.5,52.09248541589433
2008-07-31,81666.5,52.22314591829888
2008-08-31,78563.5,46.130395479385314
2008-09-30,70991.7,27.620710049598117
2008-10-31,61189.0,6.7992006073987366
2008-11-30,60338.8,-7.6555302183927365
2008-12-31,58941.8,-6.040993824464302
2009-01-31,55853.5,-14.417030326803793
2009-02-28,58417.5,-15.399119777207183
2009-03-31,57808.9,-21.460314354925703
2009-04-30,60741.7,-20.03514984761817
2009-05-31,64330.0,-15.037884941247636
2009-06-30,63644.7,-19.6197248025057
2009-07-31,67948.7,-16.797340402735518
2009-08-31,70595.3,-10.142368911772003
2009-09-30,72291.2,1.8304956776637349
2009-10-31,77651.5,26.90434555230514
2009-11-30,78630.2,30.31449084171378
2009-12-31,73404.6,24.537425053188056
2010-01-31,78998.2,41.438226789726684
2010-02-28,78974.8,35.19031112252322
2010-03-31,79114.8,36.85574366576774
2010-04-30,82242.6,35.39726415296247
2010-05-31,80133.3,24.565987875019445
2010-06-30,78970.8,24.080716854663486
2010-07-31,86893.6,27.88118094974592
2010-08-31,86619.5,22.69867824061942
2010-09-30,91850.6,27.056405205612876
2010-10-31,92820.2,19.53432966523505
2010-11-30,89623.2,13.980633395311216
2010-12-31,86328.4,17.606253559041242
2011-01-31,88825.3,12.439650523682833
2011-02-28,96331.1,21.97701038812381
2011-03-31,99284.3,25.493965730811418
2011-04-30,104240.8,26.747938416343843
2011-05-31,99850.3,24.60525149968864
2011-06-30,101491.6,28.51788255912313
2011-07-31,98637.1,13.514804312400441
2011-08-31,98242.7,13.418687477992819
2011-09-30,92334.3,0.5266160482348514
2011-10-31,94346.8,1.6446851008724561
2011-11-30,90428.3,0.8983165073329191
2011-12-31,89699.0,3.904392992340888
2012-01-31,91658.8,3.1899695244485438
2012-02-29,93072.4,-3.3828119890668917
2012-03-31,91297.7,-8.044172140006033
2012-04-30,94266.4,-9.568614208640003
2012-05-31,90070.8,-9.794161860304873
2012-06-30,93194.7,-8.174962262886787
2012-07-31,93948.7,-4.753181105283922
2012-08-31,95032.8,-3.267316553799915
2012-09-30,96814.0,4.851609856792116
2012-10-31,97188.5,3.0119728491056375
2012-11-30,98733.9,9.184735309632043
2012-12-31,100327.8,11.849407462736483
2013-01-31,99463.1,8.514512518165196
2013-02-28,98875.8,6.235360858858274
2013-03-31,100692.5,10.29029208840968
2013-04-30,101322.1,7.48485144229547
2013-05-31,102722.3,14.046172566469938
2013-06-30,100061.6,7.368337469834674
2013-07-31,102821.7,9.444515996495962
2013-08-31,101954.5,7.283485280871438
2013-09-30,99538.2,2.8138492366806434
2013-10-31,98209.5,1.050535814422493
2013-11-30,100004.3,1.2866907921190274
2013-12-31,99347.8,-0.9767980559725276
2014-01-31,99448.5,-0.014678810533763631
2014-02-28,97255.5,-1.6387225185535814
2014-03-31,95822.1,-4.836904436775324
2014-04-30,95412.9,-5.832093886723633
2014-05-31,95817.5,-6.721812108957847
2014-06-30,94842.6,-5.215787075161704
2014-07-31,96481.8,-6.165916338671695
2014-08-31,95028.0,-6.793716805045391
2014-09-30,95120.4,-4.438296051164281
2014-10-31,93658.5,-4.633971255326619
2014-11-30,93921.4,-6.082638446546806
2014-12-31,94074.4,-5.308018899260992
2015-01-31,93007.2,-6.47702076954404
2015-02-28,91362.7,-6.059091773730019
2015-03-31,91206.3,-4.817051598743927
2015-04-30,96833.7,1.4891068188892742
2015-05-31,96920.3,1.1509379810577425
2015-06-30,98122.4,3.458150662255144
2015-07-31,93065.9,-3.540460480629515
2015-08-31,92924.9,-2.2131371806204503
2015-09-30,95747.2,0.6589543357681471
2015-10-31,94991.4,1.4231489934175778
2015-11-30,92601.8,-1.4050046102379143
2015-12-31,89431.0,-4.9358805371067955
2016-01-31,94146.6,1.22506644646867
2016-02-29,93747.6,2.6103650614528684
2016-03-31,95354.9,4.548589297011274
2016-04-30,99695.2,2.9550662630881686
2016-05-31,102930.7,6.201384023780365
2016-06-30,104830.6,6.836563312760391
2016-07-31,103542.3,11.256969523746086
2016-08-31,104592.8,12.556268556651663
2016-09-30,106454.0,11.182363557367747
2016-10-31,107756.3,13.43795333051203
2016-11-30,105868.8,14.326935329550828
2016-12-31,109513.0,22.455300734644588
2017-01-31,108696.7,15.454726989609814
2017-02-28,105653.3,12.699738446637564
2017-03-31,106862.6,12.06828385326817
2017-04-30,104204.9,4.523487590174846
2017-05-31,104502.9,1.5274354492877285
2017-06-30,106570.3,1.659534525224493
2017-07-31,104571.9,0.9943762114613897
2017-08-31,104346.6,-0.23538905163643653
2017-09-30,106086.7,-0.34503165686587955
2017-10-31,105429.2,-2.159595309044582
2017-11-30,108159.2,2.16343247491233
2017-12-31,108028.7,-1.3553642033365954
2018-01-31,112119.1,3.1485776477114813
2018-02-28,110717.3,4.793035333491713
2018-03-31,114119.0,6.790401880545671
2018-04-30,107912.1,3.557606216214415
2018-05-31,106524.3,1.9343003878361298
2018-06-30,103748.9,-2.6474543095027503
2018-07-31,106961.7,2.2853175661913028
2018-08-31,107837.3,3.3452934738649853
2018-09-30,107379.0,1.218154584881992
2018-10-31,105275.2,-0.14606958982900098
2018-11-30,107679.5,-0.4435128958054424
2018-12-31,110394.0,2.1895107503839384
2019-01-31,106924.7,-4.632930517637057
2019-02-28,105727.1,-4.507154708433092
2019-03-31,106346.7,-6.810697605131488
2019-04-30,110405.7,2.310769598589957
2019-05-31,111778.8,4.932677332777602
2019-06-30,106135.1,2.2999761925186712
2019-07-31,104603.3,-2.2049013805876205
2019-08-31,103986.6,-3.570842370867966
2019-09-30,108556.0,1.0961174903845183
2019-10-31,109427.4,3.9441387905223557
2019-11-30,107760.3,0.07503749553072758
2019-12-31,115832.6,4.926535862456305
2020-01-31,112470.3,5.186453644480649
2020-02-29,114860.6,8.638750140692398
2020-03-31,107717.1,1.2886154436386077
2020-04-30,104178.6,-5.640197924563672
2020-05-31,118524.1,6.034507437904146
2020-06-30,114459.8,7.843493811189695
2020-07-31,121492.2,16.14566653250902
2020-08-31,123060.4,18.342555675442785
2020-09-30,123886.9,14.12257268138104
2020-10-31,127563.1,16.573271410999446
2020-11-30,129587.3,20.255140343892887
2020-12-31,138523.5,19.589390206211377
2021-01-31,141816.7,26.092577329303836
2021-02-28,148619.1,29.3908442059331
2021-03-31,144157.0,33.82926202060767
2021-04-30,140838.5,35.18947269400816
2021-05-31,146806.1,23.86181375770835
2021-06-30,144418.7,26.174167699052433
2021-07-31,147619.8,21.50557813588032
2021-08-31,148547.1,20.71072416471913
2021-09-30,146735.9,18.443435100886376
2021-10-31,147161.1,15.363377026742064
2021-11-30,145876.6,12.570136116733654
2021-12-31,145160.2,4.791028237086126
2022-01-31,140756.1,-0.7478667886081203
2022-02-28,139354.7,-6.233653682467455
2022-03-31,136646.9,-5.209667237803228
2022-04-30,130956.8,-7.016334311995653
2022-05-31,135570.1,-7.653632921247821
2022-06-30,133945.8,-7.251761717838489
2022-07-31,137641.3,-6.7595945801308455
2022-08-31,135343.3,-8.888628589854674
2022-09-30,132467.3,-9.72400073874219
2022-10-31,132832.7,-9.73654043086114
2022-11-30,142532.7,-2.29227991329658
2022-12-31,146275.9,0.7685991063666187
2023-01-31,146078.0,3.780937380333782
2023-02-28,147429.0,5.794063637609637
2023-03-31,148658.0,8.789881073043016
2023-04-30,155367.4,18.640192796403078
2023-05-31,152464.6,12.461818645851853
2023-06-30,156699.3,16.987094780127478
2023-07-31,155825.5,13.21129631876481
2023-08-31,155439.9,14.848610902793125
2023-09-30,152826.2,15.369000500500896
