Date,CPI yryrl,Bank Lending yryr%,CPI adjusted Bank Lending
2008-01-31,7.008560756668776,52.91964518,-45.911084423331225
2008-02-29,7.668322477095754,53.21666769,-45.548345212904245
2008-03-31,8.277742645756819,53.76401801,-45.486275364243184
2008-04-30,8.26853666186079,55.34195752,-47.073420858139215
2008-05-31,8.121125542482323,52.78141153,-44.660285987517675
2008-06-30,8.259329830385337,51.81627346,-43.556943629614665
2008-07-31,8.654460140018584,46.62627815,-37.97181800998141
2008-08-31,7.714620917665374,42.21366237,-34.49904145233463
2008-09-30,7.045846364856137,43.00153545,-35.95568908514386
2008-10-31,7.129688188203383,40.42401574,-33.29432755179662
2008-11-30,6.522578491770732,31.16782922,-24.64525072822927
2008-12-31,6.109509935981083,25.65050954,-19.540999604018918
2009-01-31,6.494468864038209,27.54975071,-21.055281845961794
2009-02-28,6.663008229776296,24.68844142,-18.025433190223705
2009-03-31,6.494468864038209,20.90884026,-14.414371395961792
2009-04-30,6.250520535139711,17.05872945,-10.808208914860291
2009-05-31,5.779709872621681,12.69788658,-6.918176707378319
2009-06-30,5.694728044175011,10.89258362,-5.197855575824989
2009-07-31,4.936142953772409,9.40611617,-4.469973216227592
2009-08-31,4.840913920768763,5.70900627,-0.8680923492312367
2009-09-30,4.8218572270474445,1.90274582,2.9191114070474447
2009-10-31,4.210117601863533,4.23436453,-0.024246928136467005
2009-11-30,4.545126290391735,-0.18541868,4.730544970391735
2009-12-31,4.631090286325036,0.30058721,4.330503076325036
2010-01-31,5.069311431551816,-7.00199872,12.071310151551817
2010-02-28,4.392118705792809,-7.84929667,12.241415375792808
2010-03-31,4.1141943331175215,-6.17891004,10.293104373117522
2010-04-30,4.190940307720957,-4.59348975,8.784430057720957
2010-05-31,4.325104199431495,-0.78410655,5.109210749431495
2010-06-30,4.286790022717587,0.79643335,3.4903566727175868
2010-07-31,6.896620446472282,-0.04057225,6.937192696472282
2010-08-31,7.306457085700522,2.19028069,5.116176395700522
2010-09-30,7.482914062064908,0.63350052,6.849413542064908
2010-10-31,7.584931228343783,-3.48349234,11.068423568343784
2010-11-30,7.445791091800973,2.538852,4.906939091800973
2010-12-31,7.659060216171263,1.21507699,6.443983226171263
2011-01-31,6.756518616242388,2.03512524,4.721393376242387
2011-02-28,7.325046173959274,2.39453203,4.9305141439592735
2011-03-31,7.705362944229146,0.31422636,7.391136584229145
